Family,SpeciesName,WoodDensity
NA,Bridelia retusa,0.5
NA,Bridelia squamosa,0.5
NA,Buchanania lanzan,0.45
NA,Buchanania latifolia,0.45
NA,Bursera serrata,0.59
NA,Butea monosperma,0.48
NA,Calophyllum blancoi,0.51
NA,Calophyllum inophyllum,0.57
NA,Calophyllum neo-ebudicum,0.5
NA,Calophyllum obliquinervium,0.58
NA,Calophyllum spp.,0.53
NA,Calophyllum vitiense,0.5
NA,Calycarpa arborea,0.53
NA,Cananga odorata,0.29
NA,Canarium asperum var. asperum,0.5
NA,Canarium asperum var. asperum,0.6
NA,Canarium hirsutum forma scabrum,0.4
NA,Canarium luzonicum,0.51
NA,Canarium spp.,0.44
NA,Canarium vanikoroense,0.54
NA,Canarium vitiense,0.54
NA,Canarium vrieseanum forma stenophyllum,0.56
NA,Canthium monstrosum,0.42
NA,Cassia fistula,0.71
NA,Cassia javanica,0.69
NA,Cassia spectabilis,0.48
NA,Castanopsis philippensis,0.51
NA,Casuarina equisetifolia,0.83
NA,Casuarina nodiflora,0.85
NA,Cedrela odorata,0.38
NA,Cedrela spp.,0.42
NA,Cedrela toona,0.43
NA,Ceiba pentandra,0.23
NA,Celtis luzonica,0.49
NA,Chisocheton cumingianus,0.52
NA,Chisocheton pentandrus,0.52
NA,Chloroxylon swietenia,0.76
NA,Chloroxylon swietenia,0.79
NA,Chloroxylon swietenia,0.8
NA,Chukrassia tabularis,0.57
NA,Cinnamomum mercadoi,0.65
NA,Cinnamomum spp.,0.43
NA,Citrus grandis,0.59
NA,Cleidion speciflorum,0.5
NA,Cleistanthus collinus,0.88
NA,Cleistocalyx operculatus,0.66
NA,Cleistocalyx spp.,0.76
NA,Cochlospermum gossypium + religiosum,0.27
NA,Cocos nucifera,0.5
NA,Colona serratifolia,0.33
NA,Combretodendron quadrialatum,0.57
NA,Cordia spp.,0.53
NA,Cotylelobium spp.,0.69
NA,Cratoxylon arborescens,0.4
NA,Cryptocarya spp.,0.59
NA,Cubilia cubili,0.49
NA,Cullenia excelsa,0.53
NA,Cynometra insularis,0.76
NA,Cynometra insularis,0.91
NA,Cynometra ramiflora,0.7
NA,Cynometra spp.,0.8
NA,Dacrycarpus imbricatus,0.47
NA,Dacrycarpus imbricatus,0.45
NA,Dacrydium elatum,0.48
NA,Dacrydium nausoriensis,0.52
NA,Dacrydium nidulum,0.52
NA,Dacrydium spp.,0.46
NA,Dacryodes spp.,0.61
NA,Dalbergia latifolia,0.75
NA,Dalbergia paniculata,0.64
NA,Decussocarpus philippinensis,0.5
NA,Decussocarpus vitiensis,0.37
NA,Degeneria vitiensis,0.35
NA,Dehaasia triandra,0.64
NA,Dialium spp.,0.8
NA,Dillenia luzoniensis,0.69
NA,Dillenia megalantha,0.69
NA,Dillenia pentagyna,0.53
NA,Dillenia philippinensis,0.61
NA,Dillenia spp.,0.59
NA,Diospyros inclusa,0.68
NA,Diospyros melanoxylon,0.68
NA,Diospyros mindanaensis,0.69
NA,Diospyros nitida,0.71
NA,Diospyros philippensis,0.81
NA,Diospyros pilosanthera,0.8
NA,Diospyros poncei,0.81
NA,Diospyros pyrrhocarpa,0.6
NA,Diospyros spp.,0.7
NA,Diplodiscus paniculatus,0.63
NA,Dipterocarpus caudatus,0.61
NA,Dipterocarpus eurynchus,0.56
NA,Dipterocarpus gracilis,0.61
NA,Dipterocarpus grandiflorus,0.62
NA,Dipterocarpus kerrii,0.56
NA,Dipterocarpus kunstlerii,0.57
NA,Dipterocarpus spp.,0.61
NA,Dipterocarpus warburgii,0.52
NA,Dracontomelon dao,0.52
NA,Dracontomelon edule,0.46
NA,Dracontomelon spp.,0.5
NA,Dryobalanops spp.,0.61
NA,Drypetes bordenii,0.75
NA,Durio spp.,0.53
NA,Durio zibethinus,0.44
NA,Durio zibethinus,0.53
NA,Dyera costulata,0.36
NA,Dysoxylum altissimum,0.42
NA,Dysoxylum decandrum,0.51
NA,Dysoxylum euphlebium,0.63
NA,Dysoxylum quercifolium,0.49
NA,Dysoxylum richii,0.49
NA,Emblica officinalis,0.8
NA,Endiandra laxiflora,0.54
NA,Endospermum macrophyllum,0.4
NA,Endospermum peltatum,0.31
NA,Endospermum spp.,0.38
NA,Enterolobium cyclocarpum,0.35
NA,Epicharis cumingiana,0.73
NA,Erythrina fusca,0.25
NA,Erythrina suberosa,0.32
NA,Erythrina subumbrans,0.24
NA,Erythrophloeum densiflorum,0.65
NA,Eucalyptus citriodora,0.64
NA,Eucalyptus deglupta,0.34
NA,Eugenia spp.,0.65
NA,Fagraea gracilipes,0.84
NA,Fagraea spp.,0.73
NA,Ficus benjamina,0.65
NA,Ficus botryocarpa,0.43
NA,Ficus minahassae,0.42
NA,Ficus spp.,0.39
NA,Ficus variegata,0.28
NA,Ganua obovatifolia,0.59
NA,Garcinia myrtifolia,0.65
NA,Garcinia spp.,0.75
NA,Gardenia latifolia,0.64
NA,Gardenia turgida,0.64
NA,Garuga pinnata,0.51
NA,Gluta spp.,0.63
NA,Gmelina arborea,0.41
NA,Gmelina arborea,0.45
NA,Gmelina vitiensis,0.54
NA,Gonocaryum calleryanum,0.64
NA,Gonystylus bancanus,0.52
NA,Gonystylus macrophyllus,0.52
NA,Gonystylus punctatus,0.57
NA,Grewia multiflora,0.46
NA,Grewia tiliaefolia,0.68
NA,Hardwickia binata,0.73
NA,Harpullia arborea,0.62
NA,Heritiera ornithocephala,0.68
NA,Heritiera spp.,0.56
NA,Heritiera sylvatica,0.77
NA,Hevea brasiliensis,0.53
NA,Hibiscus tiliaceus,0.57
NA,Homalanthus populneus,0.38
NA,Homalium spp.,0.76
NA,Hopea acuminata,0.62
NA,Hopea foxworthyi,0.64
NA,Hopea plagata,0.88
NA,Hopea spp.,0.64
NA,Intsia bijuga,0.61
NA,Intsia bijuga,0.68
NA,Intsia bijuga,0.74
NA,Intsia palembanica,0.68
NA,Kayea garciae,0.53
NA,Kingiodendron alternifolium,0.48
NA,Kleinhovia hospita,0.36
NA,Knema spp.,0.53
NA,Koompassia excelsa,0.63
NA,Koompassia malaccensis,0.72
NA,Koordersiodendron pinnatum,0.69
NA,Koordersiodendron pinnatum,0.65
NA,Kydia calycina,0.72
NA,Lagerstroemia parviflora,0.62
NA,Lagerstroemia piriformis,0.5
NA,Lagerstroemia speciosa,0.53
NA,Lagerstroemia spp.,0.55
NA,Lannea coromandelica,0.54
NA,Lannea grandis,0.5
NA,Leucaena leucocephala,0.64
NA,Litchi chinensis var. philippinensis,0.88
NA,Lithocarpus celebica,0.68
NA,Lithocarpus llanosii,0.63
NA,Lithocarpus soleriana,0.63
NA,Litsea garciae,0.34
NA,Litsea leytensis,0.35
NA,Litsea perrottetii,0.45
NA,Litsea spp.,0.4
NA,Lophopetalum spp.,0.46
NA,Macaranga bicolor,0.29
NA,Macaranga denticulata,0.53
NA,Madhuca fulva,0.53
NA,Madhuca longifolia var. latifolia,0.74
NA,Madhuca oblongifolia,0.53
NA,Mallotus multiglandulosus,0.42
NA,Mallotus philippensis,0.64
NA,Mangifera altissima,0.55
NA,Mangifera indica,0.52
NA,Mangifera indica,0.59
NA,Mangifera merrillii,0.52
NA,Mangifera spp.,0.52
NA,Maniltoa grandiflora,0.76
NA,Maniltoa minor,0.76
NA,Mastixia philippinensis,0.47
NA,Melanorrhea spp.,0.63
NA,Melia dubia,0.4
NA,Melicope triphylla,0.37
NA,Meliosma macrophylla,0.27
NA,Melochia umbellata,0.25
NA,Mesua ferrea,0.83
NA,Mesua ferrea,0.85
NA,Metrosideros collina,0.7
NA,Metrosideros collina,0.76
NA,Michelia platyphylla,0.51
NA,Michelia spp.,0.43
NA,Microcos stylocarpa,0.4
NA,Micromelum compressum,0.64
NA,Milliusa velutina,0.63
NA,Mitragyna parviflora,0.56
NA,Myristica castaneifolia,0.49
NA,Myristica chartacea,0.49
NA,Myristica gillespieana,0.49
NA,Myristica spp.,0.53
NA,Neesia spp.,0.53
NA,Neonauclea bernardoi,0.62
NA,Neotrewia cumingii,0.55
NA,Ochna foxworthyi,0.86
NA,Ochroma pyramidale,0.3
NA,Octomeles sumatrana,0.27
NA,Octomeles sumatrana,0.32
NA,Oroxylon indicum,0.32
NA,Ougenia dalbergiodes,0.7
NA,Palaquium fidjiense,0.48
NA,Palaquium hornei,0.7
NA,Palaquium lanceolatum,0.55
NA,Palaquium luzoniense,0.45
NA,Palaquium philippense,0.41
NA,Palaquium spp.,0.55
NA,Palaquium tenuipetiolatum,0.5
NA,Palaquium vitilevuense,0.48
NA,Pangium edule,0.5
NA,Parashorea malaanonan,0.51
NA,Parashorea spp.,0.44
NA,Parashorea stellata,0.59
NA,Paratrophis glabra,0.77
NA,Parinari corymbosa,0.76
NA,Parinari insularum,0.65
NA,Parinari spp.,0.68
NA,Parkia roxburghii,0.34
NA,Payena spp.,0.55
NA,Peltophorum pterocarpum,0.62
NA,Pentace spp.,0.56
NA,Phaeanthus ebracteolatus,0.56
NA,Phyllocladus hypophyllus,0.53
NA,Pinus caribaea,0.48
NA,Pinus insularis,0.48
NA,Pinus insularis,0.47
NA,Pinus merkusii,0.54
NA,Pisonia umbellifera,0.21
NA,Pittosporum pentandrum,0.51
NA,Planchonella vitiensis,0.77
NA,Planchonia spectabilis,0.58
NA,Planchonia spp.,0.59
NA,Podocarpus neriifolius,0.52
NA,Podocarpus spp.,0.43
NA,Polyalthia flava,0.51
NA,Polyscias nodosa,0.38
NA,Pometia pinnata forma pinnata,0.58
NA,Pometia spp.,0.54
NA,Pouteria villamilii,0.47
NA,Premna tomentosa,0.96
NA,Pterocarpus indicus,0.52
NA,Pterocarpus marsupium,0.67
NA,Pterocymbium macrorater,0.47
NA,Pterocymbium tinctorium,0.28
NA,Pygeum vulgare,0.57
NA,Quercus spp.,0.7
NA,Radermachera pinnata,0.51
NA,Salmalia malabarica,0.32
NA,Salmalia malabarica,0.33
NA,Samanea saman,0.45
NA,Samanea saman,0.46
NA,Sandoricum koetjape,0.44
NA,Sandoricum vidalii,0.43
NA,Sapindus saponaria,0.58
NA,Sapium luzonicum,0.4
NA,Schleichera oleosa,0.96
NA,Schrebera swietenoides,0.82
NA,Semicarpus anacardium,0.64
NA,Serialbizia acle,0.57
NA,Serianthes melanesica,0.48
NA,Sesbania grandiflora,0.4
NA,Shorea agsaboensis,0.35
NA,Shorea almon,0.42
NA,Shorea assamica forma philippinensis,0.41
NA,Shorea astylosa,0.73
NA,Shorea ciliata,0.75
NA,Shorea contorta,0.44
NA,Shorea gisok,0.76
NA,Shorea guiso,0.68
NA,Shorea hopeifolia,0.44
NA,Shorea malibato,0.78
NA,Shorea negrosensis,0.44
NA,Shorea palosapis,0.39
NA,Shorea plagata,0.7
NA,Shorea polita,0.47
NA,Shorea polysperma,0.47
NA,Shorea robusta,0.72
NA,Shorea spp. balau group,0.7
NA,Shorea spp. dark red meranti,0.55
NA,Shorea spp. light red meranti,0.4
NA,Shorea spp. white meranti,0.48
NA,Shorea spp. yellow meranti,0.46
NA,Shorea virescens,0.42
NA,Sloanea javanica,0.53
NA,Soymida febrifuga,0.97
NA,Spathodea campanulata,0.25
NA,Stemonurus luzoniensis,0.37
NA,Sterculia ceramica,0.27
NA,Sterculia urens,0.67
NA,Sterculia vitiensis,0.31
NA,Stereospermum suaveolens,0.62
NA,Strombosia philippinensis,0.71
NA,Strychnos potatorum,0.88
NA,Swietenia macrophylla,0.49
NA,Swietenia macrophylla,0.53
NA,Swintonia foxworthyi,0.62
NA,Swintonia spp.,0.61
NA,Sycopsis dunni,0.63
NA,Syzygium cumini,0.7
NA,Syzygium luzoniense,0.63
NA,Syzygium nitidum,0.74
NA,Syzygium simile,0.56
NA,Syzygium spp.,0.69
NA,Syzygium spp.,0.76
NA,Tamarindus indica,0.75
NA,Tectona grandis,0.5
NA,Tectona grandis,0.55
NA,Teijsmanniodendron ahernianum,0.9
NA,Terminalia arjuna,0.68
NA,Terminalia belerica,0.72
NA,Terminalia catappa,0.52
NA,Terminalia chebula,0.96
NA,Terminalia citrina,0.71
NA,Terminalia copelandii,0.46
NA,Terminalia foetidissima,0.55
NA,Terminalia microcarpa,0.53
NA,Terminalia nitens,0.58
NA,Terminalia pterocarpa,0.48
NA,Terminalia tomentosa,0.73
NA,Terminalia tomentosa,0.77
NA,Terminalia tomentosa,0.76
NA,Ternstroemia megacarpa,0.53
NA,Tetrameles nudiflora,0.3
NA,Tetramerista glabra,0.61
NA,Thespesia populnea,0.52
NA,Toona calantas,0.29
NA,Trema orientalis,0.31
NA,Trichospermum richii,0.32
NA,Tristania decorticata,0.91
NA,Tristania micrantha,0.89
NA,Tristania spp.,0.8
NA,Turpinia ovalifolia,0.36
NA,Vatica mangachapoi,0.65
NA,Vatica pachyphylla,0.78
NA,Vatica spp.,0.69
NA,Vitex parviflora,0.7
NA,Vitex peduncularis,0.96
NA,Vitex spp.,0.65
NA,Vitex turczaninowii,0.49
NA,Wallaceodendron celebicum,0.55
NA,Wallaceodendron celebicum,0.57
NA,Weinmannia luzoniensis,0.49
NA,Wrightia tinctorea,0.75
NA,Xanthophyllum excelsum,0.63
NA,Xanthostemon verdugonianus,1.04
NA,Xylia xylocarpa,0.81
NA,Xylia xylocarpa,0.73
NA,Zanthoxylum rhetsa,0.33
NA,Zizyphus spp.,0.76
NA,Zizyphus talanai,0.53
NA,Zizyphus xylopyra,0.85
NA,Albizzia caribaea,0.64
NA,Albizzia spp,0.52
NA,Alcornea latifolia,0.49
NA,Alcornea spp,0.34
NA,Alexa grandiflora,0.6
NA,Alexa imperatricis,0.41
NA,Alexa imperatricis,0.51
NA,Alnus ferruginea,0.38
NA,Alnus jorullensis,0.38
NA,Anacardium excelsum,0.41
NA,Anacardium spruceanum,0.42
NA,Anadenanthera macrocarpa,0.86
NA,Anadenanthera rigida,0.63
NA,Andira inermis,0.63
NA,Andira inermis,0.64
NA,Andira retusa,0.67
NA,Aniba perutilis,0.5
NA,Aniba riparia/duckei,0.62
NA,Aniba spp.,0.38
NA,Aniba spp.,0.6
NA,Antiaris africana,0.38
NA,Apeiba aspera,0.23
NA,Apeiba echinata,0.36
NA,Apeiba spp.,0.2
NA,Apeiba spp.,0.24
NA,Apeiba tibourbon,0.12
NA,Artocarpus comunis,0.7
NA,Aspidosperma album,0.68
NA,Aspidosperma cruentum,0.71
NA,Aspidosperma dugandii,0.77
NA,Aspidosperma marchravianum,0.68
NA,Aspidosperma megalocarpum,0.71
NA,Aspidosperma megalocarpum,0.81
NA,Aspidosperma spp. (araracanga group),0.75
NA,Aspidosperma spp. (peroba group),0.62
NA,Aspidosperma spp. (peroba group),0.65
NA,Astronium graveolens,0.75
NA,Astronium graveolens,0.8
NA,Astronium graveolens,0.84
NA,Astronium graveolens,0.89
NA,Astronium lecointei,0.73
NA,Bagassa guianensis,0.68
NA,Bagassa guianensis,0.69
NA,Banara guianensis,0.61
NA,Basiloxylon exelsum,0.58
NA,Beilschmiedia pendula,0.54
NA,Beilschmiedia sp.,0.61
NA,Berthollettia excelsa,0.59
NA,Berthollettia excelsa,0.63
NA,Bixa arborea,0.32
NA,Bombacopsis quinatum,0.38
NA,Bombacopsis quinatum,0.45
NA,Bombacopsis quinatum,0.51
NA,Bombacopsis sepium,0.39
NA,Borojoa patinoi,0.52
NA,Bowdichia nitida,0.77
NA,Bowdichia spp.,0.74
NA,Brosimum acutifolium,0.55
NA,Brosimum parinarioides,0.57
NA,Brosimum potabile,0.53
NA,Brosimum rubescens,0.73
NA,Brosimum sp.,0.64
NA,Brosimum sp.,0.84
NA,Brosimum spp. (alicastrum group),0.64
NA,Brosimum spp. (alicastrum group),0.66
NA,Brosimum spp. (utile group),0.43
NA,Brosimum utile,0.41
NA,Brosimum utile,0.46
NA,Brysenia adenophylla,0.54
NA,Buchenavia capitata,0.61
NA,Buchenavia capitata,0.63
NA,Buchenavia huberi,0.59
NA,Buchenavia huberi,0.79
NA,Bucida buceras,0.93
NA,Bulnesia arborea,1
NA,Bursera simaruba,0.29
NA,Bursera simaruba,0.34
NA,Byrsonima aerugo,0.62
NA,Byrsonima coriacea,0.64
NA,Byrsonima coriacea var. spicata,0.61
NA,Byrsonima spp.,0.61
NA,Byrsonima spp.,0.64
NA,Byrsonima spp.,0.75
NA,Cabralea cangerana,0.55
NA,Caesalpinia spp.,1.05
NA,Calophyllum brasiliense,0.51
NA,Calophyllum brasiliense,0.54
NA,Calophyllum brasiliense,0.55
NA,Calophyllum mariae,0.46
NA,Calophyllum sp.,0.65
NA,Calycophyllum candidisimum,0.67
NA,Campnosperma panamensis,0.33
NA,Campnosperma panamensis,0.5
NA,Carapa guianensis,0.56
NA,Carapa sp.,0.47
NA,Caryocar nr. barbinerve,0.62
NA,Caryocar spp.,0.69
NA,Caryocar spp.,0.72
NA,Caryocar villosum,0.72
NA,Casearia arborea,0.53
NA,Casearia guianensis,0.7
NA,Casearia sp.,0.62
NA,Cassia moschata,0.71
NA,Cassia multijuga,0.57
NA,Casuarina equisetifolia,0.81
NA,Catostemma commune,0.51
NA,Catostemma spp.,0.55
NA,Cecropia peltata,0.29
NA,Cecropia peltata,0.3
NA,Cecropia peltata,0.36
NA,Cecropia spp.,0.36
NA,Cedrela angustifolia,0.36
NA,Cedrela huberi,0.38
NA,Cedrela odorata,0.43
NA,Cedrela odorata,0.44
NA,Cedrela odorata,0.45
NA,Cedrela spp.,0.4
NA,Cedrela spp.,0.46
NA,Cedrelinga catenaeformis,0.41
NA,Cedrelinga catenaeformis,0.53
NA,Ceiba pentandra,0.23
NA,Ceiba pentandra,0.24
NA,Ceiba pentandra,0.25
NA,Ceiba pentandra,0.29
NA,Centrolobium paraense var. orinocensis,0.69
NA,Centrolobium spp.,0.65
NA,Cespedesia macrophylla,0.63
NA,Chaetocarpus schomburgkianus,0.8
NA,Chlorophora tinctoria,0.71
NA,Chlorophora tinctoria,0.75
NA,Clarisia racemosa,0.53
NA,Clarisia racemosa,0.57
NA,Clathrotropis brunnea,0.82
NA,Clathrotropis spp.,0.89
NA,Clusia rosea,0.67
NA,Cochlospermum orinocensis,0.26
NA,Copaifera duckei/reticulata,0.62
NA,Copaifera officinalis,0.59
NA,Copaifera spp.,0.46
NA,Copaifera spp.,0.55
NA,Cordia alliodora,0.42
NA,Cordia alliodora,0.47
NA,Cordia alliodora,0.5
NA,Cordia alliodora,0.57
NA,Cordia apurensis,0.66
NA,Cordia bicolor,0.43
NA,Cordia bicolor,0.49
NA,Cordia borinquensis,0.7
NA,Cordia collococca,0.47
NA,Cordia exaltata,0.41
NA,Cordia fallax,0.36
NA,Cordia goeldiana,0.5
NA,Cordia sagotii,0.5
NA,Cordia spp. (gerascanthus group),0.74
NA,Cordia spp. (alliodora group),0.48
NA,Cordia sulcata,0.6
NA,Couepia sp.,0.7
NA,Couma macrocarpa,0.5
NA,Couma macrocarpa,0.53
NA,Couratari pulchra,0.5
NA,Couratari pulchra,0.54
NA,Couratari spp.,0.5
NA,Couratari stellata,0.65
NA,Couratari stellata,0.78
NA,Croton xanthochloros,0.48
NA,Cupressus lusitanica,0.43
NA,Cupressus lusitanica,0.44
NA,Cyrilla racemiflora,0.53
NA,Dacryodes colombiana,0.51
NA,Dacryodes excelsa,0.52
NA,Dacryodes excelsa,0.53
NA,Dalbergia nigra,0.68
NA,Dalbergia retusa,0.89
NA,Dalbergia stevensonii,0.82
NA,Declinanona calycina,0.47
NA,Dialium guianensis,0.87
NA,Dialyanthera spp.,0.36
NA,Dialyanthera spp.,0.48
NA,Dicorynia guianensis,0.6
NA,Dicorynia guianensis,0.65
NA,Dicorynia paraensis,0.6
NA,Didymopanax morototoni,0.36
NA,Didymopanax morototoni,0.4
NA,Didymopanax morototoni,0.45
NA,Didymopanax pittieri,0.43
NA,Didymopanax sp.,0.74
NA,Diplotropis purpurea,0.76
NA,Diplotropis purpurea,0.77
NA,Diplotropis purpurea,0.78
NA,Dipterix odorata,0.81
NA,Dipterix odorata,0.86
NA,Dipterix odorata,0.89
NA,Drypetes variabilis,0.69
NA,Dussia lehmannii,0.59
NA,Ecclinusa guianensis,0.63
NA,Endlicheria cocvirey,0.39
NA,Enterolobium cyclocarpum,0.34
NA,Enterolobium cyclocarpum,0.45
NA,Enterolobium schomburgkii,0.82
NA,Eperua spp.,0.78
NA,Eriotheca longipedicellatum,0.45
NA,Eriotheca sp.,0.4
NA,Erisma uncinatum,0.42
NA,Erisma uncinatum,0.48
NA,Erythrina sp.,0.23
NA,Eschweilera amara,0.85
NA,Eschweilera corrugata,0.66
NA,Eschweilera grata,0.88
NA,Eschweilera hologyne,0.76
NA,Eschweilera odora,0.81
NA,Eschweilera odora,0.85
NA,Eschweilera sagotiana,0.82
NA,Eschweilera spp.,0.71
NA,Eschweilera spp.,0.79
NA,Eschweilera spp.,0.95
NA,Eschweilera subglandulosa,0.87
NA,Eschweilera subglandulosa,0.89
NA,Eschweilera tenax,0.62
NA,Eschweilera trinitensis,0.77
NA,Eucalyptus robusta,0.51
NA,Eugenia compta,0.68
NA,Eugenia pseudosidium,0.62
NA,Eugenia stahlii,0.73
NA,Euxylophora paraensis,0.68
NA,Euxylophora paraensis,0.7
NA,Fagara aff. F. martinicense,0.41
NA,Fagara sp.,0.57
NA,Fagara spp.,0.69
NA,Ficus citrifolia,0.4
NA,Ficus sp.,0.32
NA,Genipa americana,0.66
NA,Genipa americana,0.57
NA,Genipa americana,0.58
NA,Genipa spp.,0.75
NA,Goupia glabra,0.67
NA,Goupia glabra,0.72
NA,Guarea chalde,0.52
NA,Guarea spp.,0.52
NA,Guarea trichiloides,0.51
NA,Guarea trichiloides,0.52
NA,Guatteria spp.,0.36
NA,Guazuma ulmifolia,0.52
NA,Guazuma ulmifolia,0.5
NA,Guettarda scabra,0.65
NA,Guillielma gasipae,0.95
NA,Guillielma gasipae,1.25
NA,Gustavia sp.,0.56
NA,Helicostylis tomentosa,0.68
NA,Helicostylis tomentosa,0.72
NA,Hernandia sonora,0.29
NA,Hevea brasiliense,0.49
NA,Himatanthus articulata,0.4
NA,Himatanthus articulata,0.54
NA,Hirtella davisii,0.74
NA,Humiria balsamifera,0.66
NA,Humiria balsamifera,0.67
NA,Humiriastrum melanocarpum,0.6
NA,Humiriastrum procera,0.7
NA,Hura crepitans,0.36
NA,Hura crepitans,0.37
NA,Hura crepitans,0.38
NA,Hyeronima alchorneoides,0.6
NA,Hyeronima alchorneoides,0.64
NA,Hyeronima laxiflora,0.59
NA,Hymenaea courbaril,0.54
NA,Hymenaea courbaril,76
NA,Hymenaea courbaril,0.77
NA,Hymenaea davisii,0.67
NA,Hymenolobium excelsum,0.63
NA,Hymenolobium sp.,0.64
NA,Inga alba,0.53
NA,Inga capitata,0.64
NA,Inga coruscans,0.72
NA,Inga floribunda,0.56
NA,Inga ingoides,0.5
NA,Inga laurina,0.62
NA,Inga marginata,0.72
NA,Inga sp.,0.49
NA,Inga sp.,0.52
NA,Inga sp.,0.58
NA,Inga sp.,0.64
NA,Inga splendens,0.55
NA,Inga vera,0.59
NA,Iryanthera grandis,0.63
NA,Iryanthera hostmanii,0.5
NA,Iryanthera spp.,0.46
NA,Jacaranda copaia,0.35
NA,Jacaranda hesperia,0.35
NA,Jacaranda sp.,0.55
NA,Joannesia heveoides,0.39
NA,Lachmellea speciosa,0.73
NA,Laetia procera,0.68
NA,Lecythis davisii,0.82
NA,Lecythis ollaria,0.72
NA,Lecythis paraensis,0.88
NA,Lecythis sp.,0.83
NA,Lecythis spp.,0.77
NA,Licania aff. micrantha,0.86
NA,Licania alba,0.91
NA,Licania apetala,0.64
NA,Licania apetala,0.78
NA,Licania densiflora,0.8
NA,Licania hypoleuca,0.9
NA,Licania macrophylla,0.76
NA,Licania parviflora,0.76
NA,Licania sp.,0.61
NA,Licania sp.,0.79
NA,Licania spp.,0.78
NA,Licania cayennensis,0.99
NA,Licania spp.,0.82
NA,Lindackeria sp.,0.41
NA,Linociera domingensis,0.81
NA,Lonchocarpus sericens,0.78
NA,Lonchocarpus spp.,0.69
NA,Lonchocarpus straminens,0.75
NA,Loxopterygium sagotii,0.56
NA,Lucuma spp.,0.79
NA,Luehea cymulosa,0.55
NA,Luehea spp.,0.5
NA,Lueheopsis duckeana,0.64
NA,Mabea piriri,0.59
NA,Machaerium spp.,0.7
NA,Magnolia sororum,0.5
NA,Magnolia splendens,0.59
NA,Magnolia spp.,0.52
NA,Maguira sclerophylla,0.57
NA,Mammea americana,0.62
NA,Mangifera indica,0.55
NA,Manilkara bidentata,0.82
NA,Manilkara bidentata,0.84
NA,Manilkara bidentata,0.85
NA,Manilkara sp.,0.89
NA,Marila sp.,0.63
NA,Matayba domingensis,0.7
NA,Matisia hirta,0.61
NA,Maytenus ficiformis,0.67
NA,Maytenus spp.,0.71
NA,Mezilaurus itauba,0.68
NA,Mezilaurus lindaviana,0.68
NA,Michropholis garciniaefolia,0.64
NA,Michropholis spp.,0.61
NA,Minquartia guianensis,0.76
NA,Minquartia guianensis,0.79
NA,Mora excelsa,0.8
NA,Mora gonggrijpi,0.8
NA,Mora magistosperma,0.88
NA,Mora sp.,0.77
NA,Mouriria guianensis,0.8
NA,Mouriria huberi,0.75
NA,Mouriria pseudo-germinata,0.65
NA,Mouriria sideroxylon,0.88
NA,Myrcia paivae,0.73
NA,Myrcia splendens,0.8
NA,Myrciaria floribunda,0.73
NA,Myristica spp.,0.46
NA,Myroxylon balsamum,0.74
NA,Myroxylon balsamum,0.76
NA,Myroxylon balsamum,0.78
NA,Nectandra antillana,0.42
NA,Nectandra concinna,0.54
NA,Nectandra concinna,0.56
NA,Nectandra coriacea,0.51
NA,Nectandra rigida,0.59
NA,Nectandra rodioei,0.91
NA,Nectandra rubra,0.55
