Family,SpeciesName,WoodDensity
Myrtaceae,Eucalyptus longicornis,0.932
Myrtaceae,Eucalyptus longicornis,0.94
Myrtaceae,Eucalyptus longicornis,0.945
Myrtaceae,Eucalyptus longicornis,0.961
Myrtaceae,Eucalyptus longifolia,0.871
Myrtaceae,Eucalyptus longifolia,0.887
Myrtaceae,Eucalyptus loxophleba,0.974
Myrtaceae,Eucalyptus lucasii,0.95
Myrtaceae,Eucalyptus macarthurii,0.644
Myrtaceae,Eucalyptus macrorhyncha,0.726
Myrtaceae,Eucalyptus macrorhyncha,0.7
Myrtaceae,Eucalyptus maidenii,0.75
Myrtaceae,Eucalyptus major,0.908
Myrtaceae,Eucalyptus mannifera,0.672
Myrtaceae,Eucalyptus marginata,0.706
Myrtaceae,Eucalyptus marginata,0.723
Myrtaceae,Eucalyptus marginata,0.687
Myrtaceae,Eucalyptus marginata,0.708
Myrtaceae,Eucalyptus megacarpa,0.583
Myrtaceae,Eucalyptus melanophloia,0.916
Myrtaceae,Eucalyptus melanophloia,0.938
Myrtaceae,Eucalyptus melanoxylon,0.969
Myrtaceae,Eucalyptus melanoxylon,0.923
Myrtaceae,Eucalyptus melanoxylon,1.003
Myrtaceae,Eucalyptus melliodora,0.91
Myrtaceae,Eucalyptus melliodora,0.919
Myrtaceae,Eucalyptus melliodora,0.895
Myrtaceae,Eucalyptus microcarpa,0.951
Myrtaceae,Eucalyptus microcarpa,0.835
Myrtaceae,Eucalyptus microcarpa,0.951
Myrtaceae,Eucalyptus microcorys,0.828
Myrtaceae,Eucalyptus microcorys,0.829
Myrtaceae,Eucalyptus microcorys,0.87
Myrtaceae,Eucalyptus microtheca,0.919
Myrtaceae,Eucalyptus microtheca,0.994
Myrtaceae,Eucalyptus miniata,0.921
Myrtaceae,Eucalyptus miniata,0.915
Myrtaceae,Eucalyptus miniata,0.857
Myrtaceae,Eucalyptus moluccana,0.937
Myrtaceae,Eucalyptus moluccana,0.954
Myrtaceae,Eucalyptus moluccana,0.951
Myrtaceae,Eucalyptus moluccana,0.951
Myrtaceae,Eucalyptus muelleriana,0.857
Myrtaceae,Eucalyptus muelleriana,0.73
Myrtaceae,Eucalyptus muelleriana,0.734
Myrtaceae,Eucalyptus nitens,0.553
Myrtaceae,Eucalyptus nitens,0.567
Myrtaceae,Eucalyptus nitens,0.469
Myrtaceae,Eucalyptus nitens,0.57
Myrtaceae,Eucalyptus normantonensis,1.05
Myrtaceae,Eucalyptus normantonensis,1.05
Myrtaceae,Eucalyptus nova-anglica,0.689
Myrtaceae,Eucalyptus nowraensis,0.768
Myrtaceae,Eucalyptus obliqua,0.582
Myrtaceae,Eucalyptus obliqua,0.625
Myrtaceae,Eucalyptus obliqua,0.642
Myrtaceae,Eucalyptus obliqua,0.663
Myrtaceae,Eucalyptus obliqua,0.548
Myrtaceae,Eucalyptus ochrophloia,0.964
Myrtaceae,Eucalyptus odontocarpa,0.72
Myrtaceae,Eucalyptus oleosa,1.008
Myrtaceae,Eucalyptus oleosa,1.059
Myrtaceae,Eucalyptus orbifolia,0.975
Myrtaceae,Eucalyptus oreades,0.506
Myrtaceae,Eucalyptus oreades,0.607
Myrtaceae,Eucalyptus orgadophila,1.059
Myrtaceae,Eucalyptus ovata,0.676
Myrtaceae,Eucalyptus ovata,0.6
Myrtaceae,Eucalyptus ovata,0.657
Myrtaceae,Eucalyptus pachycalyx,0.895
Myrtaceae,Eucalyptus pachyphylla,0.925
Myrtaceae,Eucalyptus paniculata,0.933
Myrtaceae,Eucalyptus paniculata,0.921
Myrtaceae,Eucalyptus paniculata,0.934
Myrtaceae,Eucalyptus papuana,0.87
Myrtaceae,Eucalyptus parramattensis,0.718
Myrtaceae,Eucalyptus patens,0.704
Myrtaceae,Eucalyptus patens,0.699
Myrtaceae,Eucalyptus pauciflora,0.527
Myrtaceae,Eucalyptus pauciflora,0.581
Myrtaceae,Eucalyptus pellita,0.818
Myrtaceae,Eucalyptus pellita,0.807
Myrtaceae,Eucalyptus pellita,0.857
Myrtaceae,Eucalyptus pellita,0.53
Myrtaceae,Eucalyptus pellita,0.76
Myrtaceae,Eucalyptus pellita,0.63
Myrtaceae,Eucalyptus petraea,1.007
Myrtaceae,Eucalyptus phoenicea,0.792
Myrtaceae,Eucalyptus phoenicea,0.832
Myrtaceae,Eucalyptus pilligaensis,0.926
Myrtaceae,Eucalyptus pilularis,0.733
Myrtaceae,Eucalyptus pilularis,0.731
Myrtaceae,Eucalyptus pilularis,0.801
Myrtaceae,Eucalyptus piperita,0.709
Myrtaceae,Eucalyptus piperita,0.652
Myrtaceae,Eucalyptus planchoniana,0.719
Myrtaceae,Eucalyptus planchoniana,0.87
Myrtaceae,Eucalyptus platycorys,1.087
Myrtaceae,Eucalyptus platyphylla,0.895
Myrtaceae,Eucalyptus platyphylla,0.82
Myrtaceae,Eucalyptus polyanthemos,0.902
Myrtaceae,Eucalyptus polyanthemos,0.884
Myrtaceae,Eucalyptus populnea,0.938
Myrtaceae,Eucalyptus populnea,1.016
Myrtaceae,Eucalyptus populnea,0.929
Myrtaceae,Eucalyptus populnea,0.854
Myrtaceae,Eucalyptus populnea,0.938
Myrtaceae,Eucalyptus propinqua,0.908
Myrtaceae,Eucalyptus propinqua,0.876
Myrtaceae,Eucalyptus punctata,0.908
Myrtaceae,Eucalyptus quadrangulata,0.69
Myrtaceae,Eucalyptus quadrangulata,0.857
Myrtaceae,Eucalyptus racemosa,0.581
Myrtaceae,Eucalyptus racemosa,0.801
Myrtaceae,Eucalyptus racemosa,0.801
Myrtaceae,Eucalyptus racemosa,0.801
Myrtaceae,Eucalyptus racemosa,0.922
Myrtaceae,Eucalyptus racemosa,0.938
Myrtaceae,Eucalyptus radiata,0.593
Myrtaceae,Eucalyptus radiata,0.585
Myrtaceae,Eucalyptus radiata,0.642
Myrtaceae,Eucalyptus radiata,0.642
Myrtaceae,Eucalyptus radiata,0.642
Myrtaceae,Eucalyptus radiata,0.607
Myrtaceae,Eucalyptus raveretiana,0.938
Myrtaceae,Eucalyptus ravida,0.949
Myrtaceae,Eucalyptus regnans,0.473
Myrtaceae,Eucalyptus regnans,0.543
Myrtaceae,Eucalyptus regnans,0.554
Myrtaceae,Eucalyptus resinifera,0.803
Myrtaceae,Eucalyptus resinifera,0.813
Myrtaceae,Eucalyptus resinifera,0.857
Myrtaceae,Eucalyptus rigidula,0.968
Myrtaceae,Eucalyptus robusta,0.758
Myrtaceae,Eucalyptus robusta,0.734
Myrtaceae,Eucalyptus robusta,0.698
Myrtaceae,Eucalyptus robusta,0.743
Myrtaceae,Eucalyptus robusta,0.758
Myrtaceae,Eucalyptus robusta,0.52
Myrtaceae,Eucalyptus robusta,0.598
Myrtaceae,Eucalyptus robusta,0.5
Myrtaceae,Eucalyptus robusta,0.69
Myrtaceae,Eucalyptus robusta,0.61
Myrtaceae,Eucalyptus robusta,0.502
Myrtaceae,Eucalyptus robusta,0.546
Myrtaceae,Eucalyptus rossii,0.718
Myrtaceae,Eucalyptus rossii,0.708
Myrtaceae,Eucalyptus rubida,0.6
Myrtaceae,Eucalyptus rubida,0.577
Myrtaceae,Eucalyptus rubida,0.591
Myrtaceae,Eucalyptus rudis,0.542
Myrtaceae,Eucalyptus rudis,0.491
Myrtaceae,Eucalyptus salicola,0.972
Myrtaceae,Eucalyptus salicola,0.929
Myrtaceae,Eucalyptus saligna,0.692
Myrtaceae,Eucalyptus saligna,0.679
Myrtaceae,Eucalyptus saligna,0.771
Myrtaceae,Eucalyptus saligna,0.68
Myrtaceae,Eucalyptus saligna,0.86
Myrtaceae,Eucalyptus salmonophloia,0.904
Myrtaceae,Eucalyptus salmonophloia,0.871
Myrtaceae,Eucalyptus salmonophloia,0.897
Myrtaceae,Eucalyptus salubris,0.922
Myrtaceae,Eucalyptus salubris,0.997
Myrtaceae,Eucalyptus salubris,0.9
Myrtaceae,Eucalyptus seeana,0.827
Myrtaceae,Eucalyptus seeana,0.832
Myrtaceae,Eucalyptus sheathiana,0.925
Myrtaceae,Eucalyptus shirleyi,1.063
Myrtaceae,Eucalyptus siderophloia,0.951
Myrtaceae,Eucalyptus siderophloia,0.951
Myrtaceae,Eucalyptus siderophloia,0.951
Myrtaceae,Eucalyptus sideroxylon,0.911
Myrtaceae,Eucalyptus sideroxylon,0.927
Myrtaceae,Eucalyptus sideroxylon,0.938
Myrtaceae,Eucalyptus sieberi,0.713
Myrtaceae,Eucalyptus sieberi,0.704
Myrtaceae,Eucalyptus sieberi,0.617
Myrtaceae,Eucalyptus similis,0.832
Myrtaceae,Eucalyptus similis,0.859
Myrtaceae,Eucalyptus sphaerocarpa,0.857
Myrtaceae,Eucalyptus staigeriana,0.977
Myrtaceae,Eucalyptus striaticalyx,0.944
Myrtaceae,Eucalyptus stricklandii,0.92
Myrtaceae,Eucalyptus tectifica,0.995
Myrtaceae,Eucalyptus tectifica,1.007
Myrtaceae,Eucalyptus tectifica,1.007
Myrtaceae,Eucalyptus tenuipes,0.822
Myrtaceae,Eucalyptus tenuipes,0.87
Myrtaceae,Eucalyptus tenuipes,0.8
Myrtaceae,Eucalyptus tenuis,0.988
Myrtaceae,Eucalyptus tereticornis,0.827
Myrtaceae,Eucalyptus tereticornis,0.87
Myrtaceae,Eucalyptus tereticornis,0.827
Myrtaceae,Eucalyptus tereticornis,0.817
Myrtaceae,Eucalyptus tereticornis,0.827
Myrtaceae,Eucalyptus tereticornis,0.87
Myrtaceae,Eucalyptus tereticornis,0.56
Myrtaceae,Eucalyptus tereticornis,0.85
Myrtaceae,Eucalyptus tereticornis,0.97
Myrtaceae,Eucalyptus tereticornis,0.852
Myrtaceae,Eucalyptus tetragona,0.736
Myrtaceae,Eucalyptus tetraptera,0.832
Myrtaceae,Eucalyptus tetrodonta,0.878
Myrtaceae,Eucalyptus tetrodonta,1.007
Myrtaceae,Eucalyptus tetrodonta,0.924
Myrtaceae,Eucalyptus tetrodonta,0.879
Myrtaceae,Eucalyptus thozetiana,0.964
Myrtaceae,Eucalyptus tindaliae,0.87
Myrtaceae,Eucalyptus tindaliae,0.704
Myrtaceae,Eucalyptus torelliana,0.69
Myrtaceae,Eucalyptus torquata,0.857
Myrtaceae,Eucalyptus torquata,0.938
Myrtaceae,Eucalyptus transcontinentalis,0.961
Myrtaceae,Eucalyptus transcontinentalis,0.913
Myrtaceae,Eucalyptus transcontinentalis,0.938
Myrtaceae,Eucalyptus transcontinentalis,0.963
Myrtaceae,Eucalyptus triantha,0.87
Myrtaceae,Eucalyptus umbra,0.87
Myrtaceae,Eucalyptus umbra,0.767
Myrtaceae,Eucalyptus urophylla,0.41
Myrtaceae,Eucalyptus urophylla,0.55
Myrtaceae,Eucalyptus viminalis,0.651
Myrtaceae,Eucalyptus viminalis,0.613
Myrtaceae,Eucalyptus viminalis,0.599
Myrtaceae,Eucalyptus wandoo,0.937
Myrtaceae,Eucalyptus wandoo,0.937
Myrtaceae,Eucalyptus wandoo,0.937
Myrtaceae,Eucalyptus wandoo,0.935
Myrtaceae,Eucalyptus websteriana,1.017
Myrtaceae,Eucalyptus whitei,1.063
Myrtaceae,Eucalyptus woodwardii,1.002
Myrtaceae,Eucalyptus yilgarnensis,1.009
Myrtaceae,Eucalyptus youmanii,0.973
Myrtaceae,Eucalyptus youngiana,0.976
Ebenaceae,Euclea divinorum,0.775
Ebenaceae,Euclea natalensis,0.814
Ebenaceae,Euclea racemosa,0.633
Cunoniaceae,Eucryphia cordifolia,0.54
Cunoniaceae,Eucryphia cordifolia,0.48
Cunoniaceae,Eucryphia lucida,0.61
Myrtaceae,Eugenia acutangula,0.68
Myrtaceae,Eugenia alternifolia,0.844
Myrtaceae,Eugenia anastomosans,0.77
Myrtaceae,Eugenia anisosepala,0.76
Myrtaceae,Eugenia arrabidae,0.997
Myrtaceae,Eugenia attenuata,0.76
Myrtaceae,Eugenia biflora,0.8
Myrtaceae,Eugenia brasiliensis,0.71
Myrtaceae,Eugenia buxifolia,0.71
Myrtaceae,Eugenia cerina,0.76
Myrtaceae,Eugenia cerina,0.82
Myrtaceae,Eugenia citrifolia,0.664
Myrtaceae,Eugenia claviflora,0.758
Myrtaceae,Eugenia claviflora,0.75
Myrtaceae,Eugenia coffeifolia,0.73
Myrtaceae,Eugenia coffeifolia,0.784
Myrtaceae,Eugenia confusa,0.81
Myrtaceae,Eugenia crenata,0.672
Myrtaceae,Eugenia cumingiana,0.7
Myrtaceae,Eugenia cumini,0.56
Myrtaceae,Eugenia curtisii,0.73
Myrtaceae,Eugenia densiflora,0.59
Myrtaceae,Eugenia densinervia,0.68
Myrtaceae,Eugenia duthieana,0.74
Myrtaceae,Eugenia dyeriana,0.68
Myrtaceae,Eugenia dysenterica,0.82
Myrtaceae,Eugenia feijoi,0.789
Myrtaceae,Eugenia filiformis,0.71
Myrtaceae,Eugenia florida,0.87
Myrtaceae,Eugenia florida,0.634
Myrtaceae,Eugenia florida,0.54
Myrtaceae,Eugenia formosa,0.84
Myrtaceae,Eugenia gardneri,0.76
Myrtaceae,Eugenia glazioviana,0.67
Myrtaceae,Eugenia goniocalyx,0.8
Myrtaceae,Eugenia grandis,0.71
Myrtaceae,Eugenia griffithii,0.61
Myrtaceae,Eugenia helferi,0.73
Myrtaceae,Eugenia hyemalis,0.699
Myrtaceae,Eugenia illepida,0.69
Myrtaceae,Eugenia indet,0.771
Myrtaceae,Eugenia indet,0.525
Myrtaceae,Eugenia indet,0.611
Myrtaceae,Eugenia indet,0.708
Myrtaceae,Eugenia indet,0.733
Myrtaceae,Eugenia indet,0.75
Myrtaceae,Eugenia inophylla,0.67
Myrtaceae,Eugenia jambos,0.7
Myrtaceae,Eugenia koordersiana,0.65
Myrtaceae,Eugenia koordersiana,0.7
Myrtaceae,Eugenia kunstleri,0.73
Myrtaceae,Eugenia kuranda,0.65
Myrtaceae,Eugenia kuranda,0.706
Myrtaceae,Eugenia kuranda,0.719
Myrtaceae,Eugenia kurzii,0.771
Myrtaceae,Eugenia leitonii,0.98
Myrtaceae,Eugenia leptostemon,0.54
Myrtaceae,Eugenia ligustrina,0.981
Myrtaceae,Eugenia longiflora,0.68
Myrtaceae,Eugenia mato,0.69
Myrtaceae,Eugenia muelleri,0.87
Myrtaceae,Eugenia nitidula,0.78
Myrtaceae,Eugenia pachyphylla,0.55
Myrtaceae,Eugenia papillosa,0.49
Myrtaceae,Eugenia parkeri,0.695
Myrtaceae,Eugenia parkeri,0.723
Myrtaceae,Eugenia patrisii,0.861
Myrtaceae,Eugenia patrisii,0.8
Myrtaceae,Eugenia pendens,0.62
Myrtaceae,Eugenia polita,0.68
Myrtaceae,Eugenia polita,0.73
Myrtaceae,Eugenia polyantha,0.57
Myrtaceae,Eugenia prainiana,0.6
Myrtaceae,Eugenia pseudopsidium,0.62
Myrtaceae,Eugenia pseudopsidium,0.784
Myrtaceae,Eugenia pseudopsidium,1.3
Myrtaceae,Eugenia pseudopsidium,0.77
Myrtaceae,Eugenia resinosa,0.58
Myrtaceae,Eugenia ridleyi,0.58
Myrtaceae,Eugenia rubens,0.72
Myrtaceae,Eugenia sandakanensis,0.55
Myrtaceae,Eugenia scalarinervis,0.61
Myrtaceae,Eugenia sonderiana,0.75
Myrtaceae,Eugenia stahlii,0.73
Myrtaceae,Eugenia subdecussata,0.74
Myrtaceae,Eugenia subdecussata,0.79
Myrtaceae,Eugenia syzygioides,0.75
Myrtaceae,Eugenia tetraptera,0.75
Myrtaceae,Eugenia uniflora,0.757
Myrtaceae,Eugenia uniflora,0.9
Myrtaceae,Eugenia venezuelensis,0.82
Myrtaceae,Eugenia ventenatii,0.633
Myrtaceae,Eugenia whytei,0.851
Myrtaceae,Eugenia wullschlaegeliana,0.784
Myrtaceae,Eugenia wullschlaegeliana,0.8
Rutaceae,Euodia aromatica,0.34
Rutaceae,Euodia aromatica,0.39
Rutaceae,Euodia bonwickii,0.413
Rutaceae,Euodia elleryana,0.327
Rutaceae,Euodia erythrococca,0.839
Rutaceae,Euodia erythrococca,0.757
Rutaceae,Euodia erythrococca,0.853
Rutaceae,Euodia erythrococca,0.839
Rutaceae,Euodia euneura,0.42
Rutaceae,Euodia glabra,0.31
Rutaceae,Euodia glabrifolia,0.23
Rutaceae,Euodia macrophylla,0.39
Rutaceae,Euodia meliaefolia,0.404
Rutaceae,Euodia meliaefolia,0.383
Rutaceae,Euodia meliaefolia,0.38
Rutaceae,Euodia robusta,0.34
Rutaceae,Euodia roxburghiana,0.45
Rutaceae,Euodia trichopetala,0.4
Celastraceae,Euonymus europaeus,0.603
Celastraceae,Euonymus javanicus,0.51
Celastraceae,Euonymus javanicus,0.55
Euphorbiaceae,Euphorbia neriifolia,0.41
Euphorbiaceae,Euphorbia peganoides,0.45
Euphorbiaceae,Euphorbia tirucalli,0.54
Euphorbiaceae,Euphorbia tirucalli,0.482
Euphroniaceae,Euphronia hirtelloides,0.62
Proteaceae,Euplassa cantareirae,0.68
Proteaceae,Euplassa pinnata,0.52
Proteaceae,Euplassa saxicola,0.52
Eupomatiaceae,Eupomatia barbata,0.612
Eupomatiaceae,Eupomatia laurina,0.544
Eupteleaceae,Euptelea pleiosperma,0.551
Eupteleaceae,Euptelea pleiosperma,0.534
Anacardiaceae,Euroschinus falcata,0.413
Anacardiaceae,Euroschinus falcata,0.413
Anacardiaceae,Euroschinus falcatus,0.415
Anacardiaceae,Euroschinus papuanus,0.36
Pentaphylacaeae,Eurya acuminata,0.5
Pentaphylacaeae,Eurya japonica,0.62
Pentaphylacaeae,Eurya nitida,0.53
Pentaphylacaeae,Eurya obovata,0.43
Simaroubaceae,Eurycoma longifolia,0.52
Simaroubaceae,Eurycoma longifolia,0.49
Lauraceae,Eusideroxylon zwageri,0.71
Lauraceae,Eusideroxylon zwageri,0.84
Lauraceae,Eusideroxylon zwageri,0.81
Arecaceae,Euterpe precatoria,0.54
Arecaceae,Euterpe precatoria,0.35
Arecaceae,Euterpe precatoria,0.273
Rutaceae,Euxylophora paraensis,0.69
Rutaceae,Euxylophora paraensis,0.7
Rutaceae,Euxylophora paraensis,0.52
Rutaceae,Euxylophora paraensis,0.68
Rutaceae,Euxylophora paraensis,0.69
Rutaceae,Euxylophora paraensis,0.51
Hamamelidaceae,Exbucklandia populnea,0.582
Hamamelidaceae,Exbucklandia populnea,0.68
Hamamelidaceae,Exbucklandia populnea,0.68
Hamamelidaceae,Exbucklandia populnea,0.55
Hamamelidaceae,Exbucklandia tonkinensis,0.558
Hamamelidaceae,Exbucklandia tonkinensis,0.584
Hamamelidaceae,Exbucklandia tonkinensis,0.52
Hamamelidaceae,Exbucklandia tonkinensis,0.53
Euphorbiaceae,Excoecaria agallocha,0.344
Euphorbiaceae,Excoecaria agallocha,0.39
Euphorbiaceae,Excoecaria agallocha,0.38
Euphorbiaceae,Excoecaria agallocha,0.48
Euphorbiaceae,Excoecaria agallocha,0.456
Euphorbiaceae,Excoecaria agallocha,0.379
Euphorbiaceae,Excoecaria bussei,0.525
Euphorbiaceae,Excoecaria dallachyana,0.62
Euphorbiaceae,Excoecaria parvifolia,0.693
Euphorbiaceae,Excoecaria virgata,0.58
Chrysobalanaceae,Exellodendron cordatum,1.01
Chrysobalanaceae,Exellodendron coriaceum,0.84
Santalaceae,Exocarpos aphyllus,0.851
Santalaceae,Exocarpos cupressiformis,0.719
Santalaceae,Exocarpos cupressiformis,0.584
Santalaceae,Exocarpos latifolius,0.87
Santalaceae,Exocarpos latifolius,0.85
Rubiaceae,Exostema caribaeum,1
Rubiaceae,Exostema caribaeum,0.99
Sapindaceae,Exothea paniculata,0.73
Rutaceae,Fagaropsis angolensis,0.448
Rutaceae,Fagaropsis angolensis,0.56
Gentianaceae,Fagraea berteroana,0.827
Gentianaceae,Fagraea bodenii,0.74
Gentianaceae,Fagraea cambagei,0.827
Gentianaceae,Fagraea crenulata,0.47
Gentianaceae,Fagraea elliptica,0.81
Gentianaceae,Fagraea fagraeacea,0.827
Gentianaceae,Fagraea fagraeacea,0.862
Gentianaceae,Fagraea fagraeacea,0.84
Gentianaceae,Fagraea fagraeacea,0.827
Gentianaceae,Fagraea fragrans,0.65
Gentianaceae,Fagraea fragrans,0.68
Gentianaceae,Fagraea fragrans,0.69
Gentianaceae,Fagraea fragrans,0.732
Gentianaceae,Fagraea gigantea,0.57
Gentianaceae,Fagraea gracilipes,0.84
Gentianaceae,Fagraea gracilipes,0.85
Gentianaceae,Fagraea maingayi,0.67
Gentianaceae,Fagraea racemosa,0.55
Gentianaceae,Fagraea racemosa,0.63
Gentianaceae,Fagraea racemosa,0.75
Gentianaceae,Fagraea speciosa,0.87
Fagaceae,Fagus crenata,0.551
Fagaceae,Fagus engleriana,0.644
Fagaceae,Fagus grandifolia,0.56
Fagaceae,Fagus longipetiolata,0.683
Fagaceae,Fagus longipetiolata,0.52
Fagaceae,Fagus longipetiolata,0.61
Fagaceae,Fagus lucida,0.58
Fagaceae,Fagus sylvatica,0.585
Fagaceae,Fagus sylvatica,0.585
Fabaceae,Faidherbia albida,0.45
Fabaceae,Faidherbia albida,0.483
Fabaceae,Faidherbia albida,0.521
Fabaceae,Faidherbia albida,0.631
Fabaceae,Faidherbia albida,0.58
Fabaceae,Faidherbia albida,0.71
Podocarpaceae,Falcatifolium falciforme,0.57
Rubiaceae,Faramea occidentalis,0.55
Rubiaceae,Faramea occidentalis,0.618
Sapotaceae,Faucherea ambrensis,0.893
Sapotaceae,Faucherea indet,0.918
Sapotaceae,Faucherea indet,0.927
Sapotaceae,Faucherea indet,0.927
Sapotaceae,Faucherea parvifolia,0.842
Sapotaceae,Faucherea parvifolia,0.911
Sapotaceae,Faucherea parvifolia,0.913
Sapotaceae,Faucherea parvifolia,0.977
Proteaceae,Faurea macnaughtonii,0.815
Proteaceae,Faurea saligna,0.646
Proteaceae,Faurea speciosa,0.715
Rubiaceae,Ferdinandusa elliptica,0.65
Rubiaceae,Ferdinandusa rudgeoides,0.8
Bignoniaceae,Fernandoa adenophylla,0.49
Bignoniaceae,Fernandoa macroloba,0.52
Rutaceae,Feroniella lucida,0.75
Theaceae,Ficalhoa laurifolia,0.57
Moraceae,Ficus adenosperma,0.56
Moraceae,Ficus altissima,0.451
Moraceae,Ficus altissima,0.495
Moraceae,Ficus americana,0.4
Moraceae,Ficus ampelos,0.38
Moraceae,Ficus annulata,0.33
Moraceae,Ficus anthelmintica,0.36
Moraceae,Ficus aurea,0.44
Moraceae,Ficus auriculata,0.468
Moraceae,Ficus balete,0.653
Moraceae,Ficus benghalensis,0.59
Moraceae,Ficus benghalensis,0.38
Moraceae,Ficus benghalensis,0.511
Moraceae,Ficus benjamina,0.42
Moraceae,Ficus benjamina,0.49
Moraceae,Ficus benjamina,0.468
Moraceae,Ficus botryocarpa,0.43
Moraceae,Ficus callosa,0.32
Moraceae,Ficus callosa,0.26
Moraceae,Ficus capensis,0.288
Moraceae,Ficus capreaefolia,0.387
Moraceae,Ficus catappifolia,0.65
Moraceae,Ficus chrysolepis,0.34
Moraceae,Ficus citrifolia,0.4
Moraceae,Ficus coerulescens,0.34
Moraceae,Ficus coerulescens,0.39
Moraceae,Ficus comosa,0.68
Moraceae,Ficus consociata,0.46
Moraceae,Ficus coronata,0.4
Moraceae,Ficus cotinifolia,0.4
Moraceae,Ficus cotinifolia,0.23
Moraceae,Ficus crassiuscula,0.39
Moraceae,Ficus cuspidata,0.42
Moraceae,Ficus dendrocida,0.53
Moraceae,Ficus doliaria,0.39
Moraceae,Ficus drupacea,0.21
Moraceae,Ficus elastica,0.6
Moraceae,Ficus elastica,0.68
Moraceae,Ficus elastica,0.6
Moraceae,Ficus elastica,0.592
Moraceae,Ficus erecta,0.47
Moraceae,Ficus eugenioides,0.46
Moraceae,Ficus exasperata,0.344
Moraceae,Ficus eximia,0.52
Moraceae,Ficus eximia,0.39
Moraceae,Ficus fistulosa,0.38
Moraceae,Ficus forstenii,0.29
Moraceae,Ficus fraseri,0.401
Moraceae,Ficus fraseri,0.396
Moraceae,Ficus fraseri,0.396
Moraceae,Ficus fulva,0.44
Moraceae,Ficus fulva,0.34
Moraceae,Ficus glabella,0.34
Moraceae,Ficus glabrata,0.48
Moraceae,Ficus glabrata,0.5
Moraceae,Ficus glomerata,0.395
Moraceae,Ficus glomerata,0.41
Moraceae,Ficus glomerata,0.344
Moraceae,Ficus grossularioides,0.36
Moraceae,Ficus grossularioides,0.48
Moraceae,Ficus harmandii,0.346
Moraceae,Ficus harmandii,0.363
Moraceae,Ficus hartwegii,0.39
Moraceae,Ficus hispida,0.35
Moraceae,Ficus hispida,0.413
Moraceae,Ficus indet,0.517
Moraceae,Ficus indet,0.54
Moraceae,Ficus indica,0.39
Moraceae,Ficus infectoria,0.344
Moraceae,Ficus ingens,0.508
Moraceae,Ficus insipida,0.31
Moraceae,Ficus insipida,0.339
Moraceae,Ficus insipida,0.22
Moraceae,Ficus insipida,0.48
Moraceae,Ficus insipida,0.36
Moraceae,Ficus insipida,0.38
Moraceae,Ficus insipida,0.41
Moraceae,Ficus insipida,0.39
Moraceae,Ficus insipida,0.5
Moraceae,Ficus kirkii,0.426
Moraceae,Ficus lacor,0.34
Moraceae,Ficus lepidosa,0.36
Moraceae,Ficus leptoclada,0.482
Moraceae,Ficus macrophylla,0.303
Moraceae,Ficus macrophylla,0.288
Moraceae,Ficus mallotoides,0.14
Moraceae,Ficus mathewsii,0.379
Moraceae,Ficus mathewsii,0.39
Moraceae,Ficus maxima,0.33
Moraceae,Ficus maxima,0.333
Moraceae,Ficus maxima,0.375
Moraceae,Ficus maxima,0.404
Moraceae,Ficus melinocarpa,0.34
Moraceae,Ficus minahassae,0.32
Moraceae,Ficus mollissima,0.43
Moraceae,Ficus mucuso,0.405
Moraceae,Ficus mucuso,0.413
Moraceae,Ficus nervosa,0.28
Moraceae,Ficus nodosa,0.23
Moraceae,Ficus nymphaeifolia,0.41
Moraceae,Ficus nymphaeifolia,0.42
Moraceae,Ficus obliqua,0.495
Moraceae,Ficus obliqua,0.534
Moraceae,Ficus obliqua,0.534
Moraceae,Ficus padana,0.28
Moraceae,Ficus pertusa,0.42
Moraceae,Ficus platypoda,0.496
Moraceae,Ficus platypoda,0.495
Moraceae,Ficus pleurocarpa,0.405
Moraceae,Ficus pubinervis,0.34
Moraceae,Ficus racemosa,0.353
Moraceae,Ficus racemosa,0.413
Moraceae,Ficus racemosa,0.344
Moraceae,Ficus racemosa,0.32
Moraceae,Ficus racemosa,0.383
Moraceae,Ficus religiosa,0.443
Moraceae,Ficus retusa,0.5
Moraceae,Ficus retusa,0.51
Moraceae,Ficus retusa,0.64
Moraceae,Ficus retusa,0.51
Moraceae,Ficus retusa,0.551
Moraceae,Ficus ribes,0.37
Moraceae,Ficus rigida,0.43
Moraceae,Ficus rumphii,0.43
Moraceae,Ficus rumphii,0.372
Moraceae,Ficus sansibarica,0.525
Moraceae,Ficus saxophila,0.49
Moraceae,Ficus septica,0.422
Moraceae,Ficus septica,0.42
Moraceae,Ficus sycomoroides,0.33
Moraceae,Ficus sycomorus,0.439
Moraceae,Ficus sycomorus,0.413
Moraceae,Ficus sycomorus,0.413
Moraceae,Ficus thonningii,0.439
Moraceae,Ficus thonningii,0.416
Moraceae,Ficus thonningii,0.446
Moraceae,Ficus thonningii,0.426
Moraceae,Ficus timorensis,0.38
Moraceae,Ficus trigonata,0.47
Moraceae,Ficus trigonata,0.39
Moraceae,Ficus truncata,0.46
Moraceae,Ficus uncinulata,0.34
Moraceae,Ficus variegata,0.344
Moraceae,Ficus variegata,0.31
Moraceae,Ficus vasculosa,0.3
Moraceae,Ficus vasculosa,0.3
Moraceae,Ficus virens,0.344
Moraceae,Ficus virgata,0.538
Moraceae,Ficus watkinsiana,0.331
Moraceae,Ficus watkinsiana,0.449
