gene,mean_case,mean_control,fold_change,log2FC,t_stat,pvalue,qvalue,direction,fc_threshold
OR7E28P,0.54780847,1.5478351,0.35391915,-1.4985082,-8.798360824584961,1.061858813870553e-14,5.780212617105404e-14,downregulated,1.974197173118589
G6PC,0.5703575,1.5743713,0.36227635,-1.4648376,-8.800938606262207,1.0645265221354224e-14,5.794165745911237e-14,downregulated,1.974197173118589
SLITRK4,7.4187484,8.447346,0.87823427,-0.18732227,-8.546446800231934,1.0654192149095211e-14,5.798455762525037e-14,non-significant,1.974197173118589
SCARF2,8.959997,8.409927,1.0654072,0.09140488,8.265093803405762,1.0700428640317422e-14,5.823048366501329e-14,non-significant,1.974197173118589
LASTR,4.8450556,3.92905,1.2331367,0.30233267,8.516281127929688,1.0719688984418945e-14,5.83295748191019e-14,non-significant,1.974197173118589
MAP7D2,5.00654,5.8143625,0.86106426,-0.2158072,-8.088120460510254,1.0763759297691501e-14,5.856363301323179e-14,non-significant,1.974197173118589
NT5CP2,2.0554464,1.0748111,1.9123791,0.9353686,8.373249053955078,1.087337596257297e-14,5.915423596818479e-14,non-significant,1.974197173118589
PHKB,12.183993,12.605327,0.96657497,-0.049046464,-8.386073112487793,1.0913266413491708e-14,5.936054983754854e-14,non-significant,1.974197173118589
GAPDHP69,1.6466556,0.915407,1.7988235,0.84705365,8.524222373962402,1.0913439227523341e-14,5.936054983754854e-14,non-significant,1.974197173118589
R3HDM1,11.157381,10.723954,1.0404167,0.057161484,8.513028144836426,1.0928882412080128e-14,5.943872132361587e-14,non-significant,1.974197173118589
AL451064.1,1.710253,2.5940263,0.65930444,-0.6009833,-8.667278289794922,1.0940661118542762e-14,5.94969495056609e-14,non-significant,1.974197173118589
LGALS9B,2.8720503,1.8193913,1.5785776,0.65862525,8.320747375488281,1.098953236415425e-14,5.97568612724961e-14,non-significant,1.974197173118589
KIFAP3,11.650152,11.268458,1.0338727,0.048058588,8.42080307006836,1.1018600263549694e-14,5.990904964932742e-14,non-significant,1.974197173118589
PARS2,8.819265,8.338302,1.0576812,0.08090485,8.588979721069336,1.1033016573658725e-14,5.998155409177717e-14,non-significant,1.974197173118589
DUOXA1,5.3417583,6.3760586,0.83778375,-0.2553502,-8.395949363708496,1.1061034108225062e-14,6.012798082738845e-14,non-significant,1.974197173118589
TMEM163,6.7200794,7.5613823,0.8887369,-0.17017171,-8.540799140930176,1.1064230822265425e-14,6.013946566271047e-14,non-significant,1.974197173118589
LTF,12.553831,14.765458,0.85021615,-0.23409842,-8.527080535888672,1.1159711731372703e-14,6.065250850867531e-14,non-significant,1.974197173118589
AL133313.1,1.5166123,2.5791214,0.5880345,-0.7660273,-8.725822448730469,1.121181302881152e-14,6.092970779101412e-14,non-significant,1.974197173118589
AC109462.3,0.60866827,1.7644532,0.3449614,-1.5354931,-8.801412582397461,1.122255254553855e-14,6.098209747565903e-14,downregulated,1.974197173118589
AL358472.4,5.535977,5.0197277,1.1028441,0.14122888,8.548712730407715,1.1227377796741445e-14,6.100234258772064e-14,non-significant,1.974197173118589
TSC1,11.12387,11.59141,0.959665,-0.059397217,-8.575775146484375,1.126952032209077e-14,6.122532192220876e-14,non-significant,1.974197173118589
EIF3B,13.650252,13.282616,1.027678,0.039388318,8.451953887939453,1.1355279232684701e-14,6.168519453924872e-14,non-significant,1.974197173118589
HS6ST3,7.4278708,5.8561344,1.2683915,0.34300008,8.350165367126465,1.1377299505306542e-14,6.179876410362316e-14,non-significant,1.974197173118589
SERPINC1,3.4503546,2.446266,1.4104577,0.49616346,8.617063522338867,1.1441651936714366e-14,6.214222706303603e-14,non-significant,1.974197173118589
CSPG5,6.609238,5.8838253,1.1232893,0.1677296,8.412019729614258,1.1452570007749035e-14,6.219543696455721e-14,non-significant,1.974197173118589
AC093249.4,2.171842,1.3444691,1.6153902,0.69188267,8.669878005981445,1.1456446640806304e-14,6.22104002771786e-14,non-significant,1.974197173118589
PSMD13,12.769891,12.404868,1.0294257,0.041839764,8.470246315002441,1.1468366860778746e-14,6.226903439381531e-14,non-significant,1.974197173118589
RPS3A,13.663952,14.273935,0.9572659,-0.06300835,-8.640892028808594,1.1553713912792149e-14,6.272629884349823e-14,non-significant,1.974197173118589
AC006517.2,1.1832235,0.4833777,2.447824,1.2914999,8.516378402709961,1.1637538691976745e-14,6.317521004215947e-14,upregulated,1.974197173118589
RPL36AP15,1.6569394,2.5753613,0.64338136,-0.63625395,-8.678132057189941,1.1724325886147546e-14,6.364011350782368e-14,non-significant,1.974197173118589
RTCA-AS1,7.2622247,7.933473,0.9153904,-0.12754098,-8.624887466430664,1.172847604492539e-14,6.365641273453929e-14,non-significant,1.974197173118589
TCL6,2.8107917,1.6364096,1.7176578,0.78044266,8.454208374023438,1.1731517482328737e-14,6.366669176558724e-14,non-significant,1.974197173118589
SLC24A3,10.0513115,10.674113,0.9416531,-0.08673246,-8.125250816345215,1.1813681564628206e-14,6.410632367034164e-14,non-significant,1.974197173118589
AC099343.3,3.7735815,4.7301083,0.7977791,-0.3259388,-8.625730514526367,1.1822414793745254e-14,6.41474398784339e-14,non-significant,1.974197173118589
PIGZ,8.414107,8.978726,0.9371159,-0.093700595,-8.49099063873291,1.187779174811103e-14,6.444160827158224e-14,non-significant,1.974197173118589
DYRK3,10.1418085,10.875716,0.93251866,-0.1007955,-8.559615135192871,1.1908977997531087e-14,6.460448805153267e-14,non-significant,1.974197173118589
ANXA8,5.254179,7.192382,0.73052,-0.4530043,-8.601640701293945,1.1935378091975118e-14,6.474137431978682e-14,non-significant,1.974197173118589
LRRC1,10.997951,10.158278,1.0826589,0.11457876,8.753167152404785,1.1938054947678006e-14,6.474956383783124e-14,non-significant,1.974197173118589
IRF4,7.445285,8.5049,0.8754112,-0.19196722,-8.382101058959961,1.1971736221388179e-14,6.492589692694195e-14,non-significant,1.974197173118589
RN7SL396P,1.0365877,0.43085402,2.4058907,1.266571,8.383692741394043,1.1976197447871806e-14,6.494374297800097e-14,upregulated,1.974197173118589
GPAT2P1,1.7683636,2.939245,0.60163873,-0.7330307,-8.575654983520508,1.1977947022999251e-14,6.494688241164957e-14,non-significant,1.974197173118589
ELMO2,11.604374,11.239494,1.032464,0.046091516,8.342059135437012,1.1985089480851918e-14,6.497925968901245e-14,non-significant,1.974197173118589
GART,12.165316,11.794632,1.0314282,0.04464342,8.340643882751465,1.1994606030451628e-14,6.50245009350651e-14,non-significant,1.974197173118589
DERL1,12.700925,12.287515,1.0336448,0.0477405,8.402852058410645,1.2014755743021398e-14,6.512737162900119e-14,non-significant,1.974197173118589
GPR160P1,0.3737468,1.3014834,0.28716987,-1.8000237,-8.832894325256348,1.2193649450928326e-14,6.609062832527388e-14,downregulated,1.974197173118589
PNMA3,4.260355,5.2357244,0.8137088,-0.29741555,-8.239151954650879,1.22152131276823e-14,6.61999273235973e-14,non-significant,1.974197173118589
GEMIN7,4.696236,3.9317374,1.194443,0.256338,8.67882251739502,1.2216201440861374e-14,6.61999273235973e-14,non-significant,1.974197173118589
KRT8P18,1.2334464,0.5718519,2.156933,1.1089814,8.523961067199707,1.2236459880066435e-14,6.630323216584488e-14,upregulated,1.974197173118589
AC005586.1,4.359954,5.2017436,0.8381716,-0.25468245,-8.455265998840332,1.2276072400679695e-14,6.651137663962006e-14,non-significant,1.974197173118589
AP005136.4,2.6766958,3.539362,0.75626504,-0.40303618,-8.615270614624023,1.2328295523772033e-14,6.678779764269822e-14,non-significant,1.974197173118589
OSGIN1,8.18939,9.00447,0.9094806,-0.13688527,-8.513749122619629,1.2359409279828549e-14,6.69498171104167e-14,non-significant,1.974197173118589
AC008906.1,4.4867187,5.211016,0.8610065,-0.21590397,-8.509284019470215,1.2374779085077367e-14,6.702652969248192e-14,non-significant,1.974197173118589
FAT3,5.89524,7.071073,0.8337122,-0.26237863,-8.493258476257324,1.2388910856635436e-14,6.709652228876748e-14,non-significant,1.974197173118589
AC105233.4,2.780931,3.659766,0.7598658,-0.3961834,-8.565390586853027,1.2397905686404171e-14,6.713868301431951e-14,non-significant,1.974197173118589
NTSR1,2.8570764,1.6706461,1.7101626,0.77413356,8.474020004272461,1.252321571240575e-14,6.781065857156657e-14,non-significant,1.974197173118589
AL139128.1,2.4708226,1.6344857,1.5116819,0.59615463,8.622386932373047,1.2581075014679983e-14,6.8117306705811e-14,non-significant,1.974197173118589
TPRG1LP1,0.477682,1.4141905,0.33777767,-1.5658541,-8.793374061584473,1.2634547901037531e-14,6.840014808250997e-14,downregulated,1.974197173118589
BX284656.1,0.28154817,0.036363635,7.742573,2.9528131,7.8791022300720215,1.2665897176468978e-14,6.856317449024284e-14,upregulated,1.974197173118589
MAN1A1,11.889162,12.731543,0.93383515,-0.0987602,-8.523763656616211,1.2679787603329564e-14,6.863166987636334e-14,non-significant,1.974197173118589
TMEM170A,10.043565,10.557799,0.9512934,-0.07203771,-8.574577331542969,1.2709387449595453e-14,6.878517371022884e-14,non-significant,1.974197173118589
VTRNA1-1,0.34612995,1.2594209,0.27483264,-1.8633747,-8.782059669494629,1.2786229087525285e-14,6.919430255324842e-14,downregulated,1.974197173118589
DPP7,12.454655,11.9094515,1.045779,0.06457799,8.489404678344727,1.2810941809102605e-14,6.932127685253219e-14,non-significant,1.974197173118589
NOP53,13.522192,14.179635,0.9536347,-0.06849139,-8.587518692016602,1.2843514360239199e-14,6.949075255569248e-14,non-significant,1.974197173118589
AC022893.1,5.962212,6.8869605,0.86572474,-0.2080197,-8.551827430725098,1.294196949569203e-14,7.001662287869273e-14,non-significant,1.974197173118589
CLEC7A,8.953099,8.049342,1.1122772,0.15351632,8.541711807250977,1.2943991544654826e-14,7.002073429187301e-14,non-significant,1.974197173118589
HDAC2,12.682312,12.254464,1.0349137,0.049510412,8.370536804199219,1.2950464009663232e-14,7.004891715473492e-14,non-significant,1.974197173118589
AC007040.3,1.3784316,2.3693323,0.5817806,-0.7814529,-8.516669273376465,1.2968275747337366e-14,7.01384225445776e-14,non-significant,1.974197173118589
AC104984.4,1.2534552,0.5117375,2.4494102,1.2924345,8.123261451721191,1.3028435732518044e-14,7.045692703383382e-14,upregulated,1.974197173118589
AC139099.2,1.8082294,2.8619473,0.6318179,-0.6624193,-8.711329460144043,1.3098046834948116e-14,7.08264754778676e-14,non-significant,1.974197173118589
TRIM15,1.180867,0.41357705,2.8552525,1.5136184,8.313130378723145,1.3107978970147468e-14,7.087327485272211e-14,upregulated,1.974197173118589
ENC1,11.942501,11.267774,1.0598812,0.08390258,8.54013442993164,1.314164046871448e-14,7.104835443425056e-14,non-significant,1.974197173118589
MAL,4.9663696,5.820485,0.853257,-0.22894776,-8.220413208007812,1.3154185459451025e-14,7.110924771415208e-14,non-significant,1.974197173118589
AC074131.1,0.37587127,1.2034805,0.3123202,-1.6789021,-8.764816284179688,1.317783601760177e-14,7.1230158053054e-14,downregulated,1.974197173118589
DPM1,11.102405,10.712794,1.0363687,0.051537387,8.40217113494873,1.3182122180326661e-14,7.124638466288583e-14,non-significant,1.974197173118589
AP001922.5,3.412936,4.0861497,0.83524495,-0.25972873,-8.516350746154785,1.3248903293104337e-14,7.160034625963653e-14,non-significant,1.974197173118589
CHRAC1,11.031003,10.63404,1.0373294,0.05287414,8.375225067138672,1.3252260116525242e-14,7.161043329463082e-14,non-significant,1.974197173118589
C13orf42,0.5587233,1.8160468,0.30765906,-1.7005956,-8.80675220489502,1.3253351280988991e-14,7.161043329463082e-14,downregulated,1.974197173118589
AC008033.3,1.521065,2.4896908,0.61094534,-0.71088475,-8.59307861328125,1.3260301069704208e-14,7.164100723996393e-14,non-significant,1.974197173118589
MT-ND6,15.185361,16.129513,0.9414643,-0.0870217,-8.652132987976074,1.3287768344214839e-14,7.178241360633293e-14,non-significant,1.974197173118589
SFTA1P,3.6857626,5.0216055,0.73398095,-0.44618547,-8.708137512207031,1.3334603035731812e-14,7.202840779110126e-14,non-significant,1.974197173118589
MCRS1,11.516105,11.15772,1.0321199,0.045610536,8.460577011108398,1.3405033636271444e-14,7.240179771615456e-14,non-significant,1.974197173118589
GRPEL2,10.353992,9.903268,1.0455127,0.06421055,8.546448707580566,1.3475158767357996e-14,7.277346524024351e-14,non-significant,1.974197173118589
AL031663.3,3.1796055,2.1526742,1.4770491,0.5627178,8.390898704528809,1.3514787141108295e-14,7.298037673629435e-14,non-significant,1.974197173118589
KRT18P17,2.888243,1.8258948,1.5818232,0.66158843,8.666736602783203,1.3563603245488082e-14,7.323685723208553e-14,non-significant,1.974197173118589
TEC,6.8828225,7.418057,0.9278471,-0.10804103,-8.498970985412598,1.3579953320540134e-14,7.331800410894965e-14,non-significant,1.974197173118589
DEF6,10.21422,9.302185,1.0980452,0.13493748,8.735544204711914,1.359200804564139e-14,7.337594690787043e-14,non-significant,1.974197173118589
TMEM184B,12.459579,12.097203,1.0299554,0.04258185,8.39512825012207,1.361113924109204e-14,7.347207677522733e-14,non-significant,1.974197173118589
AC024270.3,2.5214462,3.304075,0.7631323,-0.38999495,-8.52657413482666,1.3622832230203565e-14,7.352804087281776e-14,non-significant,1.974197173118589
ZYG11A,7.7942023,6.402385,1.2173904,0.28379193,8.664443969726562,1.3627332596410225e-14,7.354517630825285e-14,non-significant,1.974197173118589
ZNF330,10.60161,10.948077,0.9683536,-0.0463941,-8.416486740112305,1.3728225285199112e-14,7.408247629830237e-14,non-significant,1.974197173118589
AC073593.2,2.6349533,3.4147983,0.7716278,-0.37402302,-8.480592727661133,1.3784753135492638e-14,7.438028632144832e-14,non-significant,1.974197173118589
AP001021.1,2.2250848,3.50511,0.6348117,-0.65559936,-8.626154899597168,1.3816459474329341e-14,7.454411860700105e-14,non-significant,1.974197173118589
AC073862.5,0.462211,1.6395354,0.28191584,-1.8266635,-8.816165924072266,1.3864927405426939e-14,7.479834426809476e-14,downregulated,1.974197173118589
CACNA1C,9.204202,10.002184,0.9202192,-0.11995056,-8.545177459716797,1.3893086019705347e-14,7.494296668675281e-14,non-significant,1.974197173118589
BAHCC1,9.950868,10.443076,0.9528675,-0.06965247,-8.122269630432129,1.3919704210584961e-14,7.507925234330679e-14,non-significant,1.974197173118589
NARF,11.180065,10.834003,1.0319421,0.045362066,8.293654441833496,1.3966296684214556e-14,7.532323709927322e-14,non-significant,1.974197173118589
PSMB7,12.67163,12.342205,1.026691,0.038001984,8.390336990356445,1.403655648160062e-14,7.569480497659432e-14,non-significant,1.974197173118589
FAM242C,2.0933905,1.2559487,1.6667802,0.7370639,8.563727378845215,1.405346697429213e-14,7.577863229990548e-14,non-significant,1.974197173118589
CLEC2B,9.03671,9.741602,0.92764103,-0.10836145,-8.565193176269531,1.406870356702107e-14,7.585341826028465e-14,non-significant,1.974197173118589
EIF1,14.724977,15.146107,0.9721955,-0.04068163,-8.542984962463379,1.4080718251239263e-14,7.591081999599206e-14,non-significant,1.974197173118589
AC011824.2,1.0203563,0.40756094,2.5035675,1.3239853,8.225808143615723,1.4108389846450384e-14,7.605261063749196e-14,upregulated,1.974197173118589
AC021739.4,2.2931724,3.069358,0.7471179,-0.4205922,-8.576393127441406,1.4136422893029637e-14,7.619632197661364e-14,non-significant,1.974197173118589
KRT18P18,0.9623515,0.40617907,2.369279,1.2444481,8.447601318359375,1.4189453176907513e-14,7.647362829159228e-14,upregulated,1.974197173118589
PTHLH,7.5495815,9.132987,0.82662785,-0.27469012,-8.619176864624023,1.4190627311859092e-14,7.647362829159228e-14,non-significant,1.974197173118589
AP001596.2,0.57445705,1.3361019,0.42995003,-1.2177591,-8.717841148376465,1.42166463810923e-14,7.66064045476885e-14,downregulated,1.974197173118589
TRMT6,10.372427,9.932311,1.0443115,0.06255214,8.48134994506836,1.430610096378419e-14,7.7080944107094e-14,non-significant,1.974197173118589
ZNF215,5.400486,6.148451,0.87834907,-0.1871337,-8.359941482543945,1.4355271633931915e-14,7.733836378428265e-14,non-significant,1.974197173118589
METTL23,9.434885,9.010512,1.0470976,0.06639587,8.474813461303711,1.4589730336522826e-14,7.859386727549145e-14,non-significant,1.974197173118589
SUGCT,8.017589,7.5134144,1.0671033,0.0936998,8.21429443359375,1.4605964306608115e-14,7.867367958549693e-14,non-significant,1.974197173118589
TMEM263,12.08438,11.596687,1.0420545,0.059430778,8.498882293701172,1.461229608519509e-14,7.870014433614442e-14,non-significant,1.974197173118589
IRAK1BP1,8.450408,9.032131,0.935594,-0.09604545,-8.518966674804688,1.4658348943062593e-14,7.894051634256579e-14,non-significant,1.974197173118589
AC004241.2,2.5628648,3.2945976,0.7778992,-0.36234486,-8.582853317260742,1.4697737583829797e-14,7.914495594980851e-14,non-significant,1.974197173118589
RN7SL4P,2.5634089,1.6467191,1.5566765,0.63846916,8.48464298248291,1.4869649000718262e-14,8.005786202427285e-14,non-significant,1.974197173118589
USP51,8.064974,8.60066,0.93771565,-0.09277759,-8.454516410827637,1.4870156239367912e-14,8.005786202427285e-14,non-significant,1.974197173118589
HLA-A,15.176977,14.638532,1.0367827,0.05211361,8.269519805908203,1.4893680152507898e-14,8.017672956153097e-14,non-significant,1.974197173118589
HSD17B12,10.805945,11.277604,0.9581774,-0.061635327,-8.387104034423828,1.4914767836190587e-14,8.02824604202827e-14,non-significant,1.974197173118589
AC021546.1,1.1908777,2.395878,0.4970527,-1.0085293,-8.727710723876953,1.4951358436236714e-14,8.04716109858763e-14,downregulated,1.974197173118589
AP000845.1,3.7207358,2.904362,1.2810854,0.35736662,8.605985641479492,1.4953879532661247e-14,8.047737282685479e-14,non-significant,1.974197173118589
AC093323.1,10.480488,9.985241,1.0495979,0.06983668,8.490859031677246,1.5027942005379074e-14,8.086811081071105e-14,non-significant,1.974197173118589
KHDRBS3,9.063791,9.600107,0.94413435,-0.082935914,-8.152289390563965,1.508465299910135e-14,8.116541057027863e-14,non-significant,1.974197173118589
CLBA1,10.120974,9.347841,1.082707,0.11464294,8.6622953414917,1.5092978080621448e-14,8.120232970450716e-14,non-significant,1.974197173118589
CYCSP6,1.036018,0.357059,2.9015317,1.5368147,8.119924545288086,1.511353828278698e-14,8.130506195374981e-14,upregulated,1.974197173118589
