gene,mean_case,mean_control,fold_change,log2FC,t_stat,pvalue,qvalue,direction,fc_threshold
RPL6P2,0.79084194,1.1831164,0.6684396,-0.58113086,-4.273444175720215,3.684387196668893e-05,9.469115748885448e-05,non-significant,1.974197173118589
CKB,10.319828,10.790338,0.95639527,-0.0643211,-4.228153705596924,3.6898225765460185e-05,9.482645754436404e-05,non-significant,1.974197173118589
AC141273.3,0.051645696,0.3411202,0.15140031,-2.7235599,-4.295292377471924,3.696198099287372e-05,9.498590511300358e-05,downregulated,1.974197173118589
AL158013.1,0.06832334,0.009090909,7.5155597,2.9098806,4.160098075866699,3.7016958028529425e-05,9.512278051981531e-05,upregulated,1.974197173118589
SULT6B2P,0.48748064,0.8466741,0.5757595,-0.7964618,-4.275333404541016,3.707866980632824e-05,9.527694876824096e-05,non-significant,1.974197173118589
NBPF19,1.8855919,2.488419,0.75774693,-0.400212,-4.271910667419434,3.719738563826323e-05,9.557757295344774e-05,non-significant,1.974197173118589
C18orf21,9.376416,9.145492,1.0252501,0.03597585,4.251906871795654,3.7231846634963325e-05,9.56616890338427e-05,non-significant,1.974197173118589
SEM1P1,1.2183709,0.86708415,1.4051358,0.49070948,4.250216484069824,3.7359571512484364e-05,9.598541388870208e-05,non-significant,1.974197173118589
LRRC8A,11.951589,12.142202,0.98430157,-0.022827704,-4.236273765563965,3.738751783038313e-05,9.605276634543441e-05,non-significant,1.974197173118589
RPS27AP6,1.7676734,2.171114,0.81417805,-0.29658377,-4.257744789123535,3.744110382588086e-05,9.618598074920681e-05,non-significant,1.974197173118589
WBP2NL,5.9288783,6.3458085,0.93429834,-0.0980448,-4.253552436828613,3.749788593920666e-05,9.63273932447648e-05,non-significant,1.974197173118589
FBXW5,12.144239,11.911546,1.0195352,0.027911564,4.243741035461426,3.7516564699368414e-05,9.637091441434204e-05,non-significant,1.974197173118589
TRAV36DV7,1.9505408,1.4007705,1.392477,0.47765356,4.255039691925049,3.751871733179348e-05,9.637109767068927e-05,non-significant,1.974197173118589
AL589642.2,0.20210671,0.065181136,3.1006932,1.6325908,4.2023444175720215,3.752011012413281e-05,9.637109767068927e-05,upregulated,1.974197173118589
AC073046.1,4.4886003,3.8986104,1.1513333,0.20330559,4.265741348266602,3.7545096555332794e-05,9.64308113925218e-05,non-significant,1.974197173118589
AC140481.1,0.24354507,0.09090909,2.6789956,1.4216921,4.18091344833374,3.757861046777212e-05,9.65124205514303e-05,upregulated,1.974197173118589
DDX11L8,0.8457557,0.4957988,1.7058446,0.77048624,4.2407732009887695,3.7714194622997045e-05,9.685615505642161e-05,non-significant,1.974197173118589
PRELID1P4,2.5418725,2.1370971,1.1894042,0.25023913,4.265009880065918,3.774338309504385e-05,9.692662905540793e-05,non-significant,1.974197173118589
YBX1P1,5.090541,5.4254127,0.9382772,-0.09191391,-4.242727279663086,3.779034097936577e-05,9.704272703240976e-05,non-significant,1.974197173118589
AC005697.1,0.08948077,0.35509568,0.25199062,-1.988558,-4.287493705749512,3.7872444034238095e-05,9.724906021565905e-05,downregulated,1.974197173118589
AC104831.1,0.21681528,0.5680068,0.3817125,-1.3894417,-4.281023979187012,3.791496775663995e-05,9.735374698654994e-05,downregulated,1.974197173118589
THAP7-AS1,6.0065837,6.3753657,0.9421552,-0.08596339,-4.249245643615723,3.7961259273212374e-05,9.746809813392367e-05,non-significant,1.974197173118589
SAGE4P,0.06695038,0.009090909,7.364535,2.8805945,4.156416893005371,3.79702481614471e-05,9.74866661112076e-05,upregulated,1.974197173118589
AL358075.3,0.36868277,0.17049898,2.162375,1.1126168,4.223182678222656,3.8005925623912485e-05,9.757375074570406e-05,upregulated,1.974197173118589
VEZT,12.055031,11.838691,1.018274,0.026125746,4.229477405548096,3.8027044289522754e-05,9.762345181540524e-05,non-significant,1.974197173118589
AL592049.1,0.023017684,0.0,2301769.2,21.134312,4.136537075042725,3.8051786720838315e-05,9.768245082695307e-05,upregulated,1.974197173118589
AL359237.1,0.30699274,0.6658506,0.4610535,-1.1169939,-4.276103973388672,3.807068872417565e-05,9.772645215459516e-05,downregulated,1.974197173118589
DEFB118,0.12601122,0.41735014,0.3019317,-1.7277058,-4.282039165496826,3.814361353427133e-05,9.790911811239813e-05,downregulated,1.974197173118589
LRRC9,1.8840225,2.4302514,0.7752377,-0.36728942,-4.245725631713867,3.817155190587245e-05,9.797629885439757e-05,non-significant,1.974197173118589
GJB1,5.560659,6.666585,0.83410907,-0.26169205,-4.254508972167969,3.818436607999229e-05,9.800465535334808e-05,non-significant,1.974197173118589
AL022170.1,0.8818024,0.5496757,1.604223,0.68187475,4.231328010559082,3.818617157885004e-05,9.800475547923395e-05,non-significant,1.974197173118589
ACOT2,10.103319,10.4546175,0.96639776,-0.04931098,-4.259194374084473,3.820845805593879e-05,9.805741756607846e-05,non-significant,1.974197173118589
HOXA11-AS,2.2632449,1.7756376,1.2746097,0.35005555,4.241312503814697,3.823264637819498e-05,9.811495541247318e-05,non-significant,1.974197173118589
PSMD5,11.703346,11.471813,1.0201827,0.028827582,4.230691432952881,3.823612319301345e-05,9.811933925755719e-05,non-significant,1.974197173118589
RN7SL255P,0.26717743,0.09090909,2.9389515,1.5553015,4.167350769042969,3.831233127097408e-05,9.83103528474003e-05,upregulated,1.974197173118589
REXO1,10.284578,10.075121,1.0207896,0.029685568,4.2408127784729,3.8321012932893805e-05,9.832808239371697e-05,non-significant,1.974197173118589
RN7SL153P,0.77668804,0.46876243,1.6568905,0.72847825,4.25017786026001,3.8348600380663424e-05,9.839431850895836e-05,non-significant,1.974197173118589
ATP6V1C2,6.707324,7.0358334,0.9533091,-0.068983994,-4.179026126861572,3.839837513001769e-05,9.851747374275717e-05,non-significant,1.974197173118589
ZNF607,9.340232,9.051186,1.0319346,0.04535157,4.2498650550842285,3.841242653483504e-05,9.854896759087388e-05,non-significant,1.974197173118589
MUC21,1.3955368,0.8224855,1.6967312,0.762758,4.23288631439209,3.8420251966194174e-05,9.856448622419555e-05,non-significant,1.974197173118589
AC022210.1,5.315864,4.9408884,1.0758923,0.105533704,4.260892868041992,3.843499347630386e-05,9.85977453213732e-05,non-significant,1.974197173118589
GUCY2EP,1.18568,1.7509279,0.67717236,-0.562405,-4.2475786209106445,3.8492142599726444e-05,9.873978506717325e-05,non-significant,1.974197173118589
AC092666.2,1.4571513,1.9849557,0.73409766,-0.44595608,-4.254388332366943,3.850219670784013e-05,9.876100944800827e-05,non-significant,1.974197173118589
LINC02675,0.2808821,0.5926463,0.47394556,-1.0772067,-4.272688865661621,3.852923757351075e-05,9.882580215341546e-05,downregulated,1.974197173118589
AL109920.1,0.08175185,0.33930504,0.24093913,-2.0532594,-4.282024383544922,3.856477542829554e-05,9.891238226442774e-05,downregulated,1.974197173118589
AC011383.1,0.99925536,1.429863,0.69884694,-0.51695156,-4.2565436363220215,3.860728671339521e-05,9.901683925939192e-05,non-significant,1.974197173118589
FBXO47,0.7729363,1.1911682,0.6488893,-0.6239557,-4.247082710266113,3.8644648081068606e-05,9.910807911698269e-05,non-significant,1.974197173118589
LINC01280,0.10827046,0.027272727,3.9699156,1.9891083,4.190142631530762,3.87129928010829e-05,9.927876678395485e-05,upregulated,1.974197173118589
GRIN1,6.84954,5.919505,1.1571137,0.2105306,4.266897678375244,3.8777122795097595e-05,9.943863058340719e-05,non-significant,1.974197173118589
KDM4C,10.615973,10.844894,0.9788914,-0.03077932,-4.238987922668457,3.881639141464016e-05,9.953472895564044e-05,non-significant,1.974197173118589
TRIM75P,0.7002524,1.1238728,0.6230709,-0.6825317,-4.264216899871826,3.882703347672029e-05,9.955741633722058e-05,non-significant,1.974197173118589
OR8G1,0.26683283,0.10154477,2.6277356,1.3938202,4.186178207397461,3.882984173773028e-05,9.956001569504002e-05,upregulated,1.974197173118589
ZFP1,9.361639,9.599503,0.9752213,-0.036198493,-4.236468315124512,3.890103569627725e-05,9.973794816902176e-05,non-significant,1.974197173118589
RPS3AP13,2.0377994,1.6265415,1.252842,0.3252044,4.248682022094727,3.897914190584323e-05,9.993358562551676e-05,non-significant,1.974197173118589
UEVLD,11.070647,10.836668,1.0215914,0.03081832,4.2159295082092285,3.8980974556224534e-05,9.993366611428941e-05,non-significant,1.974197173118589
AC025253.1,0.2669682,0.10308955,2.5896726,1.3727697,4.215653896331787,3.900249621134395e-05,9.998422002612339e-05,upregulated,1.974197173118589
AC022915.3,0.0979517,0.36827067,0.2659775,-1.9106239,-4.275722980499268,3.9004392004632274e-05,9.998446002943208e-05,downregulated,1.974197173118589
AC093725.2,0.14364897,0.045454547,3.1602767,1.6600509,4.2064127922058105,3.903295871917722e-05,0.00010005306550267753,upregulated,1.974197173118589
MED15P1,0.02393358,0.0,2393359.0,21.190605,4.130345821380615,3.907443748086694e-05,0.00010015476051921912,upregulated,1.974197173118589
ZNF616,9.508244,9.750077,0.9751967,-0.036234822,-4.238086223602295,3.907655869003833e-05,0.00010015557036511718,non-significant,1.974197173118589
MS4A6E,0.93768793,1.8257711,0.5135846,-0.9613261,-4.272921562194824,3.908110172185405e-05,0.00010016258712655162,non-significant,1.974197173118589
AC018712.1,0.22650635,0.5860977,0.3864652,-1.3715897,-4.274941921234131,3.909645606078637e-05,0.00010019731071010846,downregulated,1.974197173118589
AP003068.2,6.210635,5.7562413,1.0789393,0.10961373,4.251327991485596,3.910614506665438e-05,0.00010021751250856783,non-significant,1.974197173118589
AL161669.2,0.38232204,0.16965254,2.253559,1.1722053,4.223089694976807,3.919721433417792e-05,0.00010044625640924669,upregulated,1.974197173118589
ARL14EPP1,0.5612831,0.3137252,1.7890916,0.83922726,4.225706100463867,3.9204900655792194e-05,0.0001004613130286523,non-significant,1.974197173118589
ZNF184,9.514933,9.241651,1.0295707,0.0420429,4.244104862213135,3.92260701846006e-05,0.00010050848435215679,non-significant,1.974197173118589
ZNF75D,9.935067,10.165747,0.97730815,-0.033114564,-4.232571125030518,3.9226932438306614e-05,0.00010050848435215679,non-significant,1.974197173118589
AL357513.1,0.12866575,0.036363635,3.5383074,1.8230594,4.189180374145508,3.924508606174208e-05,0.00010055035442437657,upregulated,1.974197173118589
ADPRHL1,8.536668,8.190835,1.0422219,0.059662484,4.234688758850098,3.925388936329073e-05,0.00010056826515240682,non-significant,1.974197173118589
AC069307.1,4.043516,3.6461318,1.1089879,0.14924365,4.251006603240967,3.932378244942423e-05,0.00010074267871694017,non-significant,1.974197173118589
PRB2,0.38133246,0.15901685,2.398063,1.2618695,4.183004379272461,3.943304390216678e-05,0.00010101792841539515,upregulated,1.974197173118589
PROSER1,11.43475,11.201104,1.0208591,0.029783789,4.222676753997803,3.944121134407659e-05,0.00010103418623000135,non-significant,1.974197173118589
AC244157.2,0.86989796,0.50691146,1.7160748,0.77911246,4.232384204864502,3.9511006604900744e-05,0.00010120830354309494,non-significant,1.974197173118589
RNA5SP364,0.4653073,0.24477103,1.9009899,0.92675084,4.228940486907959,3.955192368367236e-05,0.00010130843610203799,non-significant,1.974197173118589
AC016745.2,0.87672526,0.55919445,1.5678362,0.6487748,4.230869770050049,3.956716541465396e-05,0.00010134279752573758,non-significant,1.974197173118589
LINC02844,0.416829,0.19022557,2.191235,1.1317443,4.213356018066406,3.9587612895832995e-05,0.00010139048857265324,upregulated,1.974197173118589
AC025272.1,0.021836987,0.0,2183699.5,21.058342,4.12725830078125,3.9594134014305974e-05,0.00010140250912217584,upregulated,1.974197173118589
AC109583.1,1.6496743,2.3043938,0.7158821,-0.48220605,-4.2514824867248535,3.961138076812568e-05,0.0001014419961694799,non-significant,1.974197173118589
CEP20,11.387304,11.190482,1.0175884,0.025154097,4.217797756195068,3.962265396179247e-05,0.00010146618240481172,non-significant,1.974197173118589
CENATAC-DT,6.0929976,6.3640366,0.9574108,-0.06279,-4.211120128631592,3.9625421475064276e-05,0.0001014685859612557,non-significant,1.974197173118589
FOXC2,5.9616976,6.481933,0.9197407,-0.12070095,-4.22592306137085,3.96659139843929e-05,0.0001015675870150052,non-significant,1.974197173118589
ARID1A,13.06201,12.83244,1.0178897,0.025581291,4.22510290145874,3.971375708929374e-05,0.00010168539982065796,non-significant,1.974197173118589
AC010624.5,1.4310994,1.8611325,0.7689401,-0.3790569,-4.2434515953063965,3.973281060622625e-05,0.00010172949062870611,non-significant,1.974197173118589
MXRA5Y,5.888192,5.124496,1.1490285,0.20041463,4.238401889801025,3.980986497210289e-05,0.00010192207238819882,non-significant,1.974197173118589
TRAPPC3,11.744534,11.575675,1.0145874,0.020893153,4.225816249847412,3.987168927524873e-05,0.00010207507794165289,non-significant,1.974197173118589
AC090539.1,0.046372727,0.0,4637274.0,22.144846,4.12561559677124,3.9873307302658644e-05,0.00010207507794165289,upregulated,1.974197173118589
AC106045.1,4.6095304,3.7597873,1.2260083,0.29396874,4.241580963134766,3.9939214917686395e-05,0.00010223908289730269,non-significant,1.974197173118589
SDHCP4,0.86752486,0.55451655,1.5644706,0.6456746,4.236110210418701,4.00177559495098e-05,0.00010243541109526638,non-significant,1.974197173118589
CACNA1I,5.9937367,5.4654007,1.0966692,0.1331284,4.21123743057251,4.0054962743135755e-05,0.00010252592078381414,non-significant,1.974197173118589
MIR449B,0.02441903,0.0,2441904.0,21.219576,4.124530792236328,4.0058691533051907e-05,0.00010253073474136002,upregulated,1.974197173118589
PCLO,9.630638,10.110961,0.95249486,-0.07021679,-4.224809646606445,4.0078324168531914e-05,0.00010257625247359647,non-significant,1.974197173118589
RNA5SP217,1.1165441,1.5917705,0.7014479,-0.51159215,-4.253779888153076,4.013200884701481e-05,0.00010270891460616208,non-significant,1.974197173118589
ZNF23,4.661469,5.0505743,0.9229582,-0.11566279,-4.240612983703613,4.014505488897061e-05,0.0001027375637824664,non-significant,1.974197173118589
AC004076.2,5.650419,5.254033,1.0754442,0.1049327,4.248428821563721,4.018838789913e-05,0.00010284371589685114,non-significant,1.974197173118589
ME2,11.043938,10.827229,1.0200152,0.028590707,4.195645332336426,4.027063536728488e-05,0.00010304943730348992,non-significant,1.974197173118589
DPPA2P3,0.2796293,0.1197266,2.335565,1.2237717,4.210531234741211,4.031202822206724e-05,0.00010315060076378057,upregulated,1.974197173118589
AC139493.2,0.9439878,0.5823247,1.6210678,0.69694436,4.220273971557617,4.0364005990122544e-05,0.00010327883836793795,non-significant,1.974197173118589
PROCA1,6.8956747,6.608505,1.0434546,0.06136789,4.212046146392822,4.036776802967404e-05,0.0001032837008986495,non-significant,1.974197173118589
CSMD2-AS1,0.15246035,0.045454547,3.3541272,1.7459373,4.170343399047852,4.038073720101257e-05,0.00010331211897220095,upregulated,1.974197173118589
AC145343.1,4.0915384,3.747519,1.0917993,0.12670763,4.210111141204834,4.042448397875867e-05,0.00010341498959411504,non-significant,1.974197173118589
PERM1,4.12456,3.416796,1.2071426,0.2715961,4.254127502441406,4.042467338369814e-05,0.00010341498959411504,non-significant,1.974197173118589
TRIM67-AS1,0.0673975,0.009090909,7.4137173,2.890197,4.140365123748779,4.042717807512465e-05,0.00010341662853227202,upregulated,1.974197173118589
AL356740.3,3.6966653,3.174903,1.1643397,0.21951199,4.227700233459473,4.046621987076132e-05,0.00010351172845358652,non-significant,1.974197173118589
ETF1P2,1.7370207,2.2418165,0.77482736,-0.3680532,-4.248150825500488,4.048503442378881e-05,0.00010355508113562946,non-significant,1.974197173118589
TRAV30,1.6394552,1.176667,1.3933043,0.47851044,4.229955673217773,4.0515433279562796e-05,0.00010362805948781264,non-significant,1.974197173118589
AC008080.2,0.39077917,0.7276747,0.5370245,-0.8969402,-4.250981330871582,4.0609770954492714e-05,0.00010386456262932214,non-significant,1.974197173118589
SCYL2,11.958562,11.707365,1.0214564,0.03062757,4.223127841949463,4.0708345646759326e-05,0.00010411188016789781,non-significant,1.974197173118589
KCNMA1-AS1,2.597673,3.2069242,0.8100201,-0.3039704,-4.233860015869141,4.072905145380201e-05,0.00010416003386452177,non-significant,1.974197173118589
SNORD39,0.087507665,0.018181818,4.8129196,2.2669122,4.165559768676758,4.075397739956092e-05,0.00010421897516144917,upregulated,1.974197173118589
ARRDC2,10.605228,10.9163885,0.97149605,-0.041719973,-4.241435527801514,4.076862713642324e-05,0.00010425163318255721,non-significant,1.974197173118589
CRTC1P1,0.29270914,0.13636364,2.1465335,1.1020087,4.208757400512695,4.083229200279445e-05,0.00010440962162119353,upregulated,1.974197173118589
LINC01393,2.39304,2.8649206,0.83529013,-0.2596507,-4.240809440612793,4.0841266246891386e-05,0.00010442775607786589,non-significant,1.974197173118589
LINC00158,2.0229964,1.5843711,1.2768451,0.3525835,4.219076633453369,4.0927270125681375e-05,0.00010464283822170619,non-significant,1.974197173118589
AL035661.1,10.226352,9.416953,1.0859512,0.118959285,4.257533550262451,4.100248135242535e-05,0.00010483030716279071,non-significant,1.974197173118589
AP002954.1,3.5439348,2.9285522,1.210132,0.27516443,4.2443952560424805,4.10072793352892e-05,0.00010483774284695842,non-significant,1.974197173118589
MIR6512,0.47983098,0.8317736,0.57687694,-0.7936645,-4.251449108123779,4.1043803993443205e-05,0.00010492628539103443,non-significant,1.974197173118589
IFNA1,0.22164415,0.5315523,0.41697526,-1.2619663,-4.254084587097168,4.1052895980276055e-05,0.00010494469285286437,downregulated,1.974197173118589
KLHL9,11.77889,12.029001,0.97920763,-0.030313289,-4.210415840148926,4.109300221809524e-05,0.00010504237758293051,non-significant,1.974197173118589
HTRA2,9.924895,9.750847,1.0178496,0.02552435,4.209697723388672,4.114184651424126e-05,0.00010516238860217023,non-significant,1.974197173118589
ZMYM5,9.684176,9.930155,0.97522914,-0.036186855,-4.227645397186279,4.122049471928596e-05,0.00010535856661872224,non-significant,1.974197173118589
RBMXP3,1.1226679,0.7845678,1.4309381,0.5169613,4.2279839515686035,4.1230086920458925e-05,0.0001053782292507975,non-significant,1.974197173118589
MTND3P18,0.016589588,0.0,1658959.8,20.661848,4.117740154266357,4.1237900298940926e-05,0.00010539192181168645,upregulated,1.974197173118589
RNU6-225P,0.016589588,0.0,1658959.8,20.661848,4.117732524871826,4.123924352216837e-05,0.00010539192181168645,upregulated,1.974197173118589
KRT8P47,0.016589588,0.0,1658959.8,20.661848,4.1177215576171875,4.124117447839233e-05,0.00010539200184528819,upregulated,1.974197173118589
AL157385.2,0.7829854,1.1792824,0.6639507,-0.590852,-4.239364147186279,4.1247719459921536e-05,0.00010540387249027898,non-significant,1.974197173118589
FAM47C,0.5341178,0.9823572,0.5437104,-0.87908965,-4.248650074005127,4.126655218496875e-05,0.00010544714053159848,non-significant,1.974197173118589
OCSTAMP,1.0163699,0.6003436,1.6929804,0.7595653,4.221277236938477,4.132862715158622e-05,0.00010559628084568243,non-significant,1.974197173118589
AL133343.1,0.4207528,0.20840739,2.0188956,1.0135664,4.214254379272461,4.132872462658883e-05,0.00010559628084568243,upregulated,1.974197173118589
RBM15,9.614275,9.421651,1.0204449,0.029198242,4.21877908706665,4.135213301272814e-05,0.00010565122447829413,non-significant,1.974197173118589
AC018946.1,0.41949385,0.78211814,0.53635615,-0.8987368,-4.247405529022217,4.137026168184979e-05,0.00010569267443861791,non-significant,1.974197173118589
AL137779.1,1.7283447,2.084071,0.82931185,-0.2700134,-4.223964691162109,4.138257950115255e-05,0.00010571927571598026,non-significant,1.974197173118589
AL162493.1,0.7550586,1.3119153,0.5755391,-0.7970141,-4.238560199737549,4.141455970048979e-05,0.00010579610333286554,non-significant,1.974197173118589
CT45A1,0.2677843,0.06895421,3.8835087,1.9573607,4.128198623657227,4.1430868921687825e-05,0.0001058328932167798,upregulated,1.974197173118589
CYB5RL,8.743019,8.9754095,0.9741081,-0.037846215,-4.206603527069092,4.1508503557512694e-05,0.000106026324924991,non-significant,1.974197173118589
AL139123.1,3.1325881,2.6927972,1.1633213,0.21824956,4.238043308258057,4.1511808542982556e-05,0.00010602988527069068,non-significant,1.974197173118589
AC174469.1,0.5137654,0.2536554,2.0254462,1.0182397,4.195069313049316,4.151699726977905e-05,0.00010603825653840998,upregulated,1.974197173118589
AC004817.1,0.18249375,0.4742868,0.38477513,-1.3779125,-4.250582218170166,4.152198684348934e-05,0.00010604611840338759,downregulated,1.974197173118589
AFM,0.2568053,0.5741387,0.44728792,-1.1607243,-4.243522644042969,4.1561799548932735e-05,0.00010614291286019095,downregulated,1.974197173118589
TLR2,9.846573,10.228036,0.9627042,-0.05483554,-4.225471496582031,4.1686732344761006e-05,0.00010645707297985457,non-significant,1.974197173118589
SLC35E3,10.457728,10.214307,1.0238315,0.033978283,4.210066795349121,4.175647843817272e-05,0.00010663027818051286,non-significant,1.974197173118589
SLC22A17,10.3892145,10.817994,0.9603642,-0.058346435,-4.220376968383789,4.1766458111921485e-05,0.00010665085359457837,non-significant,1.974197173118589
AC016877.1,0.57031286,0.97537786,0.58470964,-0.7742077,-4.246208190917969,4.18569858376227e-05,0.00010687282902440699,non-significant,1.974197173118589
COX6B2,4.008143,4.741692,0.84529805,-0.24246797,-4.232412338256836,4.185724048073791e-05,0.00010687282902440699,non-significant,1.974197173118589
AC093157.2,3.2614882,2.8334763,1.1510555,0.20295733,4.240608215332031,4.187039739338493e-05,0.00010690150241072232,non-significant,1.974197173118589
AC108067.1,0.17950618,0.059863295,2.9986014,1.5842898,4.187580108642578,4.199921712255241e-05,0.00010722546435779338,upregulated,1.974197173118589
OR52A4P,0.03257361,0.0,3257362.2,21.635273,4.113264083862305,4.203313594148336e-05,0.00010730712230965842,upregulated,1.974197173118589
MKRN2OS,6.464193,5.9585295,1.0848638,0.1175139,4.229867935180664,4.210300746841316e-05,0.00010748055281588195,non-significant,1.974197173118589
SNX7,10.137186,10.385016,0.9761358,-0.03484624,-4.1879658699035645,4.228107152440354e-05,0.0001079301485310531,non-significant,1.974197173118589
SH2D3A,9.728407,9.069308,1.0726736,0.1012111,4.2574872970581055,4.232551445517604e-05,0.00010803862626975693,non-significant,1.974197173118589
LINC01831,0.037175756,0.0,3717576.8,21.825932,4.111621379852295,4.232862310164802e-05,0.00010804159043427643,upregulated,1.974197173118589
AC027796.5,1.4785975,1.9480677,0.7590073,-0.3978144,-4.235222339630127,4.2418957145579746e-05,0.00010826718233596008,non-significant,1.974197173118589
AC002347.1,1.2242792,1.6493986,0.74225795,-0.43000746,-4.236579895019531,4.245952866757561e-05,0.0001083657489408913,non-significant,1.974197173118589
ULK4P3,0.6020611,1.0457464,0.57572377,-0.79655135,-4.244497776031494,4.250145736675159e-05,0.00010846777012316013,non-significant,1.974197173118589
AF117829.2,0.41008794,0.18692948,2.1938107,1.1334391,4.1987624168396,4.257917212150327e-05,0.00010866110714356032,upregulated,1.974197173118589
UBBP3,0.26926318,0.11063569,2.433782,1.2832,4.186399936676025,4.258658442989013e-05,0.00010867502433974078,upregulated,1.974197173118589
HMGN2P47,0.013759399,0.22281614,0.061752297,-4.0173635,-4.262684345245361,4.263679841547283e-05,0.00010879815914315301,downregulated,1.974197173118589
AC106786.1,4.529749,4.106258,1.1031331,0.14160685,4.2037224769592285,4.264227085898354e-05,0.00010880711894662221,non-significant,1.974197173118589
CTD-2194D22.4,0.64274967,1.0903281,0.58950114,-0.76243347,-4.233419418334961,4.271408417361046e-05,0.0001089853472200105,non-significant,1.974197173118589
STPG2,3.3469286,3.7949252,0.8819485,-0.18123373,-4.2253546714782715,4.272989397832913e-05,0.00010902067224270867,non-significant,1.974197173118589
NARS2,9.952431,9.734484,1.0223892,0.03194446,4.1845173835754395,4.2734857282250086e-05,0.00010902832162325186,non-significant,1.974197173118589
AC027612.1,0.7972972,1.3159399,0.60587656,-0.7229042,-4.247509002685547,4.274976947041061e-05,0.00010906135146081669,non-significant,1.974197173118589
IRX3,12.002611,11.336177,1.0587883,0.08241416,4.249164581298828,4.289693781729251e-05,0.00010943176890304342,non-significant,1.974197173118589
RHBDF1P1,0.4473666,0.24322626,1.8393021,0.87915844,4.204658508300781,4.297514995306883e-05,0.00010962625037455786,non-significant,1.974197173118589
PRSS21,5.295625,6.2566967,0.84639317,-0.24060012,-4.216129302978516,4.299856124787205e-05,0.0001096809277256065,non-significant,1.974197173118589
ITLN1,1.2176092,2.1219163,0.57382524,-0.8013167,-4.250909328460693,4.300096493210942e-05,0.00010968201620309092,non-significant,1.974197173118589
AC093916.1,1.1153213,1.6338645,0.68262774,-0.55082905,-4.225239276885986,4.303191879192424e-05,0.00010975592380360227,non-significant,1.974197173118589
APCS,0.0814253,0.009090909,8.956774,3.1629791,4.1115522384643555,4.306360710829034e-05,0.00010982877358929384,upregulated,1.974197173118589
AL512604.2,2.0435529,1.5546864,1.3144469,0.39445588,4.224334239959717,4.30644401705389e-05,0.00010982877358929384,non-significant,1.974197173118589
AC025271.1,0.42669812,0.8276312,0.5155656,-0.95577216,-4.244419574737549,4.30771021148717e-05,0.00010985601587373394,non-significant,1.974197173118589
MIR4689,0.1850491,0.4779117,0.38720357,-1.3688358,-4.248536109924316,4.314609049244702e-05,0.00011002689375441078,downregulated,1.974197173118589
SCYGR6,0.014863102,0.28641188,0.051894188,-4.2682834,-4.260691165924072,4.3151397711308684e-05,0.00011003536999693919,downregulated,1.974197173118589
MMAB,10.348881,10.577327,0.9784023,-0.031500276,-4.207870960235596,4.325741084530405e-05,0.00011030063212140218,non-significant,1.974197173118589
MYBPH,3.2816854,2.6496704,1.2385259,0.308624,4.224410057067871,4.326830273783576e-05,0.00011032333452342148,non-significant,1.974197173118589
AL049697.1,3.6605883,4.202937,0.8709596,-0.19932233,-4.229484558105469,4.3288422320650865e-05,0.00011036956205651242,non-significant,1.974197173118589
MTND6P29,0.022228532,0.0,2222854.0,21.083982,4.106329917907715,4.329391845824947e-05,0.00011037850264526817,upregulated,1.974197173118589
TRBV24-1,2.274551,1.6756636,1.357403,0.44084913,4.220447063446045,4.333294123001477e-05,0.00011047291514756086,non-significant,1.974197173118589
AC105424.1,0.02107533,0.0,2107534.0,21.007124,4.105746269226074,4.340166199515219e-05,0.00011064302750039257,upregulated,1.974197173118589
MAN1A2,12.015456,12.284455,0.9781025,-0.031942427,-4.208627700805664,4.349654393694762e-05,0.00011087981334413959,non-significant,1.974197173118589
AP005136.3,3.9812121,3.607517,1.1035879,0.1422015,4.2194600105285645,4.358501676795713e-05,0.00011110024030720246,non-significant,1.974197173118589
RPL37P13,0.114633396,0.34940535,0.32808143,-1.6078742,-4.2455949783325195,4.363701861258782e-05,0.00011122319616378209,downregulated,1.974197173118589
AC009522.1,1.464216,2.0119174,0.72777146,-0.45844263,-4.225506782531738,4.363726227283786e-05,0.00011122319616378209,non-significant,1.974197173118589
AC073210.3,6.38954,5.8232827,1.0972402,0.1338794,4.197388648986816,4.378412828753907e-05,0.00011159240340833645,non-significant,1.974197173118589
SLC18A3,0.27934712,0.09245386,3.0214758,1.5952533,4.146271705627441,4.39275712466768e-05,0.00011195285280746148,upregulated,1.974197173118589
AL355376.2,0.02052348,0.0,2052348.9,20.968845,4.102757453918457,4.395741118455554e-05,0.00011202375620207356,upregulated,1.974197173118589
IER2,11.677503,12.1038265,0.96477777,-0.05173143,-4.227252006530762,4.396367023332472e-05,0.00011203456086283842,non-significant,1.974197173118589
ZNF410,4.6758657,5.030381,0.92952514,-0.10543422,-4.211738586425781,4.397093498132994e-05,0.0001120479272811035,non-significant,1.974197173118589
CCDC168,2.9071624,2.5012784,1.1622707,0.21694608,4.201652526855469,4.399988514160914e-05,0.00011211654928840652,non-significant,1.974197173118589
TSPYL6,0.8221084,1.26997,0.6473447,-0.62739396,-4.225187301635742,4.400451346551602e-05,0.00011212319312330433,non-significant,1.974197173118589
AC100860.1,1.575604,2.1131732,0.7456104,-0.42350608,-4.214189529418945,4.401561229220109e-05,0.00011214632238674243,non-significant,1.974197173118589
AL391294.1,1.6064911,2.0363336,0.78891355,-0.34206086,-4.221797466278076,4.4108196166578334e-05,0.00011237516714175619,non-significant,1.974197173118589
