"","SpeciesName","Species","Genus","Family","WoodDensity","TaxonName"
"2292","Delonix regia","regia","Delonix","Leguminosae",0.574076769230769,"Leguminosae_Delonix_regia"
"2293","Derris dalbergioides","microphylla","Derris","Leguminosae",0.68,"Leguminosae_Derris_microphylla"
"2294","Derris microphylla","microphylla","Derris","Leguminosae",0.626,"Leguminosae_Derris_microphylla"
"2295","Detarium macrocarpum","macrocarpum","Detarium","Leguminosae",0.564285714285714,"Leguminosae_Detarium_macrocarpum"
"2296","Dialium cochinchinense","cochinchinense","Dialium","Leguminosae",0.878222222222222,"Leguminosae_Dialium_cochinchinense"
"2297","Dialium guianense","guianense","Dialium","Leguminosae",0.853258865283019,"Leguminosae_Dialium_guianense"
"2298","Dichrostachys cinerea","cinerea","Dichrostachys","Leguminosae",0.922575,"Leguminosae_Dichrostachys_cinerea"
"2299","Dicorynia guianensis","guianensis","Dicorynia","Leguminosae",0.633024986495049,"Leguminosae_Dicorynia_guianensis"
"2300","Dicymbe altsonii","altsonii","Dicymbe","Leguminosae",0.756674285714286,"Leguminosae_Dicymbe_altsonii"
"2301","Dicymbe corymbosa","corymbosa","Dicymbe","Leguminosae",0.757786666666667,"Leguminosae_Dicymbe_corymbosa"
"2302","Didelotia africana","africana","Didelotia","Leguminosae",0.661501348,"Leguminosae_Didelotia_africana"
"2303","Didelotia letouzeyi","letouzeyi","Didelotia","Leguminosae",0.520840272470588,"Leguminosae_Didelotia_letouzeyi"
"2304","Dinizia excelsa","excelsa","Dinizia","Leguminosae",0.899786111111111,"Leguminosae_Dinizia_excelsa"
"2305","Diphysa americana","americana","Diphysa","Leguminosae",0.66841839025,"Leguminosae_Diphysa_americana"
"2306","Diphysa thurberi","thurberi","Diphysa","Leguminosae",0.98,"Leguminosae_Diphysa_thurberi"
"2307","Diplotropis martiusii","martiusii","Diplotropis","Leguminosae",0.651818181818182,"Leguminosae_Diplotropis_martiusii"
"2308","Diplotropis purpurea","purpurea","Diplotropis","Leguminosae",0.762292069438597,"Leguminosae_Diplotropis_purpurea"
"2309","Dipteryx alata","alata","Dipteryx","Leguminosae",0.954281770857143,"Leguminosae_Dipteryx_alata"
"2310","Dipteryx odorata","odorata","Dipteryx","Leguminosae",0.919211981580645,"Leguminosae_Dipteryx_odorata"
"2311","Dipteryx oleifera","oleifera","Dipteryx","Leguminosae",0.79547194547619,"Leguminosae_Dipteryx_oleifera"
"2312","Dipteryx polyphylla","polyphylla","Dipteryx","Leguminosae",0.8813555556,"Leguminosae_Dipteryx_polyphylla"
"2313","Dipteryx punctata","punctata","Dipteryx","Leguminosae",0.911428571428571,"Leguminosae_Dipteryx_punctata"
"2314","Distemonanthus benthamianus","benthamianus","Distemonanthus","Leguminosae",0.606117206980392,"Leguminosae_Distemonanthus_benthamianus"
"2315","Dussia atropurpurea","atropurpurea","Dussia","Leguminosae",0.604119091,"Leguminosae_Dussia_atropurpurea"
"2316","Dussia discolor","discolor","Dussia","Leguminosae",0.550223060444444,"Leguminosae_Dussia_discolor"
"2317","Dussia lehmannii","lehmannii","Dussia","Leguminosae",0.59,"Leguminosae_Dussia_lehmannii"
"2318","Dussia macroprophyllata","macroprophyllata","Dussia","Leguminosae",0.5577487812,"Leguminosae_Dussia_macroprophyllata"
"2319","Ebenopsis ebano","ebano","Ebenopsis","Leguminosae",0.9096,"Leguminosae_Ebenopsis_ebano"
"2320","Elizabetha paraensis","paraensis","Elizabetha","Leguminosae",0.82,"Leguminosae_Elizabetha_paraensis"
"2321","Endertia spectabilis","spectabilis","Endertia","Leguminosae",0.55,"Leguminosae_Endertia_spectabilis"
"2322","Entada polystachya","polystachya","Entada","Leguminosae",0.42,"Leguminosae_Entada_polystachya"
"2323","Enterolobium cyclocarpum","cyclocarpum","Enterolobium","Leguminosae",0.387752740971429,"Leguminosae_Enterolobium_cyclocarpum"
"2324","Enterolobium gummiferum","gummiferum","Enterolobium","Leguminosae",0.61,"Leguminosae_Enterolobium_gummiferum"
"2325","Enterolobium timbouva","timbouva","Enterolobium","Leguminosae",0.531,"Leguminosae_Enterolobium_timbouva"
"2326","Eperua falcata","falcata","Eperua","Leguminosae",0.709016632653061,"Leguminosae_Eperua_falcata"
"2327","Eperua grandiflora","grandiflora","Eperua","Leguminosae",0.739856,"Leguminosae_Eperua_grandiflora"
"2328","Eperua rubiginosa","rubiginosa","Eperua","Leguminosae",0.724387826086957,"Leguminosae_Eperua_rubiginosa"
"2329","Erythrina costaricensis","costaricensis","Erythrina","Leguminosae",0.504308150333333,"Leguminosae_Erythrina_costaricensis"
"2330","Erythrina lysistemon","lysistemon","Erythrina","Leguminosae",0.331323333333333,"Leguminosae_Erythrina_lysistemon"
"2331","Erythrina vespertilio","vespertilio","Erythrina","Leguminosae",0.163726666666667,"Leguminosae_Erythrina_vespertilio"
"2332","Erythrophleum africanum","africanum","Erythrophleum","Leguminosae",0.851957,"Leguminosae_Erythrophleum_africanum"
"2333","Erythrophleum chlorostachys","chlorostachys","Erythrophleum","Leguminosae",1.0520476333,"Leguminosae_Erythrophleum_chlorostachys"
"2334","Erythrophleum fordii","fordii","Erythrophleum","Leguminosae",0.787833333333333,"Leguminosae_Erythrophleum_fordii"
"2335","Erythrophleum ivorense","ivorense","Erythrophleum","Leguminosae",0.767540136,"Leguminosae_Erythrophleum_ivorense"
"2336","Erythrophleum guineense","suaveolens","Erythrophleum","Leguminosae",0.961,"Leguminosae_Erythrophleum_suaveolens"
"2337","Erythrophleum suaveolens","suaveolens","Erythrophleum","Leguminosae",0.831945459933333,"Leguminosae_Erythrophleum_suaveolens"
"2338","Etaballia dubia","dubia","Etaballia","Leguminosae",0.92,"Leguminosae_Etaballia_dubia"
"2339","Faidherbia albida","albida","Faidherbia","Leguminosae",0.568017077909091,"Leguminosae_Faidherbia_albida"
"2340","Fillaeopsis discophora","discophora","Fillaeopsis","Leguminosae",0.493904843538462,"Leguminosae_Fillaeopsis_discophora"
"2341","Fissicalyx fendleri","fendleri","Fissicalyx","Leguminosae",0.610140046333333,"Leguminosae_Fissicalyx_fendleri"
"2342","Fordia splendidissima","splendidissima","Fordia","Leguminosae",0.64,"Leguminosae_Fordia_splendidissima"
"2343","Geoffroea decorticans","decorticans","Geoffroea","Leguminosae",0.544485714285714,"Leguminosae_Geoffroea_decorticans"
"2344","Geoffroea spinosa","spinosa","Geoffroea","Leguminosae",0.672422222222222,"Leguminosae_Geoffroea_spinosa"
"2345","Gilbertiodendron brachystegioides","brachystegioides","Gilbertiodendron","Leguminosae",0.6239375175,"Leguminosae_Gilbertiodendron_brachystegioides"
"2346","Gilbertiodendron dewevrei","dewevrei","Gilbertiodendron","Leguminosae",0.689443966833333,"Leguminosae_Gilbertiodendron_dewevrei"
"2347","Gilbertiodendron ivorense","ivorense","Gilbertiodendron","Leguminosae",0.668492936,"Leguminosae_Gilbertiodendron_ivorense"
"2348","Gilbertiodendron klainei","klainei","Gilbertiodendron","Leguminosae",0.6491039325,"Leguminosae_Gilbertiodendron_klainei"
"2349","Gilbertiodendron limba","limba","Gilbertiodendron","Leguminosae",0.589856666666667,"Leguminosae_Gilbertiodendron_limba"
"2350","Gilbertiodendron mayombense","mayombense","Gilbertiodendron","Leguminosae",0.650779096,"Leguminosae_Gilbertiodendron_mayombense"
"2351","Gilbertiodendron preussii","preussii","Gilbertiodendron","Leguminosae",0.673535555555556,"Leguminosae_Gilbertiodendron_preussii"
"2352","Gilbertiodendron splendidum","splendidum","Gilbertiodendron","Leguminosae",0.60333805,"Leguminosae_Gilbertiodendron_splendidum"
"2353","Gleditsia sinensis","sinensis","Gleditsia","Leguminosae",0.629627428571429,"Leguminosae_Gleditsia_sinensis"
"2354","Gleditsia triacanthos","triacanthos","Gleditsia","Leguminosae",0.623333333333333,"Leguminosae_Gleditsia_triacanthos"
"2355","Gliricidia sepium","sepium","Gliricidia","Leguminosae",0.606860538571429,"Leguminosae_Gliricidia_sepium"
"2356","Goniorrhachis marginata","marginata","Goniorrhachis","Leguminosae",1.01,"Leguminosae_Goniorrhachis_marginata"
"2357","Guibourtia coleosperma","coleosperma","Guibourtia","Leguminosae",0.642657666666667,"Leguminosae_Guibourtia_coleosperma"
"2358","Guibourtia conjugata","conjugata","Guibourtia","Leguminosae",0.925716666666667,"Leguminosae_Guibourtia_conjugata"
"2359","Guibourtia ehie","ehie","Guibourtia","Leguminosae",0.707221699283019,"Leguminosae_Guibourtia_ehie"
"2360","Guibourtia hymenaefolia","hymenaefolia","Guibourtia","Leguminosae",1,"Leguminosae_Guibourtia_hymenaefolia"
"2361","Guibourtia pellegriniana","pellegriniana","Guibourtia","Leguminosae",0.771456456941176,"Leguminosae_Guibourtia_pellegriniana"
"2362","Haematoxylum brasiletto","brasiletto","Haematoxylum","Leguminosae",0.908,"Leguminosae_Haematoxylum_brasiletto"
"2363","Haematoxylum campechianum","campechianum","Haematoxylum","Leguminosae",0.926875,"Leguminosae_Haematoxylum_campechianum"
"2364","Haplormosia monophylla","monophylla","Haplormosia","Leguminosae",0.774712596117647,"Leguminosae_Haplormosia_monophylla"
"2365","Hardwickia binata","binata","Hardwickia","Leguminosae",0.728,"Leguminosae_Hardwickia_binata"
"2366","Holocalyx balansae","balansae","Holocalyx","Leguminosae",0.859026666666667,"Leguminosae_Holocalyx_balansae"
"2367","Hydrochorea corymbosa","corymbosa","Hydrochorea","Leguminosae",0.4677466666,"Leguminosae_Hydrochorea_corymbosa"
"2368","Hylodendron gabunense","gabunense","Hylodendron","Leguminosae",0.777355798,"Leguminosae_Hylodendron_gabunense"
"2369","Hymenaea courbaril","courbaril","Hymenaea","Leguminosae",0.7320859944,"Leguminosae_Hymenaea_courbaril"
"2370","Hymenaea davisii","oblongifolia","Hymenaea","Leguminosae",0.67,"Leguminosae_Hymenaea_oblongifolia"
"2371","Hymenaea oblongifolia","oblongifolia","Hymenaea","Leguminosae",0.730158310888889,"Leguminosae_Hymenaea_oblongifolia"
"2372","Hymenaea palustris","oblongifolia","Hymenaea","Leguminosae",0.73,"Leguminosae_Hymenaea_oblongifolia"
"2373","Hymenaea verrucosa","verrucosa","Hymenaea","Leguminosae",0.7319,"Leguminosae_Hymenaea_verrucosa"
"2374","Hymenolobium flavum","flavum","Hymenolobium","Leguminosae",0.687306666666667,"Leguminosae_Hymenolobium_flavum"
"2375","Hymenolobium petraeum","petraeum","Hymenolobium","Leguminosae",0.707692307692308,"Leguminosae_Hymenolobium_petraeum"
"2376","Hymenolobium sericeum","sericeum","Hymenolobium","Leguminosae",0.67,"Leguminosae_Hymenolobium_sericeum"
"2377","Hymenostegia afzelii","afzelii","Hymenostegia","Leguminosae",0.824,"Leguminosae_Hymenostegia_afzelii"
"2378","Hymenostegia pellegrinii","pellegrinii","Hymenostegia","Leguminosae",0.8334052316,"Leguminosae_Hymenostegia_pellegrinii"
"2379","Inga acreana","acreana","Inga","Leguminosae",0.518992248,"Leguminosae_Inga_acreana"
"2380","Inga acrocephala","acrocephala","Inga","Leguminosae",0.54186365775,"Leguminosae_Inga_acrocephala"
"2381","Inga acuminata","acuminata","Inga","Leguminosae",0.32222368675,"Leguminosae_Inga_acuminata"
"2382","Inga alba","alba","Inga","Leguminosae",0.585797059540541,"Leguminosae_Inga_alba"
"2383","Inga auristellae","auristellae","Inga","Leguminosae",0.571,"Leguminosae_Inga_auristellae"
"2384","Inga bourgonii","bourgonii","Inga","Leguminosae",0.545,"Leguminosae_Inga_bourgonii"
"2385","Inga capitata","capitata","Inga","Leguminosae",0.576505253375,"Leguminosae_Inga_capitata"
"2386","Inga chartacea","chartacea","Inga","Leguminosae",0.518476006181818,"Leguminosae_Inga_chartacea"
"2387","Inga chocoensis","chocoensis","Inga","Leguminosae",0.545586356,"Leguminosae_Inga_chocoensis"
"2388","Inga cinnamomea","cinnamomea","Inga","Leguminosae",0.6302315136,"Leguminosae_Inga_cinnamomea"
"2389","Inga cocleensis","cocleensis","Inga","Leguminosae",0.660845981,"Leguminosae_Inga_cocleensis"
"2390","Inga cylindrica","cylindrica","Inga","Leguminosae",0.534054006571429,"Leguminosae_Inga_cylindrica"
"2391","Inga edulis","edulis","Inga","Leguminosae",0.505257899,"Leguminosae_Inga_edulis"
"2392","Inga goldmanii","goldmanii","Inga","Leguminosae",0.5590199704,"Leguminosae_Inga_goldmanii"
"2393","Inga heterophylla","heterophylla","Inga","Leguminosae",0.5922,"Leguminosae_Inga_heterophylla"
"2394","Inga huberi","huberi","Inga","Leguminosae",0.53,"Leguminosae_Inga_huberi"
"2395","Inga laurina","laurina","Inga","Leguminosae",0.648850116727273,"Leguminosae_Inga_laurina"
"2396","Inga leiocalycina","leiocalycina","Inga","Leguminosae",0.5592662884,"Leguminosae_Inga_leiocalycina"
"2397","Inga multijuga","multijuga","Inga","Leguminosae",0.595981495,"Leguminosae_Inga_multijuga"
"2398","Inga nobilis","nobilis","Inga","Leguminosae",0.632794111444444,"Leguminosae_Inga_nobilis"
"2399","Inga oerstediana","oerstediana","Inga","Leguminosae",0.439374310375,"Leguminosae_Inga_oerstediana"
"2400","Inga paraensis","paraensis","Inga","Leguminosae",0.82,"Leguminosae_Inga_paraensis"
"2401","Inga pezizifera","pezizifera","Inga","Leguminosae",0.563091087769231,"Leguminosae_Inga_pezizifera"
"2402","Inga punctata","punctata","Inga","Leguminosae",0.525373484384615,"Leguminosae_Inga_punctata"
"2403","Inga fagifolia","ruiziana","Inga","Leguminosae",0.62,"Leguminosae_Inga_ruiziana"
"2404","Inga ruiziana","ruiziana","Inga","Leguminosae",0.613197585,"Leguminosae_Inga_ruiziana"
"2405","Inga sapindoides","sapindoides","Inga","Leguminosae",0.6082953174,"Leguminosae_Inga_sapindoides"
"2406","Inga marginata","semialata","Inga","Leguminosae",0.566428571428571,"Leguminosae_Inga_semialata"
"2407","Inga semialata","semialata","Inga","Leguminosae",0.568332627619048,"Leguminosae_Inga_semialata"
"2408","Inga sertulifera","sertulifera","Inga","Leguminosae",0.682448317083333,"Leguminosae_Inga_sertulifera"
"2409","Inga spectabilis","spectabilis","Inga","Leguminosae",0.531565958071429,"Leguminosae_Inga_spectabilis"
"2410","Inga stipularis","stipularis","Inga","Leguminosae",0.614857142857143,"Leguminosae_Inga_stipularis"
"2411","Inga tenuistipula","tenuistipula","Inga","Leguminosae",0.643365743,"Leguminosae_Inga_tenuistipula"
"2412","Inga thibaudiana","thibaudiana","Inga","Leguminosae",0.515829371142857,"Leguminosae_Inga_thibaudiana"
"2413","Inga umbellifera","umbellifera","Inga","Leguminosae",0.7053941337,"Leguminosae_Inga_umbellifera"
"2414","Inga vera","vera","Inga","Leguminosae",0.558958886045455,"Leguminosae_Inga_vera"
"2415","Inocarpus fagifer","fagifer","Inocarpus","Leguminosae",0.46807875,"Leguminosae_Inocarpus_fagifer"
"2416","Inocarpus fagiferus","fagifer","Inocarpus","Leguminosae",0.357,"Leguminosae_Inocarpus_fagifer"
"2417","Intsia bijuga","bijuga","Intsia","Leguminosae",0.712172152488889,"Leguminosae_Intsia_bijuga"
"2418","Berlinia niembaensis","angolensis","Isoberlinia","Leguminosae",0.68,"Leguminosae_Isoberlinia_angolensis"
"2419","Isoberlinia angolensis","angolensis","Isoberlinia","Leguminosae",0.68019,"Leguminosae_Isoberlinia_angolensis"
"2420","Isoberlinia doka","doka","Isoberlinia","Leguminosae",0.615766621272727,"Leguminosae_Isoberlinia_doka"
"2421","Isoberlinia scheffleri","scheffleri","Isoberlinia","Leguminosae",0.73372,"Leguminosae_Isoberlinia_scheffleri"
"2422","Julbernardia globiflora","globiflora","Julbernardia","Leguminosae",0.77306,"Leguminosae_Julbernardia_globiflora"
"2423","Julbernardia pellegriniana","pellegriniana","Julbernardia","Leguminosae",0.661505079106383,"Leguminosae_Julbernardia_pellegriniana"
"2424","Kingiodendron alternifolium","alternifolium","Kingiodendron","Leguminosae",0.498,"Leguminosae_Kingiodendron_alternifolium"
"2425","Hardwickia pinnata","pinnatum","Kingiodendron","Leguminosae",0.53,"Leguminosae_Kingiodendron_pinnatum"
"2426","Kingiodendron pinnatum","pinnatum","Kingiodendron","Leguminosae",0.53,"Leguminosae_Kingiodendron_pinnatum"
"2427","Lennea viridiflora","viridiflora","Lennea","Leguminosae",0.833599669666667,"Leguminosae_Lennea_viridiflora"
"2428","Leucaena diversifolia","diversifolia","Leucaena","Leguminosae",0.6,"Leguminosae_Leucaena_diversifolia"
"2429","Leucaena lanceolata","lanceolata","Leucaena","Leguminosae",0.94,"Leguminosae_Leucaena_lanceolata"
"2430","Leucaena leucocephala","leucocephala","Leucaena","Leguminosae",0.664023076923077,"Leguminosae_Leucaena_leucocephala"
"2431","Leucaena pulverulenta","pulverulenta","Leucaena","Leguminosae",0.52,"Leguminosae_Leucaena_pulverulenta"
"2432","Leucaena trichodes","trichodes","Leucaena","Leguminosae",0.65,"Leguminosae_Leucaena_trichodes"
"2433","Librevillea klainei","klainei","Librevillea","Leguminosae",0.924365506952381,"Leguminosae_Librevillea_klainei"
"2434","Loesenera kalantha","kalantha","Loesenera","Leguminosae",0.645833333333333,"Leguminosae_Loesenera_kalantha"
"2435","Lonchocarpus costaricensis","costaricensis","Lonchocarpus","Leguminosae",0.64,"Leguminosae_Lonchocarpus_costaricensis"
"2436","Lonchocarpus eriocarinalis","eriocarinalis","Lonchocarpus","Leguminosae",0.9450944,"Leguminosae_Lonchocarpus_eriocarinalis"
"2437","Lonchocarpus felipei","felipei","Lonchocarpus","Leguminosae",0.70871497,"Leguminosae_Lonchocarpus_felipei"
"2438","Lonchocarpus heptaphyllus","heptaphyllus","Lonchocarpus","Leguminosae",0.686448839476191,"Leguminosae_Lonchocarpus_heptaphyllus"
"2439","Lonchocarpus minimiflorus","minimiflorus","Lonchocarpus","Leguminosae",0.766169205285714,"Leguminosae_Lonchocarpus_minimiflorus"
"2440","Lonchocarpus parviflorus","parviflorus","Lonchocarpus","Leguminosae",0.89,"Leguminosae_Lonchocarpus_parviflorus"
"2441","Lonchocarpus rugosus","rugosus","Lonchocarpus","Leguminosae",0.64470333,"Leguminosae_Lonchocarpus_rugosus"
"2442","Lonchocarpus sericeus","sericeus","Lonchocarpus","Leguminosae",0.704734666666667,"Leguminosae_Lonchocarpus_sericeus"
"2443","Lysidice rhodostegia","rhodostegia","Lysidice","Leguminosae",0.52514,"Leguminosae_Lysidice_rhodostegia"
"2444","Lysiloma divaricatum","divaricatum","Lysiloma","Leguminosae",0.73283575,"Leguminosae_Lysiloma_divaricatum"
"2445","Lysiloma microphylla","microphylla","Lysiloma","Leguminosae",0.92,"Leguminosae_Lysiloma_microphylla"
"2446","Lysiloma microphyllum","microphylla","Lysiloma","Leguminosae",0.92,"Leguminosae_Lysiloma_microphylla"
"2447","Maackia amurensis","amurensis","Maackia","Leguminosae",0.542010062666667,"Leguminosae_Maackia_amurensis"
"2448","Machaerium arboreum","arboreum","Machaerium","Leguminosae",0.5979701805,"Leguminosae_Machaerium_arboreum"
"2449","Machaerium biovulatum","biovulatum","Machaerium","Leguminosae",0.693598903,"Leguminosae_Machaerium_biovulatum"
"2450","Machaerium hirtum","isadelphum","Machaerium","Leguminosae",0.66,"Leguminosae_Machaerium_isadelphum"
"2451","Machaerium isadelphum","isadelphum","Machaerium","Leguminosae",0.580256601,"Leguminosae_Machaerium_isadelphum"
"2452","Machaerium kegelii","kegelii","Machaerium","Leguminosae",0.4289646465,"Leguminosae_Machaerium_kegelii"
"2453","Machaerium lunatum","lunatum","Machaerium","Leguminosae",0.24,"Leguminosae_Machaerium_lunatum"
"2454","Machaerium milleflorum","milleflorum","Machaerium","Leguminosae",0.3846100375,"Leguminosae_Machaerium_milleflorum"
"2455","Machaerium millei","millei","Machaerium","Leguminosae",0.24,"Leguminosae_Machaerium_millei"
"2456","Machaerium seemannii","seemannii","Machaerium","Leguminosae",0.511337386,"Leguminosae_Machaerium_seemannii"
"2457","Macrolobium acaciifolium","acaciifolium","Macrolobium","Leguminosae",0.5470833333125,"Leguminosae_Macrolobium_acaciifolium"
"2458","Macrolobium bifolium","bifolium","Macrolobium","Leguminosae",0.65,"Leguminosae_Macrolobium_bifolium"
"2459","Martiodendron parviflorum","parviflorum","Martiodendron","Leguminosae",0.84113,"Leguminosae_Martiodendron_parviflorum"
"2460","Melanoxylon brauna","brauna","Melanoxylon","Leguminosae",1.038,"Leguminosae_Melanoxylon_brauna"
"2461","Microberlinia bisulcata","bisulcata","Microberlinia","Leguminosae",0.6501215266,"Leguminosae_Microberlinia_bisulcata"
"2462","Microberlinia brazzavillensis","brazzavillensis","Microberlinia","Leguminosae",0.687651573454545,"Leguminosae_Microberlinia_brazzavillensis"
"2463","Microlobius foetidus","foetidus","Microlobius","Leguminosae",0.71,"Leguminosae_Microlobius_foetidus"
"2464","Millettia leucantha","leucantha","Millettia","Leguminosae",0.884164666666667,"Leguminosae_Millettia_leucantha"
"2465","Millettia pendula","leucantha","Millettia","Leguminosae",0.87,"Leguminosae_Millettia_leucantha"
"2466","Millettia pulchra","pulchra","Millettia","Leguminosae",0.592245333333333,"Leguminosae_Millettia_pulchra"
"2467","Millettia stuhlmannii","stuhlmannii","Millettia","Leguminosae",0.8193326,"Leguminosae_Millettia_stuhlmannii"
"2468","Millettia xylocarpia","xylocarpia","Millettia","Leguminosae",0.58,"Leguminosae_Millettia_xylocarpia"
"2469","Mimosa pigra","pigra","Mimosa","Leguminosae",0.729,"Leguminosae_Mimosa_pigra"
"2470","Mimosa bracaatinga","scabrella","Mimosa","Leguminosae",0.85,"Leguminosae_Mimosa_scabrella"
"2471","Mimosa scabrella","scabrella","Mimosa","Leguminosae",0.591483636363636,"Leguminosae_Mimosa_scabrella"
"2472","Mimosa tenuiflora","tenuiflora","Mimosa","Leguminosae",1.0469539655,"Leguminosae_Mimosa_tenuiflora"
"2473","Monopteryx inpae","inpae","Monopteryx","Leguminosae",0.89,"Leguminosae_Monopteryx_inpae"
"2474","Monopteryx uaucu","uaucu","Monopteryx","Leguminosae",0.73,"Leguminosae_Monopteryx_uaucu"
"2475","Mora gonggrijpii","gonggrijpii","Mora","Leguminosae",0.7970996,"Leguminosae_Mora_gonggrijpii"
"2476","Mundulea sericea","sericea","Mundulea","Leguminosae",0.839316666666667,"Leguminosae_Mundulea_sericea"
"2477","Myrocarpus fastigiatus","fastigiatus","Myrocarpus","Leguminosae",0.9905,"Leguminosae_Myrocarpus_fastigiatus"
"2478","Myrocarpus frondosus","frondosus","Myrocarpus","Leguminosae",0.774101909034483,"Leguminosae_Myrocarpus_frondosus"
"2479","Myroxylon balsamum","balsamum","Myroxylon","Leguminosae",0.76911052034375,"Leguminosae_Myroxylon_balsamum"
"2480","Toluifera balsamum","balsamum","Myroxylon","Leguminosae",0.74,"Leguminosae_Myroxylon_balsamum"
"2481","Myroxylon peruiferum","peruiferum","Myroxylon","Leguminosae",0.821957894736842,"Leguminosae_Myroxylon_peruiferum"
"2482","Newtonia buchananii","buchananii","Newtonia","Leguminosae",0.492885623866667,"Leguminosae_Newtonia_buchananii"
"2483","Newtonia leucocarpa","leucocarpa","Newtonia","Leguminosae",0.600802406108108,"Leguminosae_Newtonia_leucocarpa"
"2484","Oddoniodendron micranthum","micranthum","Oddoniodendron","Leguminosae",0.918291512266667,"Leguminosae_Oddoniodendron_micranthum"
"2485","Oddoniodendron normandii","normandii","Oddoniodendron","Leguminosae",0.864,"Leguminosae_Oddoniodendron_normandii"
"2486","Ormocarpum kirkii","kirkii","Ormocarpum","Leguminosae",0.742121333333333,"Leguminosae_Ormocarpum_kirkii"
"2487","Ormosia arborea","arborea","Ormosia","Leguminosae",0.7,"Leguminosae_Ormosia_arborea"
"2488","Ormosia coccinea","coccinea","Ormosia","Leguminosae",0.617752001035714,"Leguminosae_Ormosia_coccinea"
"2489","Robinia coccinea","coccinea","Ormosia","Leguminosae",0.61,"Leguminosae_Ormosia_coccinea"
"2490","Ormosia coutinhoi","coutinhoi","Ormosia","Leguminosae",0.591293333333333,"Leguminosae_Ormosia_coutinhoi"
"2491","Ormosia excelsa","excelsa","Ormosia","Leguminosae",0.61,"Leguminosae_Ormosia_excelsa"
"2492","Ormosia henryi","henryi","Ormosia","Leguminosae",0.4845,"Leguminosae_Ormosia_henryi"
"2493","Ormosia hosiei","hosiei","Ormosia","Leguminosae",0.651468,"Leguminosae_Ormosia_hosiei"
"2494","Ormosia krugii","krugii","Ormosia","Leguminosae",0.5,"Leguminosae_Ormosia_krugii"
"2495","Ormosia macrocalyx","macrocalyx","Ormosia","Leguminosae",0.578707111,"Leguminosae_Ormosia_macrocalyx"
"2496","Ormosia paraensis","paraensis","Ormosia","Leguminosae",0.664404761904762,"Leguminosae_Ormosia_paraensis"
"2497","Ormosia semicastrata","semicastrata","Ormosia","Leguminosae",0.6363384,"Leguminosae_Ormosia_semicastrata"
"2498","Ormosia stipularis","stipularis","Ormosia","Leguminosae",0.56953125,"Leguminosae_Ormosia_stipularis"
"2499","Ormosia sumatrana","sumatrana","Ormosia","Leguminosae",0.593333333333333,"Leguminosae_Ormosia_sumatrana"
"2500","Ormosia yunnanensis","sumatrana","Ormosia","Leguminosae",0.764,"Leguminosae_Ormosia_sumatrana"
"2501","Pachyelasma tessmannii","tessmannii","Pachyelasma","Leguminosae",0.738070551333333,"Leguminosae_Pachyelasma_tessmannii"
"2502","Paramachaerium schomburgkii","schomburgkii","Paramachaerium","Leguminosae",0.75,"Leguminosae_Paramachaerium_schomburgkii"
"2503","Parapiptadenia excelsa","excelsa","Parapiptadenia","Leguminosae",0.715690909090909,"Leguminosae_Parapiptadenia_excelsa"
"2504","Parapiptadenia pterosperma","pterosperma","Parapiptadenia","Leguminosae",0.89,"Leguminosae_Parapiptadenia_pterosperma"
"2505","Parapiptadenia rigida","rigida","Parapiptadenia","Leguminosae",0.784635989142857,"Leguminosae_Parapiptadenia_rigida"
"2506","Piptadenia rigida","rigida","Parapiptadenia","Leguminosae",0.78725,"Leguminosae_Parapiptadenia_rigida"
"2507","Pararchidendron pruinosum","pruinosum","Pararchidendron","Leguminosae",0.52514,"Leguminosae_Pararchidendron_pruinosum"
"2508","Parkia multijuga","multijuga","Parkia","Leguminosae",0.401038476478261,"Leguminosae_Parkia_multijuga"
"2509","Parkia speciosa","speciosa","Parkia","Leguminosae",0.395,"Leguminosae_Parkia_speciosa"
"2510","Parkia roxburghii","timoriana","Parkia","Leguminosae",0.34,"Leguminosae_Parkia_timoriana"
"2511","Parkia timoriana","timoriana","Parkia","Leguminosae",0.34,"Leguminosae_Parkia_timoriana"
"2512","Parkia ulei","ulei","Parkia","Leguminosae",0.369247058823529,"Leguminosae_Parkia_ulei"
"2513","Parkinsonia aculeata","aculeata","Parkinsonia","Leguminosae",0.630206117647059,"Leguminosae_Parkinsonia_aculeata"
"2514","Parkinsonia praecox","praecox","Parkinsonia","Leguminosae",0.602,"Leguminosae_Parkinsonia_praecox"
"2515","Peltogyne confertiflora","confertiflora","Peltogyne","Leguminosae",0.77,"Leguminosae_Peltogyne_confertiflora"
"2516","Peltogyne paniculata","paniculata","Peltogyne","Leguminosae",0.7943792,"Leguminosae_Peltogyne_paniculata"
"2517","Peltogyne pubescens","paniculata","Peltogyne","Leguminosae",0.75,"Leguminosae_Peltogyne_paniculata"
"2518","Peltophorum africanum","africanum","Peltophorum","Leguminosae",0.59406,"Leguminosae_Peltophorum_africanum"
"2519","Peltophorum dasyrrhachis","dasyrrhachis","Peltophorum","Leguminosae",0.56375,"Leguminosae_Peltophorum_dasyrrhachis"
"2520","Peltophorum dubium","dubium","Peltophorum","Leguminosae",0.7448625,"Leguminosae_Peltophorum_dubium"
"2521","Peltophorum pterocarpum","pterocarpum","Peltophorum","Leguminosae",0.572857142857143,"Leguminosae_Peltophorum_pterocarpum"
