"","SpeciesName","Species","Genus","Family","WoodDensity","TaxonName"
"2522","Pentaclethra eetveldeana","eetveldeana","Pentaclethra","Leguminosae",0.662903148666667,"Leguminosae_Pentaclethra_eetveldeana"
"2523","Pentaclethra macroloba","macroloba","Pentaclethra","Leguminosae",0.602473765585366,"Leguminosae_Pentaclethra_macroloba"
"2524","Pentaclethra macrophylla","macrophylla","Pentaclethra","Leguminosae",0.833786602580645,"Leguminosae_Pentaclethra_macrophylla"
"2525","Pericopsis angolensis","angolensis","Pericopsis","Leguminosae",0.7984365,"Leguminosae_Pericopsis_angolensis"
"2526","Pericopsis elata","elata","Pericopsis","Leguminosae",0.645527278883721,"Leguminosae_Pericopsis_elata"
"2527","Pictetia aculeata","aculeata","Pictetia","Leguminosae",0.8,"Leguminosae_Pictetia_aculeata"
"2528","Piptadenia suaveolens","flava","Piptadenia","Leguminosae",0.72,"Leguminosae_Piptadenia_flava"
"2529","Piptadenia communis","gonoacantha","Piptadenia","Leguminosae",0.68,"Leguminosae_Piptadenia_gonoacantha"
"2530","Piptadenia gonoacantha","gonoacantha","Piptadenia","Leguminosae",0.627272727272727,"Leguminosae_Piptadenia_gonoacantha"
"2531","Piptadenia obliqua","obliqua","Piptadenia","Leguminosae",0.948,"Leguminosae_Piptadenia_obliqua"
"2532","Piptadenia viridiflora","viridiflora","Piptadenia","Leguminosae",0.86,"Leguminosae_Piptadenia_viridiflora"
"2533","Piptadeniastrum africanum","africanum","Piptadeniastrum","Leguminosae",0.598277541378641,"Leguminosae_Piptadeniastrum_africanum"
"2534","Piscidia carthagenensis","carthagenensis","Piscidia","Leguminosae",0.70057436875,"Leguminosae_Piscidia_carthagenensis"
"2535","Piscidia communis","carthagenensis","Piscidia","Leguminosae",0.64,"Leguminosae_Piscidia_carthagenensis"
"2536","Pithecellobium dulce","dulce","Pithecellobium","Leguminosae",0.660107064444444,"Leguminosae_Pithecellobium_dulce"
"2537","Pityrocarpa moniliformis","moniliformis","Pityrocarpa","Leguminosae",0.717090854,"Leguminosae_Pityrocarpa_moniliformis"
"2538","Plathymenia reticulata","reticulata","Plathymenia","Leguminosae",0.511818181818182,"Leguminosae_Plathymenia_reticulata"
"2539","Platycyamus regnellii","regnellii","Platycyamus","Leguminosae",0.81,"Leguminosae_Platycyamus_regnellii"
"2540","Platymiscium lasiocarpum","lasiocarpum","Platymiscium","Leguminosae",0.82,"Leguminosae_Platymiscium_lasiocarpum"
"2541","Platymiscium pinnatum","pinnatum","Platymiscium","Leguminosae",0.729662146820513,"Leguminosae_Platymiscium_pinnatum"
"2542","Platymiscium yucatanum","yucatanum","Platymiscium","Leguminosae",0.83,"Leguminosae_Platymiscium_yucatanum"
"2543","Platypodium elegans","elegans","Platypodium","Leguminosae",0.765717166727273,"Leguminosae_Platypodium_elegans"
"2544","Poecilanthe effusa","effusa","Poecilanthe","Leguminosae",0.55020868,"Leguminosae_Poecilanthe_effusa"
"2545","Poecilanthe parviflora","parviflora","Poecilanthe","Leguminosae",0.99,"Leguminosae_Poecilanthe_parviflora"
"2546","Poeppigia procera","procera","Poeppigia","Leguminosae",0.716832139166667,"Leguminosae_Poeppigia_procera"
"2547","Pongamia pinnata","pinnata","Pongamia","Leguminosae",0.591244923076923,"Leguminosae_Pongamia_pinnata"
"2548","Prioria balsaminfera","balsaminfera","Prioria","Leguminosae",0.407046856222222,"Leguminosae_Prioria_balsaminfera"
"2549","Prioria copaifera","copaifera","Prioria","Leguminosae",0.408613038666667,"Leguminosae_Prioria_copaifera"
"2550","Prioria mannii","mannii","Prioria","Leguminosae",0.439318685666667,"Leguminosae_Prioria_mannii"
"2551","Prioria oxyphylla","oxyphylla","Prioria","Leguminosae",0.559537426533333,"Leguminosae_Prioria_oxyphylla"
"2552","Prosopis chilensis","chilensis","Prosopis","Leguminosae",0.797637142857143,"Leguminosae_Prosopis_chilensis"
"2553","Prosopis glandulosa","glandulosa","Prosopis","Leguminosae",0.7240892333,"Leguminosae_Prosopis_glandulosa"
"2554","Prosopis juliflora","juliflora","Prosopis","Leguminosae",0.78519936,"Leguminosae_Prosopis_juliflora"
"2555","Prosopis laevigata","laevigata","Prosopis","Leguminosae",0.9536,"Leguminosae_Prosopis_laevigata"
"2556","Prosopis nigra","nigra","Prosopis","Leguminosae",0.738475,"Leguminosae_Prosopis_nigra"
"2557","Prosopis pallida","pallida","Prosopis","Leguminosae",0.88,"Leguminosae_Prosopis_pallida"
"2558","Prosopis velutina","velutina","Prosopis","Leguminosae",0.6025,"Leguminosae_Prosopis_velutina"
"2559","Newtonia psilostachya","psilostachya","Pseudopiptadenia","Leguminosae",0.67,"Leguminosae_Pseudopiptadenia_psilostachya"
"2560","Piptadenia psilostachya","psilostachya","Pseudopiptadenia","Leguminosae",0.67,"Leguminosae_Pseudopiptadenia_psilostachya"
"2561","Pseudopiptadenia psilostachya","psilostachya","Pseudopiptadenia","Leguminosae",0.6110372076,"Leguminosae_Pseudopiptadenia_psilostachya"
"2562","Pseudopiptadenia suaveolens","suaveolens","Pseudopiptadenia","Leguminosae",0.680001047628571,"Leguminosae_Pseudopiptadenia_suaveolens"
"2563","Pterocarpus acapulcensis","acapulcensis","Pterocarpus","Leguminosae",0.5,"Leguminosae_Pterocarpus_acapulcensis"
"2564","Pterocarpus vernalis","acapulcensis","Pterocarpus","Leguminosae",0.515,"Leguminosae_Pterocarpus_acapulcensis"
"2565","Pterocarpus angolensis","angolensis","Pterocarpus","Leguminosae",0.589048217391304,"Leguminosae_Pterocarpus_angolensis"
"2566","Pterocarpus brenanii","brenanii","Pterocarpus","Leguminosae",0.80082,"Leguminosae_Pterocarpus_brenanii"
"2567","Pterocarpus erinaceus","erinaceus","Pterocarpus","Leguminosae",0.75627663625,"Leguminosae_Pterocarpus_erinaceus"
"2568","Pterocarpus indicus","indicus","Pterocarpus","Leguminosae",0.622333333333333,"Leguminosae_Pterocarpus_indicus"
"2569","Pterocarpus lucens","lucens","Pterocarpus","Leguminosae",0.56,"Leguminosae_Pterocarpus_lucens"
"2570","Pterocarpus macrocarpus","macrocarpus","Pterocarpus","Leguminosae",0.7,"Leguminosae_Pterocarpus_macrocarpus"
"2571","Pterocarpus marsupium","marsupium","Pterocarpus","Leguminosae",0.6325,"Leguminosae_Pterocarpus_marsupium"
"2572","Pterocarpus officinalis","officinalis","Pterocarpus","Leguminosae",0.425003986648649,"Leguminosae_Pterocarpus_officinalis"
"2573","Pterocarpus rohrii","rohrii","Pterocarpus","Leguminosae",0.477040532103448,"Leguminosae_Pterocarpus_rohrii"
"2574","Pterocarpus santalinoides","santalinoides","Pterocarpus","Leguminosae",0.528,"Leguminosae_Pterocarpus_santalinoides"
"2575","Pterocarpus santalinus","santalinus","Pterocarpus","Leguminosae",1.01888,"Leguminosae_Pterocarpus_santalinus"
"2576","Pterocarpus holtzii","tinctorius","Pterocarpus","Leguminosae",0.765,"Leguminosae_Pterocarpus_tinctorius"
"2577","Pterocarpus tinctorius","tinctorius","Pterocarpus","Leguminosae",0.8,"Leguminosae_Pterocarpus_tinctorius"
"2578","Pterodon emarginatus","emarginatus","Pterodon","Leguminosae",0.781333333333333,"Leguminosae_Pterodon_emarginatus"
"2579","Pterogyne nitens","nitens","Pterogyne","Leguminosae",0.700868,"Leguminosae_Pterogyne_nitens"
"2580","Recordoxylon speciosum","speciosum","Recordoxylon","Leguminosae",0.8189,"Leguminosae_Recordoxylon_speciosum"
"2581","Robinia neomexicana","neomexicana","Robinia","Leguminosae",0.59367619047619,"Leguminosae_Robinia_neomexicana"
"2582","Robinia pseudoacacia","pseudoacacia","Robinia","Leguminosae",0.650756945780488,"Leguminosae_Robinia_pseudoacacia"
"2583","Saraca declinata","declinata","Saraca","Leguminosae",0.44,"Leguminosae_Saraca_declinata"
"2584","Saraca dives","dives","Saraca","Leguminosae",0.637093333333333,"Leguminosae_Saraca_dives"
"2585","Saraca bijuga","indica","Saraca","Leguminosae",0.54,"Leguminosae_Saraca_indica"
"2586","Saraca indica","indica","Saraca","Leguminosae",0.5927872,"Leguminosae_Saraca_indica"
"2587","Saraca minor","indica","Saraca","Leguminosae",0.48,"Leguminosae_Saraca_indica"
"2588","Schizolobium amazonicum","amazonicum","Schizolobium","Leguminosae",0.397741935483871,"Leguminosae_Schizolobium_amazonicum"
"2589","Schizolobium parahyba","parahyba","Schizolobium","Leguminosae",0.413195678877193,"Leguminosae_Schizolobium_parahyba"
"2590","Schizolobium parahybum","parahyba","Schizolobium","Leguminosae",0.3,"Leguminosae_Schizolobium_parahyba"
"2591","Scorodophloeus zenkeri","zenkeri","Scorodophloeus","Leguminosae",0.720250786266667,"Leguminosae_Scorodophloeus_zenkeri"
"2592","Senegalia ferruginea","ferruginea","Senegalia","Leguminosae",0.88,"Leguminosae_Senegalia_ferruginea"
"2593","Senegalia galpinii","galpinii","Senegalia","Leguminosae",0.658665,"Leguminosae_Senegalia_galpinii"
"2594","Senegalia mellifera","mellifera","Senegalia","Leguminosae",0.9471,"Leguminosae_Senegalia_mellifera"
"2595","Senegalia modesta","modesta","Senegalia","Leguminosae",0.83517,"Leguminosae_Senegalia_modesta"
"2596","Senegalia polyacantha","polyacantha","Senegalia","Leguminosae",0.6412618,"Leguminosae_Senegalia_polyacantha"
"2597","Senegalia riparia","riparia","Senegalia","Leguminosae",0.63,"Leguminosae_Senegalia_riparia"
"2598","Senna artemisioides","artemisioides","Senna","Leguminosae",0.736,"Leguminosae_Senna_artemisioides"
"2599","Senna atomaria","atomaria","Senna","Leguminosae",0.762507553333333,"Leguminosae_Senna_atomaria"
"2600","Senna dariensis","dariensis","Senna","Leguminosae",0.4996002295,"Leguminosae_Senna_dariensis"
"2601","Senna papillosa","papillosa","Senna","Leguminosae",0.4803366722,"Leguminosae_Senna_papillosa"
"2602","Senna reticulata","reticulata","Senna","Leguminosae",0.45,"Leguminosae_Senna_reticulata"
"2603","Cassia siamea","siamea","Senna","Leguminosae",0.6716,"Leguminosae_Senna_siamea"
"2604","Senna siamea","siamea","Senna","Leguminosae",0.6612615,"Leguminosae_Senna_siamea"
"2605","Cassia spectabilis","spectabilis","Senna","Leguminosae",0.48,"Leguminosae_Senna_spectabilis"
"2606","Senna spectabilis","spectabilis","Senna","Leguminosae",0.48,"Leguminosae_Senna_spectabilis"
"2607","Cassia timorensis","timoriensis","Senna","Leguminosae",0.58,"Leguminosae_Senna_timoriensis"
"2608","Senna timoriensis","timoriensis","Senna","Leguminosae",0.53108,"Leguminosae_Senna_timoriensis"
"2609","Sesbania grandiflora","grandiflora","Sesbania","Leguminosae",0.444204923076923,"Leguminosae_Sesbania_grandiflora"
"2610","Sesbania sesban","sesban","Sesbania","Leguminosae",0.43,"Leguminosae_Sesbania_sesban"
"2611","Sindora bruggemanii","bruggemanii","Sindora","Leguminosae",0.54,"Leguminosae_Sindora_bruggemanii"
"2612","Sindora coriacea","coriacea","Sindora","Leguminosae",0.55,"Leguminosae_Sindora_coriacea"
"2613","Sindora echinocalyx","echinocalyx","Sindora","Leguminosae",0.5975,"Leguminosae_Sindora_echinocalyx"
"2614","Sindora klaineana","klaineana","Sindora","Leguminosae",0.568103060285714,"Leguminosae_Sindora_klaineana"
"2615","Sindora siamensis","siamensis","Sindora","Leguminosae",0.736045833333333,"Leguminosae_Sindora_siamensis"
"2616","Sindora supa","supa","Sindora","Leguminosae",0.555,"Leguminosae_Sindora_supa"
"2617","Sindora wallichii","wallichii","Sindora","Leguminosae",0.54,"Leguminosae_Sindora_wallichii"
"2618","Sindoropsis letestui","letestui","Sindoropsis","Leguminosae",0.63323543175,"Leguminosae_Sindoropsis_letestui"
"2619","Stemonocoleus micranthus","micranthus","Stemonocoleus","Leguminosae",0.576510741428571,"Leguminosae_Stemonocoleus_micranthus"
"2620","Stryphnodendron adstringens","adstringens","Stryphnodendron","Leguminosae",0.818571428571429,"Leguminosae_Stryphnodendron_adstringens"
"2621","Stryphnodendron microstachyum","microstachyum","Stryphnodendron","Leguminosae",0.402136700818182,"Leguminosae_Stryphnodendron_microstachyum"
"2622","Stryphnodendron paniculatum","paniculatum","Stryphnodendron","Leguminosae",0.653632733,"Leguminosae_Stryphnodendron_paniculatum"
"2623","Stryphnodendron polystachyum","polystachyum","Stryphnodendron","Leguminosae",0.4678275,"Leguminosae_Stryphnodendron_polystachyum"
"2624","Stryphnodendron pulcherrimum","pulcherrimum","Stryphnodendron","Leguminosae",0.475,"Leguminosae_Stryphnodendron_pulcherrimum"
"2625","Sophora japonica","japonicum","Styphnolobium","Leguminosae",0.6488,"Leguminosae_Styphnolobium_japonicum"
"2626","Styphnolobium japonicum","japonicum","Styphnolobium","Leguminosae",0.652179333333333,"Leguminosae_Styphnolobium_japonicum"
"2627","Swartzia cubensis","cubensis","Swartzia","Leguminosae",0.9075,"Leguminosae_Swartzia_cubensis"
"2628","Swartzia euxylophora","euxylophora","Swartzia","Leguminosae",0.65,"Leguminosae_Swartzia_euxylophora"
"2629","Swartzia simplex","simplex","Swartzia","Leguminosae",0.782304718363636,"Leguminosae_Swartzia_simplex"
"2630","Sweetia fruticosa","fruticosa","Sweetia","Leguminosae",0.719753166,"Leguminosae_Sweetia_fruticosa"
"2631","Tachigali guianensis","guianensis","Tachigali","Leguminosae",0.625,"Leguminosae_Tachigali_guianensis"
"2632","Tachigali paniculata","paniculata","Tachigali","Leguminosae",0.560564589,"Leguminosae_Tachigali_paniculata"
"2633","Tamarindus indica","indica","Tamarindus","Leguminosae",0.933479090909091,"Leguminosae_Tamarindus_indica"
"2634","Taralea oppositifolia","oppositifolia","Taralea","Leguminosae",0.863251426705882,"Leguminosae_Taralea_oppositifolia"
"2635","Tessmannia africana","africana","Tessmannia","Leguminosae",0.824122340571429,"Leguminosae_Tessmannia_africana"
"2636","Tessmannia lescrauwaetii","lescrauwaetii","Tessmannia","Leguminosae",0.749046666666667,"Leguminosae_Tessmannia_lescrauwaetii"
"2637","Tetrapleura tetraptera","tetraptera","Tetrapleura","Leguminosae",0.566885120875,"Leguminosae_Tetrapleura_tetraptera"
"2638","Tipuana tipu","tipu","Tipuana","Leguminosae",0.569145454545455,"Leguminosae_Tipuana_tipu"
"2639","Vachellia bidwellii","bidwellii","Vachellia","Leguminosae",0.67,"Leguminosae_Vachellia_bidwellii"
"2640","Vachellia collinsii","collinsii","Vachellia","Leguminosae",0.8,"Leguminosae_Vachellia_collinsii"
"2641","Vachellia erioloba","erioloba","Vachellia","Leguminosae",1.05903,"Leguminosae_Vachellia_erioloba"
"2642","Vachellia xanthophloea","xanthophloea","Vachellia","Leguminosae",0.75768,"Leguminosae_Vachellia_xanthophloea"
"2643","Vatairea erythrocarpa","erythrocarpa","Vatairea","Leguminosae",0.716835399333333,"Leguminosae_Vatairea_erythrocarpa"
"2644","Vatairea guianensis","guianensis","Vatairea","Leguminosae",0.672034285714286,"Leguminosae_Vatairea_guianensis"
"2645","Vatairea lundellii","lundellii","Vatairea","Leguminosae",0.61844,"Leguminosae_Vatairea_lundellii"
"2646","Vatairea macrocarpa","macrocarpa","Vatairea","Leguminosae",0.785,"Leguminosae_Vatairea_macrocarpa"
"2647","Vatairea paraensis","paraensis","Vatairea","Leguminosae",0.713333333333333,"Leguminosae_Vatairea_paraensis"
"2648","Vatairea sericea","sericea","Vatairea","Leguminosae",0.668461538461538,"Leguminosae_Vatairea_sericea"
"2649","Vataireopsis araroba","araroba","Vataireopsis","Leguminosae",0.68,"Leguminosae_Vataireopsis_araroba"
"2650","Vataireopsis speciosa","speciosa","Vataireopsis","Leguminosae",0.65,"Leguminosae_Vataireopsis_speciosa"
"2651","Vataireopsis surinamensis","surinamensis","Vataireopsis","Leguminosae",0.5725,"Leguminosae_Vataireopsis_surinamensis"
"2652","Vouacapoua macropetala","macropetala","Vouacapoua","Leguminosae",0.79208,"Leguminosae_Vouacapoua_macropetala"
"2653","Xanthocercis zambesiaca","zambesiaca","Xanthocercis","Leguminosae",0.882683333333333,"Leguminosae_Xanthocercis_zambesiaca"
"2654","Xeroderris stuhlmannii","stuhlmannii","Xeroderris","Leguminosae",0.755666666666667,"Leguminosae_Xeroderris_stuhlmannii"
"2655","Xylia torreana","torreana","Xylia","Leguminosae",0.9901,"Leguminosae_Xylia_torreana"
"2656","Zenia insignis","insignis","Zenia","Leguminosae",0.409,"Leguminosae_Zenia_insignis"
"2657","Zollernia ilicifolia","ilicifolia","Zollernia","Leguminosae",0.97020985375,"Leguminosae_Zollernia_ilicifolia"
"2658","Zollernia latifolia","latifolia","Zollernia","Leguminosae",0.99,"Leguminosae_Zollernia_latifolia"
"2659","Zygia racemosa","racemosa","Zygia","Leguminosae",0.798142857142857,"Leguminosae_Zygia_racemosa"
"2660","Antonia ovata","ovata","Antonia","Loganiaceae",0.466421333333333,"Loganiaceae_Antonia_ovata"
"2661","Geniostoma rupestre","rupestre","Geniostoma","Loganiaceae",0.363,"Loganiaceae_Geniostoma_rupestre"
"2662","Strychnos decussata","decussata","Strychnos","Loganiaceae",0.758694,"Loganiaceae_Strychnos_decussata"
"2663","Strychnos lucida","lucida","Strychnos","Loganiaceae",0.77,"Loganiaceae_Strychnos_lucida"
"2664","Strychnos potatorum","potatorum","Strychnos","Loganiaceae",0.7682445,"Loganiaceae_Strychnos_potatorum"
"2665","Strychnos spinosa","spinosa","Strychnos","Loganiaceae",0.645833333333333,"Loganiaceae_Strychnos_spinosa"
"2666","Nuytsia floribunda","floribunda","Nuytsia","Loranthaceae",0.6322,"Loranthaceae_Nuytsia_floribunda"
"2667","Duabanga grandiflora","grandiflora","Duabanga","Lythraceae",0.392233454545455,"Lythraceae_Duabanga_grandiflora"
"2668","Duabanga moluccana","moluccana","Duabanga","Lythraceae",0.348305454545455,"Lythraceae_Duabanga_moluccana"
"2669","Lafoensia pacari","pacari","Lafoensia","Lythraceae",0.666666666666667,"Lythraceae_Lafoensia_pacari"
"2670","Lafoensia punicifolia","punicifolia","Lafoensia","Lythraceae",0.702783308923077,"Lythraceae_Lafoensia_punicifolia"
"2671","Lagerstroemia duperreana","duperreana","Lagerstroemia","Lythraceae",0.52514,"Lythraceae_Lagerstroemia_duperreana"
"2672","Lagerstroemia floribunda","floribunda","Lagerstroemia","Lythraceae",0.5524,"Lythraceae_Lagerstroemia_floribunda"
"2673","Lagerstroemia tomentosa","tomentosa","Lagerstroemia","Lythraceae",0.5448955,"Lythraceae_Lagerstroemia_tomentosa"
"2674","Physocalymma scaberrimum","scaberrimum","Physocalymma","Lythraceae",0.85,"Lythraceae_Physocalymma_scaberrimum"
"2675","Punica granatum","granatum","Punica","Lythraceae",0.771304,"Lythraceae_Punica_granatum"
"2676","Sonneratia alba","alba","Sonneratia","Lythraceae",0.5777375,"Lythraceae_Sonneratia_alba"
"2677","Sonneratia apetala","apetala","Sonneratia","Lythraceae",0.528588,"Lythraceae_Sonneratia_apetala"
"2678","Sonneratia caseolaris","caseolaris","Sonneratia","Lythraceae",0.427414285714286,"Lythraceae_Sonneratia_caseolaris"
"2679","Sonneratia ovata","ovata","Sonneratia","Lythraceae",0.37,"Lythraceae_Sonneratia_ovata"
"2680","Woodfordia fruticosa","fruticosa","Woodfordia","Lythraceae",0.743904,"Lythraceae_Woodfordia_fruticosa"
"2681","Liriodendron chinense","chinense","Liriodendron","Magnoliaceae",0.479307714285714,"Magnoliaceae_Liriodendron_chinense"
"2682","Liriodendron tulipifera","tulipifera","Liriodendron","Magnoliaceae",0.366548984076923,"Magnoliaceae_Liriodendron_tulipifera"
"2683","Magnolia baillonii","baillonii","Magnolia","Magnoliaceae",0.544762333333333,"Magnoliaceae_Magnolia_baillonii"
"2684","Michelia baillonii","baillonii","Magnolia","Magnoliaceae",0.544666666666667,"Magnoliaceae_Magnolia_baillonii"
"2685","Paramichelia baillonii","baillonii","Magnolia","Magnoliaceae",0.6685,"Magnoliaceae_Magnolia_baillonii"
"2686","Magnolia balansae","balansae","Magnolia","Magnoliaceae",0.523531,"Magnoliaceae_Magnolia_balansae"
"2687","Michelia balansae","balansae","Magnolia","Magnoliaceae",0.5625,"Magnoliaceae_Magnolia_balansae"
"2688","Michelia baviensis","balansae","Magnolia","Magnoliaceae",0.495,"Magnoliaceae_Magnolia_balansae"
"2689","Michelia tonkinensis","balansae","Magnolia","Magnoliaceae",0.495,"Magnoliaceae_Magnolia_balansae"
