,RawName,Family,Genus,Species,Binomial,WoodDensity,WD_Level,A_G,AG_Level
6017,Couepia guianensis,Chrysobalanaceae,Couepia,guianensis,Couepia guianensis,0.756478354,species,NA,dataset
6018,Couepia habrantha,Chrysobalanaceae,Couepia,habrantha,Couepia habrantha,0.777906523,genus,NA,dataset
6019,Couepia impressa,Chrysobalanaceae,Couepia,impressa,Couepia impressa,0.777906523,genus,NA,dataset
6020,Couepia insignis,Chrysobalanaceae,Couepia,insignis,Couepia insignis,0.777906523,genus,NA,dataset
6021,Couepia latifolia,Chrysobalanaceae,Couepia,latifolia,Couepia latifolia,0.777906523,genus,NA,dataset
6022,Couepia longipendula,Chrysobalanaceae,Couepia,longipendula,Couepia longipendula,0.937666667,species,NA,dataset
6023,Couepia macrophylla,Chrysobalanaceae,Couepia,macrophylla,Couepia macrophylla,0.777906523,genus,NA,dataset
6024,Couepia magnoliifolia,Chrysobalanaceae,Couepia,magnoliifolia,Couepia magnoliifolia,0.777906523,genus,NA,dataset
6025,Couepia obovata,Chrysobalanaceae,Couepia,obovata,Couepia obovata,0.777906523,genus,NA,dataset
6026,Couepia paraensis,Chrysobalanaceae,Couepia,paraensis,Couepia paraensis,0.85,species,NA,dataset
6027,Couepia parillo,Chrysobalanaceae,Couepia,parillo,Couepia parillo,0.777906523,genus,NA,dataset
6028,Couepia pernambucensis,Chrysobalanaceae,Couepia,pernambucensis,Couepia pernambucensis,0.777906523,genus,NA,dataset
6029,Couepia platycalyx,Chrysobalanaceae,Couepia,platycalyx,Couepia platycalyx,0.777906523,genus,NA,dataset
6030,Couepia polyandra,Chrysobalanaceae,Couepia,polyandra,Couepia polyandra,0.74,species,NA,dataset
6031,Couepia racemosa,Chrysobalanaceae,Couepia,racemosa,Couepia racemosa,0.777906523,genus,NA,dataset
6032,Couepia robusta,Chrysobalanaceae,Couepia,robusta,Couepia robusta,0.83,species,NA,dataset
6033,Couepia schottii,Chrysobalanaceae,Couepia,schottii,Couepia schottii,0.777906523,genus,NA,dataset
6034,Couepia spicata,Chrysobalanaceae,Couepia,spicata,Couepia spicata,0.777906523,genus,NA,dataset
6035,Couepia sppCamorin1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6036,Couepia sppFPnet1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6037,Couepia sppGF1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6038,Couepia sppPE1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6039,Couepia sppRAINFOR1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6040,Couepia sppSCA1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6041,Couepia sppSCA2,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6042,Couepia sppSCA3,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6043,Couepia sppSR1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6044,Couepia sppTEAM1,Chrysobalanaceae,Couepia,,Couepia,0.7,species,NA,dataset
6045,Couepia ulei,Chrysobalanaceae,Couepia,ulei,Couepia ulei,0.789373895,species,NA,dataset
6046,Couepia venosa,Chrysobalanaceae,Couepia,venosa,Couepia venosa,0.696224848,species,NA,dataset
6047,Couepia williamsii,Chrysobalanaceae,Couepia,williamsii,Couepia williamsii,0.777906523,genus,NA,dataset
6048,Coula edulis,Olacaceae,Coula,edulis,Coula edulis,0.889055514,species,NA,dataset
6049,Couma guianensis,Apocynaceae,Couma,guianensis,Couma guianensis,0.484754553,species,a,family
6050,Couma macrocarpa,Apocynaceae,Couma,macrocarpa,Couma macrocarpa,0.479178571,species,a,family
6051,Couma sppRAINFOR1,Apocynaceae,Couma,,Couma,0.489842384,genus,a,family
6052,Couma sppTEAM1,Apocynaceae,Couma,,Couma,0.489842384,genus,a,family
6053,Couma utilis,Apocynaceae,Couma,utilis,Couma utilis,0.569994601,species,a,family
6054,Coumarouna oleifera,Fabaceae,Coumarouna,oleifera,Coumarouna oleifera,0.585594451,dataset,a,family
6055,Couratari asterotricha,Lecythidaceae,Couratari,asterotricha,Couratari asterotricha,0.51,species,NA,dataset
6056,Couratari atrovinosa,Lecythidaceae,Couratari,atrovinosa,Couratari atrovinosa,0.505450672,genus,NA,dataset
6057,Couratari calycina,Lecythidaceae,Couratari,calycina,Couratari calycina,0.505450672,genus,NA,dataset
6058,Couratari estrellensis,Lecythidaceae,Couratari,estrellensis,Couratari estrellensis,0.505450672,genus,NA,dataset
6059,Couratari gloriosa,Lecythidaceae,Couratari,gloriosa,Couratari gloriosa,0.505450672,genus,NA,dataset
6060,Couratari guianensis,Lecythidaceae,Couratari,guianensis,Couratari guianensis,0.473950892,species,NA,dataset
6061,Couratari longipedicellata,Lecythidaceae,Couratari,longipedicellata,Couratari longipedicellata,0.54,species,NA,dataset
6062,Couratari macrosperma,Lecythidaceae,Couratari,macrosperma,Couratari macrosperma,0.67,species,NA,dataset
6063,Couratari multiflora,Lecythidaceae,Couratari,multiflora,Couratari multiflora,0.4615775,species,NA,dataset
6064,Couratari oblongifolia,Lecythidaceae,Couratari,oblongifolia,Couratari oblongifolia,0.5,species,NA,dataset
6065,Couratari oligantha,Lecythidaceae,Couratari,oligantha,Couratari oligantha,0.505450672,genus,NA,dataset
6066,Couratari panamensis,Lecythidaceae,Couratari,panamensis,Couratari panamensis,0.49,species,NA,dataset
6067,Couratari pulchra,Lecythidaceae,Couratari,pulchra,Couratari pulchra,0.52,species,NA,dataset
6068,Couratari scottmorii,Lecythidaceae,Couratari,scottmorii,Couratari scottmorii,0.505450672,genus,NA,dataset
6069,Couratari sppAntado1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6070,Couratari sppAraracua1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6071,Couratari sppFPnet1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6072,Couratari sppGF1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6073,Couratari sppJenarohe1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6074,Couratari sppNuevomun1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6075,Couratari sppRAINFOR1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6076,Couratari sppRioheath1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6077,Couratari sppSCA1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6078,Couratari sppTEAM1,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6079,Couratari sppTEAM2,Lecythidaceae,Couratari,,Couratari,0.514,species,NA,dataset
6080,Couratari stellata,Lecythidaceae,Couratari,stellata,Couratari stellata,0.638319487,species,NA,dataset
6081,Couratari tauari,Lecythidaceae,Couratari,tauari,Couratari tauari,0.554977875,species,NA,dataset
6082,Couroupita guianensis,Lecythidaceae,Couroupita,guianensis,Couroupita guianensis,0.436058077,species,NA,dataset
6083,Couroupita sppYanamtah1,Lecythidaceae,Couroupita,,Couroupita,0.3625,species,NA,dataset
6084,Coursetia arborea,Fabaceae,Coursetia,arborea,Coursetia arborea,0.585594451,dataset,a,family
6085,Coursetia sppColosoi1,Fabaceae,Coursetia,,Coursetia,0.585594451,dataset,a,family
6086,Coussapoa curranii,Urticaceae,Coussapoa,curranii,Coussapoa curranii,0.484837466,genus,a,family
6087,Coussapoa eggersii,Urticaceae,Coussapoa,eggersii,Coussapoa eggersii,0.484837466,genus,a,family
6088,Coussapoa glaziovii,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6089,Coussapoa herthae,Urticaceae,Coussapoa,herthae,Coussapoa herthae,0.484837466,genus,a,family
6090,Coussapoa latifolia,Urticaceae,Coussapoa,latifolia,Coussapoa latifolia,0.484837466,genus,a,family
6091,Coussapoa longepedunculata,Urticaceae,Coussapoa,longepedunculata,Coussapoa longepedunculata,0.484837466,genus,a,family
6092,Coussapoa microcarpa,Urticaceae,Coussapoa,microcarpa,Coussapoa microcarpa,0.581533455,species,a,family
6093,Coussapoa microcephala,Urticaceae,Coussapoa,microcephala,Coussapoa microcephala,0.484837466,genus,a,family
6094,Coussapoa nitida,Urticaceae,Coussapoa,nitida,Coussapoa nitida,0.484837466,genus,a,family
6095,Coussapoa orthoneura,Urticaceae,Coussapoa,orthoneura,Coussapoa orthoneura,0.535567906,species,a,family
6096,Coussapoa ovalifolia,Urticaceae,Coussapoa,ovalifolia,Coussapoa ovalifolia,0.484837466,genus,a,family
6097,Coussapoa pachyphylla,Urticaceae,Coussapoa,pachyphylla,Coussapoa pachyphylla,0.484837466,genus,a,family
6098,Coussapoa sppAraracua1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6099,Coussapoa sppCR1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6100,Coussapoa sppConstanc1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6101,Coussapoa sppCuevas1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6102,Coussapoa sppFPnet1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6103,Coussapoa sppLagenoa1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6104,Coussapoa sppMurri1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6105,Coussapoa sppMurri2,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6106,Coussapoa sppNangarit1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6107,Coussapoa sppOsasiren1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6108,Coussapoa sppRAINFOR1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6109,Coussapoa sppRiomanso1,Urticaceae,Coussapoa,,Coussapoa,0.484837466,genus,a,family
6110,Coussapoa tessmannii,Urticaceae,Coussapoa,tessmannii,Coussapoa tessmannii,0.484837466,genus,a,family
6111,Coussapoa trinervia,Urticaceae,Coussapoa,trinervia,Coussapoa trinervia,0.484837466,genus,a,family
6112,Coussapoa villosa,Urticaceae,Coussapoa,villosa,Coussapoa villosa,0.39,species,a,family
6113,Coussarea ampla,Rubiaceae,Coussarea,ampla,Coussarea ampla,0.476,species,a,family
6114,Coussarea amplifolia,Rubiaceae,Coussarea,amplifolia,Coussarea amplifolia,0.588238606,genus,a,family
6115,Coussarea bahiensis,Rubiaceae,Coussarea,bahiensis,Coussarea bahiensis,0.588238606,genus,a,family
6116,Coussarea brevicaulis,Rubiaceae,Coussarea,brevicaulis,Coussarea brevicaulis,0.588238606,genus,a,family
6117,Coussarea cephaeloides,Rubiaceae,Coussarea,cephaeloides,Coussarea cephaeloides,0.588238606,genus,a,family
6118,Coussarea contracta,Rubiaceae,Coussarea,contracta,Coussarea contracta,0.588238606,genus,a,family
6119,Coussarea curvigemma,Rubiaceae,Coussarea,curvigemma,Coussarea curvigemma,0.625701779,species,a,family
6120,Coussarea curvigemmia,Rubiaceae,Coussarea,curvigemmia,Coussarea curvigemmia,0.622,species,a,family
6121,Coussarea graciliflora,Rubiaceae,Coussarea,graciliflora,Coussarea graciliflora,0.588238606,genus,a,family
6122,Coussarea hondensis,Rubiaceae,Coussarea,hondensis,Coussarea hondensis,0.588238606,genus,a,family
6123,Coussarea ilheotica,Rubiaceae,Coussarea,ilheotica,Coussarea ilheotica,0.588238606,genus,a,family
6124,Coussarea impetiolaris,Rubiaceae,Coussarea,impetiolaris,Coussarea impetiolaris,0.588238606,genus,a,family
6125,Coussarea klugii,Rubiaceae,Coussarea,klugii,Coussarea klugii,0.588238606,genus,a,family
6126,Coussarea latifolia,Rubiaceae,Coussarea,latifolia,Coussarea latifolia,0.477575345,species,a,family
6127,Coussarea longiflora,Rubiaceae,Coussarea,longiflora,Coussarea longiflora,0.588238606,genus,a,family
6128,Coussarea machadoana,Rubiaceae,Coussarea,machadoana,Coussarea machadoana,0.588238606,genus,a,family
6129,Coussarea neei,Rubiaceae,Coussarea,neei,Coussarea neei,0.588238606,genus,a,family
6130,Coussarea nigrescens,Rubiaceae,Coussarea,nigrescens,Coussarea nigrescens,0.588238606,genus,a,family
6131,Coussarea obliqua,Rubiaceae,Coussarea,obliqua,Coussarea obliqua,0.588238606,genus,a,family
6132,Coussarea paniculata,Rubiaceae,Coussarea,paniculata,Coussarea paniculata,0.588238606,genus,a,family
6133,Coussarea platyphylla,Rubiaceae,Coussarea,platyphylla,Coussarea platyphylla,0.588238606,genus,a,family
6134,Coussarea psychotrioides,Rubiaceae,Coussarea,psychotrioides,Coussarea psychotrioides,0.588238606,genus,a,family
6135,Coussarea racemosa,Rubiaceae,Coussarea,racemosa,Coussarea racemosa,0.65,species,a,family
6136,Coussarea regnelliana,Rubiaceae,Coussarea,regnelliana,Coussarea regnelliana,0.588238606,genus,a,family
6137,Coussarea sppAllpahua1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6138,Coussarea sppAntado1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6139,Coussarea sppCalabate1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6140,Coussarea sppCalima1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6141,Coussarea sppCalima2,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6142,Coussarea sppCamorin1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6143,Coussarea sppCamorin2,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6144,Coussarea sppCampano1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6145,Coussarea sppCentinel1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6146,Coussarea sppCuangos1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6147,Coussarea sppCuangos2,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6148,Coussarea sppCutervo1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6149,Coussarea sppCuzcoama1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6150,Coussarea sppDureno1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6151,Coussarea sppEncanto1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6152,Coussarea sppGF1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6153,Coussarea sppHuamani1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6154,Coussarea sppIndiana1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6155,Coussarea sppJatunsac1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6156,Coussarea sppMiazi1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6157,Coussarea sppMiazi2,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6158,Coussarea sppMiazi3,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6159,Coussarea sppPE1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6160,Coussarea sppRAINFOR1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6161,Coussarea sppRioheath1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6162,Coussarea sppRiomanso1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6163,Coussarea sppRionegro1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6164,Coussarea sppSCA1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6165,Coussarea sppSucusari1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6166,Coussarea sppTEAM1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6167,Coussarea sppTutunend1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6168,Coussarea sppVencer1,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6169,Coussarea sppVencer2,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6170,Coussarea sppVencer3,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6171,Coussarea sppYanam21,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6172,Coussarea tabascuna,Rubiaceae,Coussarea,,Coussarea,0.588238606,genus,a,family
6173,Coussarea talamancana,Rubiaceae,Coussarea,talamancana,Coussarea talamancana,0.588238606,genus,a,family
6174,Coussarea tenuiflora,Rubiaceae,Coussarea,tenuiflora,Coussarea tenuiflora,0.588238606,genus,a,family
6175,Coutarea hexandra,Rubiaceae,Coutarea,hexandra,Coutarea hexandra,0.609122412,species,a,family
6176,Coutarea sppRAINFOR1,Rubiaceae,Coutarea,,Coutarea,0.609122412,genus,a,family
6177,Craibia laurentii,Fabaceae,Craibia,laurentii,Craibia laurentii,0.619433333,genus,a,family
6178,Craspidospermum sppLinhares1,Apocynaceae,Craspidospermum,,Craspidospermum,0.828463617,genus,a,family
6179,Crataegus azarolus,Rosaceae,Crataegus,azarolus,Crataegus azarolus,0.590730597,genus,a,genus
6180,Crataegus crusgalli,Rosaceae,Crataegus,crus-galli,Crataegus crus-galli,0.590730597,genus,a,species
6181,Crataegus lacinata,Rosaceae,Crataegus,laciniata,Crataegus laciniata,0.590730597,genus,a,genus
6182,Crataegus laevigata,Rosaceae,Crataegus,laevigata,Crataegus laevigata,0.590730597,genus,a,species
6183,Crataegus macrocarpa,Rosaceae,Crataegus,macrocarpa,Crataegus macrocarpa,0.590730597,genus,a,genus
6184,Crataegus maximowiczii,Rosaceae,Crataegus,maximowiczii,Crataegus maximowiczii,0.526,species,a,species
6185,Crataegus mollis,Rosaceae,Crataegus,mollis,Crataegus mollis,0.590730597,genus,a,species
6186,Crataegus monogyna,Rosaceae,Crataegus,monogyna,Crataegus monogyna,0.514699553,species,a,species
6187,Crataegus pinnatifida,Rosaceae,Crataegus,pinnatifida,Crataegus pinnatifida,0.590730597,genus,a,species
6188,Crataegus pulcherrima,Rosaceae,Crataegus,pulcherrima,Crataegus pulcherrima,0.590730597,genus,a,genus
6189,Crataegus rhipidophylla,Rosaceae,Crataegus,rhipidophylla,Crataegus rhipidophylla,0.7,species,a,genus
6190,Crataegus sppBankamp1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6191,Crataegus sppCAi1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6192,Crataegus sppCAii1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6193,Crataegus sppDK1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6194,Crataegus sppES1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6195,Crataegus sppFunDiv1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6196,Crataegus sppIT1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6197,Crataegus sppMX1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6198,Crataegus sppPLiv1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6199,Crataegus sppUS1,Rosaceae,Crataegus,,Crataegus,0.62,species,a,genus
6200,Crataegus uniflora,Rosaceae,Crataegus,uniflora,Crataegus uniflora,0.590730597,genus,a,species
6201,Crataeva sppFPnet1,Capparaceae,Crataeva,,Crataeva,0.585594451,dataset,NA,dataset
6202,Crataeva sppPE1,Capparaceae,Crataeva,,Crataeva,0.585594451,dataset,NA,dataset
6203,Crataeva tapia,Capparaceae,Crataeva,tapia,Crataeva tapia,0.585594451,dataset,NA,dataset
6204,Crateranthus talbotii,Lecythidaceae,Crateranthus,talbotii,Crateranthus talbotii,0.585594451,dataset,NA,dataset
6205,Craterispermum aristatum,Rubiaceae,Craterispermum,aristatum,Craterispermum aristatum,0.66298,genus,a,family
6206,Craterispermum caudatum,Rubiaceae,Craterispermum,caudatum,Craterispermum caudatum,0.66298,genus,a,family
6207,Craterispermum cerinanthum,Rubiaceae,Craterispermum,cerinanthum,Craterispermum cerinanthum,0.66298,genus,a,family
6208,Craterispermum laurinum,Rubiaceae,Craterispermum,laurinum,Craterispermum laurinum,0.66298,genus,a,family
6209,Craterispermum schweinfurthii,Rubiaceae,Craterispermum,schweinfurthii,Craterispermum schweinfurthii,0.66298,species,a,family
6210,Craterispermum sppGA1,Rubiaceae,Craterispermum,,Craterispermum,0.66298,genus,a,family
6211,Craterospermum sppNdakanni1,Rubiaceae,Craterispermum,,Craterispermum,0.66298,genus,a,family
6212,Crateva greveana,Capparaceae,Crateva,greveana,Crateva greveana,0.468915948,genus,NA,dataset
6213,Crateva sppTEAM1,Capparaceae,Crateva,,Crateva,0.468915948,genus,NA,dataset
6214,Crateva tapia,Capparaceae,Crateva,tapia,Crateva tapia,0.50353653,species,NA,dataset
6215,Cratoxylon cochinchinensis,Hypericaceae,Cratoxylon,cochinchinensis,Cratoxylon cochinchinensis,0.585594451,dataset,a,family
6216,Cratoxylum arborescens,Hypericaceae,Cratoxylum,arborescens,Cratoxylum arborescens,0.425454545,species,a,family
6217,Cratoxylum celebicum,Hypericaceae,Cratoxylum,celebicum,Cratoxylum celebicum,0.618569254,genus,a,family
6218,Cratoxylum cochinchinense,Hypericaceae,Cratoxylum,cochinchinense,Cratoxylum cochinchinense,0.708560235,species,a,family
6219,Cratoxylum formosum,Hypericaceae,Cratoxylum,formosum,Cratoxylum formosum,0.685871059,species,a,family
6220,Cratoxylum ligustrinum,Hypericaceae,Cratoxylum,ligustrinum,Cratoxylum ligustrinum,0.7306,species,a,family
6221,Cratoxylum pruniflorum,Hypericaceae,Cratoxylum,pruniflorum,Cratoxylum pruniflorum,0.618569254,genus,a,family
6222,Cratoxylum sppLA1,Hypericaceae,Cratoxylum,,Cratoxylum,0.37,species,a,family
6223,Cratoxylum sumatranum,Hypericaceae,Cratoxylum,sumatranum,Cratoxylum sumatranum,0.576528,species,a,family
6224,Cratylia sppSCA1,Fabaceae,Cratylia,,Cratylia,0.585594451,dataset,a,family
6225,Cremastosperma cauliflorum,Annonaceae,Cremastosperma,cauliflorum,Cremastosperma cauliflorum,0.585594451,dataset,a,family
6226,Cremastosperma gracilipes,Annonaceae,Cremastosperma,gracilipes,Cremastosperma gracilipes,0.585594451,dataset,a,family
6227,Cremastosperma leiophyllum,Annonaceae,Cremastosperma,leiophyllum,Cremastosperma leiophyllum,0.585594451,dataset,a,family
6228,Cremastosperma macrocarpum,Annonaceae,Cremastosperma,macrocarpum,Cremastosperma macrocarpum,0.585594451,dataset,a,family
6229,Cremastosperma microcarpum,Annonaceae,Cremastosperma,microcarpum,Cremastosperma microcarpum,0.585594451,dataset,a,family
6230,Cremastosperma pacificum,Annonaceae,Cremastosperma,pacificum,Cremastosperma pacificum,0.585594451,dataset,a,family
6231,Cremastosperma seiophylla,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6232,Cremastosperma sppAllpahua1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6233,Cremastosperma sppFPnet1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6234,Cremastosperma sppHuamani1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6235,Cremastosperma sppPE1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6236,Cremastosperma sppRAINFOR1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6237,Cremastosperma sppVencer1,Annonaceae,Cremastosperma,,Cremastosperma,0.585594451,dataset,a,family
6238,Crematosperma cauliflorum,Annonaceae,Cremastosperma,cauliflorum,Cremastosperma cauliflorum,0.585594451,dataset,a,family
6239,Crepidospermum atlanticum,Burseraceae,Crepidospermum,atlanticum,Crepidospermum atlanticum,0.542150395,genus,NA,dataset
6240,Crepidospermum goudotianum,Burseraceae,Crepidospermum,goudotianum,Crepidospermum goudotianum,0.505800789,species,NA,dataset
6241,Crepidospermum prancei,Burseraceae,Crepidospermum,prancei,Crepidospermum prancei,0.542150395,genus,NA,dataset
6242,Crepidospermum rhoifolium,Burseraceae,Crepidospermum,rhoifolium,Crepidospermum rhoifolium,0.5785,species,NA,dataset
6243,Crepidospermum sppBerbicer1,Burseraceae,Crepidospermum,,Crepidospermum,0.542150395,genus,NA,dataset
6244,Crepidospermum sppRAINFOR1,Burseraceae,Crepidospermum,,Crepidospermum,0.542150395,genus,NA,dataset
6245,Crepidospermum sppRioheath1,Burseraceae,Crepidospermum,,Crepidospermum,0.542150395,genus,NA,dataset
6246,Crepidospermum sppTEAM1,Burseraceae,Crepidospermum,,Crepidospermum,0.542150395,genus,NA,dataset
6247,Crescentia alata,Bignoniaceae,Crescentia,alata,Crescentia alata,0.65780806,species,a,family
6248,Crescentia cujete,Bignoniaceae,Crescentia,cujete,Crescentia cujete,0.598184333,species,a,family
6249,Crescentia sppGT1,Bignoniaceae,Crescentia,,Crescentia,0.613090265,genus,a,family
6250,Critonia eggersii,Asteraceae,Critonia,eggersii,Critonia eggersii,0.585594451,dataset,a,family
6251,Critonia portoricensis,Asteraceae,Critonia,portoricensis,Critonia portoricensis,0.585594451,dataset,a,family
6252,Critoniopsis glandulata,Asteraceae,Critoniopsis,glandulata,Critoniopsis glandulata,0.585594451,dataset,a,family
6253,Critoniopsis quinqueflora,Asteraceae,Critoniopsis,quinqueflora,Critoniopsis quinqueflora,0.585594451,dataset,a,family
6254,Critoniopsis sppRAINFOR1,Asteraceae,Critoniopsis,,Critoniopsis,0.585594451,dataset,a,family
6255,Critoniopsis woytkowskii,Asteraceae,Critoniopsis,woytkowskii,Critoniopsis woytkowskii,0.585594451,dataset,a,family
6256,Crogbei sppSL1,NA,,,,0.585594451,dataset,NA,dataset
6257,Crossonephelis adamii,Sapindaceae,Crossonephelis,adamii,Crossonephelis adamii,0.585594451,dataset,a,family
6258,Crossopetalum rhacoma,Celastraceae,Crossopetalum,rhacoma,Crossopetalum rhacoma,0.585594451,dataset,a,family
6259,Crossopteryx febrifuga,Rubiaceae,Crossopteryx,febrifuga,Crossopteryx febrifuga,0.70181,species,a,family
6260,Crossopteryx sppFPnet1,Rubiaceae,Crossopteryx,,Crossopteryx,0.70181,genus,a,family
6261,Crossosperma velutina,Rutaceae,Crossosperma,velutina,Crossosperma velutina,0.585594451,dataset,a,family
6262,Crossostylis grandiflora,Rhizophoraceae,Crossostylis,grandiflora,Crossostylis grandiflora,0.49,species,NA,dataset
6263,Crossostylis harveyi,Rhizophoraceae,Crossostylis,harveyi,Crossostylis harveyi,0.5175,genus,NA,dataset
6264,Crossostylis multiflora,Rhizophoraceae,Crossostylis,multiflora,Crossostylis multiflora,0.521428571,species,NA,dataset
6265,Crossostylis pachyantha,Rhizophoraceae,Crossostylis,pachyantha,Crossostylis pachyantha,0.5175,genus,NA,dataset
6266,Crossostylis seberti,Rhizophoraceae,Crossostylis,sebertii,Crossostylis sebertii,0.5175,genus,NA,dataset
6267,Crossostylis sppPacific1,Rhizophoraceae,Crossostylis,,Crossostylis,0.5175,genus,NA,dataset
6268,Croton alamosanus,Euphorbiaceae,Croton,alamosanus,Croton alamosanus,0.491718908,genus,NA,dataset
6269,Croton argyratus,Euphorbiaceae,Croton,argyratus,Croton argyratus,0.663333333,species,NA,dataset
6270,Croton astroites,Euphorbiaceae,Croton,astroites,Croton astroites,0.491718908,genus,NA,dataset
6271,Croton billbergianus,Euphorbiaceae,Croton,billbergianus,Croton billbergianus,0.486063963,species,NA,dataset
