"","RawName","Family","Genus","Species","Binomial","WoodDensity","WD_Level"
"6067","Couratari pulchra","Lecythidaceae","Couratari","pulchra","Couratari pulchra",0.52,"species"
"6068","Couratari scottmorii","Lecythidaceae","Couratari","scottmorii","Couratari scottmorii",0.505450672492147,"genus"
"6069","Couratari sppAntado1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6070","Couratari sppAraracua1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6071","Couratari sppFPnet1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6072","Couratari sppGF1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6073","Couratari sppJenarohe1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6074","Couratari sppNuevomun1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6075","Couratari sppRAINFOR1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6076","Couratari sppRioheath1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6077","Couratari sppSCA1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6078","Couratari sppTEAM1","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6079","Couratari sppTEAM2","Lecythidaceae","Couratari","","Couratari",0.514,"species"
"6080","Couratari stellata","Lecythidaceae","Couratari","stellata","Couratari stellata",0.638319487153846,"species"
"6081","Couratari tauari","Lecythidaceae","Couratari","tauari","Couratari tauari",0.554977875333333,"species"
"6082","Couroupita guianensis","Lecythidaceae","Couroupita","guianensis","Couroupita guianensis",0.436058076923077,"species"
"6083","Couroupita sppYanamtah1","Lecythidaceae","Couroupita","","Couroupita",0.3625,"species"
"6084","Coursetia arborea","Fabaceae","Coursetia","arborea","Coursetia arborea",0.585594450962204,"dataset"
"6085","Coursetia sppColosoi1","Fabaceae","Coursetia","","Coursetia",0.585594450962204,"dataset"
"6086","Coussapoa curranii","Urticaceae","Coussapoa","curranii","Coussapoa curranii",0.484837466304348,"genus"
"6087","Coussapoa eggersii","Urticaceae","Coussapoa","eggersii","Coussapoa eggersii",0.484837466304348,"genus"
"6088","Coussapoa glaziovii","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6089","Coussapoa herthae","Urticaceae","Coussapoa","herthae","Coussapoa herthae",0.484837466304348,"genus"
"6090","Coussapoa latifolia","Urticaceae","Coussapoa","latifolia","Coussapoa latifolia",0.484837466304348,"genus"
"6091","Coussapoa longepedunculata","Urticaceae","Coussapoa","longepedunculata","Coussapoa longepedunculata",0.484837466304348,"genus"
"6092","Coussapoa microcarpa","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa",0.58153345475,"species"
"6093","Coussapoa microcephala","Urticaceae","Coussapoa","microcephala","Coussapoa microcephala",0.484837466304348,"genus"
"6094","Coussapoa nitida","Urticaceae","Coussapoa","nitida","Coussapoa nitida",0.484837466304348,"genus"
"6095","Coussapoa orthoneura","Urticaceae","Coussapoa","orthoneura","Coussapoa orthoneura",0.535567906,"species"
"6096","Coussapoa ovalifolia","Urticaceae","Coussapoa","ovalifolia","Coussapoa ovalifolia",0.484837466304348,"genus"
"6097","Coussapoa pachyphylla","Urticaceae","Coussapoa","pachyphylla","Coussapoa pachyphylla",0.484837466304348,"genus"
"6098","Coussapoa sppAraracua1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6099","Coussapoa sppCR1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6100","Coussapoa sppConstanc1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6101","Coussapoa sppCuevas1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6102","Coussapoa sppFPnet1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6103","Coussapoa sppLagenoa1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6104","Coussapoa sppMurri1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6105","Coussapoa sppMurri2","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6106","Coussapoa sppNangarit1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6107","Coussapoa sppOsasiren1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6108","Coussapoa sppRAINFOR1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6109","Coussapoa sppRiomanso1","Urticaceae","Coussapoa","","Coussapoa",0.484837466304348,"genus"
"6110","Coussapoa tessmannii","Urticaceae","Coussapoa","tessmannii","Coussapoa tessmannii",0.484837466304348,"genus"
"6111","Coussapoa trinervia","Urticaceae","Coussapoa","trinervia","Coussapoa trinervia",0.484837466304348,"genus"
"6112","Coussapoa villosa","Urticaceae","Coussapoa","villosa","Coussapoa villosa",0.39,"species"
"6113","Coussarea ampla","Rubiaceae","Coussarea","ampla","Coussarea ampla",0.476,"species"
"6114","Coussarea amplifolia","Rubiaceae","Coussarea","amplifolia","Coussarea amplifolia",0.588238606137931,"genus"
"6115","Coussarea bahiensis","Rubiaceae","Coussarea","bahiensis","Coussarea bahiensis",0.588238606137931,"genus"
"6116","Coussarea brevicaulis","Rubiaceae","Coussarea","brevicaulis","Coussarea brevicaulis",0.588238606137931,"genus"
"6117","Coussarea cephaeloides","Rubiaceae","Coussarea","cephaeloides","Coussarea cephaeloides",0.588238606137931,"genus"
"6118","Coussarea contracta","Rubiaceae","Coussarea","contracta","Coussarea contracta",0.588238606137931,"genus"
"6119","Coussarea curvigemma","Rubiaceae","Coussarea","curvigemma","Coussarea curvigemma",0.6257017785,"species"
"6120","Coussarea curvigemmia","Rubiaceae","Coussarea","curvigemmia","Coussarea curvigemmia",0.622,"species"
"6121","Coussarea graciliflora","Rubiaceae","Coussarea","graciliflora","Coussarea graciliflora",0.588238606137931,"genus"
"6122","Coussarea hondensis","Rubiaceae","Coussarea","hondensis","Coussarea hondensis",0.588238606137931,"genus"
"6123","Coussarea ilheotica","Rubiaceae","Coussarea","ilheotica","Coussarea ilheotica",0.588238606137931,"genus"
"6124","Coussarea impetiolaris","Rubiaceae","Coussarea","impetiolaris","Coussarea impetiolaris",0.588238606137931,"genus"
"6125","Coussarea klugii","Rubiaceae","Coussarea","klugii","Coussarea klugii",0.588238606137931,"genus"
"6126","Coussarea latifolia","Rubiaceae","Coussarea","latifolia","Coussarea latifolia",0.477575345,"species"
"6127","Coussarea longiflora","Rubiaceae","Coussarea","longiflora","Coussarea longiflora",0.588238606137931,"genus"
"6128","Coussarea machadoana","Rubiaceae","Coussarea","machadoana","Coussarea machadoana",0.588238606137931,"genus"
"6129","Coussarea neei","Rubiaceae","Coussarea","neei","Coussarea neei",0.588238606137931,"genus"
"6130","Coussarea nigrescens","Rubiaceae","Coussarea","nigrescens","Coussarea nigrescens",0.588238606137931,"genus"
"6131","Coussarea obliqua","Rubiaceae","Coussarea","obliqua","Coussarea obliqua",0.588238606137931,"genus"
"6132","Coussarea paniculata","Rubiaceae","Coussarea","paniculata","Coussarea paniculata",0.588238606137931,"genus"
"6133","Coussarea platyphylla","Rubiaceae","Coussarea","platyphylla","Coussarea platyphylla",0.588238606137931,"genus"
"6134","Coussarea psychotrioides","Rubiaceae","Coussarea","psychotrioides","Coussarea psychotrioides",0.588238606137931,"genus"
"6135","Coussarea racemosa","Rubiaceae","Coussarea","racemosa","Coussarea racemosa",0.65,"species"
"6136","Coussarea regnelliana","Rubiaceae","Coussarea","regnelliana","Coussarea regnelliana",0.588238606137931,"genus"
"6137","Coussarea sppAllpahua1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6138","Coussarea sppAntado1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6139","Coussarea sppCalabate1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6140","Coussarea sppCalima1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6141","Coussarea sppCalima2","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6142","Coussarea sppCamorin1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6143","Coussarea sppCamorin2","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6144","Coussarea sppCampano1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6145","Coussarea sppCentinel1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6146","Coussarea sppCuangos1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6147","Coussarea sppCuangos2","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6148","Coussarea sppCutervo1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6149","Coussarea sppCuzcoama1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6150","Coussarea sppDureno1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6151","Coussarea sppEncanto1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6152","Coussarea sppGF1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6153","Coussarea sppHuamani1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6154","Coussarea sppIndiana1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6155","Coussarea sppJatunsac1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6156","Coussarea sppMiazi1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6157","Coussarea sppMiazi2","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6158","Coussarea sppMiazi3","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6159","Coussarea sppPE1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6160","Coussarea sppRAINFOR1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6161","Coussarea sppRioheath1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6162","Coussarea sppRiomanso1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6163","Coussarea sppRionegro1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6164","Coussarea sppSCA1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6165","Coussarea sppSucusari1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6166","Coussarea sppTEAM1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6167","Coussarea sppTutunend1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6168","Coussarea sppVencer1","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6169","Coussarea sppVencer2","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6170","Coussarea sppVencer3","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6171","Coussarea sppYanam21","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6172","Coussarea tabascuna","Rubiaceae","Coussarea","","Coussarea",0.588238606137931,"genus"
"6173","Coussarea talamancana","Rubiaceae","Coussarea","talamancana","Coussarea talamancana",0.588238606137931,"genus"
"6174","Coussarea tenuiflora","Rubiaceae","Coussarea","tenuiflora","Coussarea tenuiflora",0.588238606137931,"genus"
"6175","Coutarea hexandra","Rubiaceae","Coutarea","hexandra","Coutarea hexandra",0.609122411666667,"species"
"6176","Coutarea sppRAINFOR1","Rubiaceae","Coutarea","","Coutarea",0.609122411666667,"genus"
"6177","Craibia laurentii","Fabaceae","Craibia","laurentii","Craibia laurentii",0.619433333333333,"genus"
"6178","Craspidospermum sppLinhares1","Apocynaceae","Craspidospermum","","Craspidospermum",0.8284636165,"genus"
"6179","Crataegus azarolus","Rosaceae","Crataegus","azarolus","Crataegus azarolus",0.590730597384615,"genus"
"6180","Crataegus crusgalli","Rosaceae","Crataegus","crus-galli","Crataegus crus-galli",0.590730597384615,"genus"
"6181","Crataegus lacinata","Rosaceae","Crataegus","laciniata","Crataegus laciniata",0.590730597384615,"genus"
"6182","Crataegus laevigata","Rosaceae","Crataegus","laevigata","Crataegus laevigata",0.590730597384615,"genus"
"6183","Crataegus macrocarpa","Rosaceae","Crataegus","macrocarpa","Crataegus macrocarpa",0.590730597384615,"genus"
"6184","Crataegus maximowiczii","Rosaceae","Crataegus","maximowiczii","Crataegus maximowiczii",0.526,"species"
"6185","Crataegus mollis","Rosaceae","Crataegus","mollis","Crataegus mollis",0.590730597384615,"genus"
"6186","Crataegus monogyna","Rosaceae","Crataegus","monogyna","Crataegus monogyna",0.5146995532,"species"
"6187","Crataegus pinnatifida","Rosaceae","Crataegus","pinnatifida","Crataegus pinnatifida",0.590730597384615,"genus"
"6188","Crataegus pulcherrima","Rosaceae","Crataegus","pulcherrima","Crataegus pulcherrima",0.590730597384615,"genus"
"6189","Crataegus rhipidophylla","Rosaceae","Crataegus","rhipidophylla","Crataegus rhipidophylla",0.7,"species"
"6190","Crataegus sppBankamp1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6191","Crataegus sppCAi1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6192","Crataegus sppCAii1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6193","Crataegus sppDK1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6194","Crataegus sppES1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6195","Crataegus sppFunDiv1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6196","Crataegus sppIT1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6197","Crataegus sppMX1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6198","Crataegus sppPLiv1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6199","Crataegus sppUS1","Rosaceae","Crataegus","","Crataegus",0.62,"species"
"6200","Crataegus uniflora","Rosaceae","Crataegus","uniflora","Crataegus uniflora",0.590730597384615,"genus"
"6201","Crataeva sppFPnet1","Capparaceae","Crataeva","","Crataeva",0.585594450962204,"dataset"
"6202","Crataeva sppPE1","Capparaceae","Crataeva","","Crataeva",0.585594450962204,"dataset"
"6203","Crataeva tapia","Capparaceae","Crataeva","tapia","Crataeva tapia",0.585594450962204,"dataset"
"6204","Crateranthus talbotii","Lecythidaceae","Crateranthus","talbotii","Crateranthus talbotii",0.585594450962204,"dataset"
"6205","Craterispermum aristatum","Rubiaceae","Craterispermum","aristatum","Craterispermum aristatum",0.66298,"genus"
"6206","Craterispermum caudatum","Rubiaceae","Craterispermum","caudatum","Craterispermum caudatum",0.66298,"genus"
"6207","Craterispermum cerinanthum","Rubiaceae","Craterispermum","cerinanthum","Craterispermum cerinanthum",0.66298,"genus"
"6208","Craterispermum laurinum","Rubiaceae","Craterispermum","laurinum","Craterispermum laurinum",0.66298,"genus"
"6209","Craterispermum schweinfurthii","Rubiaceae","Craterispermum","schweinfurthii","Craterispermum schweinfurthii",0.66298,"species"
"6210","Craterispermum sppGA1","Rubiaceae","Craterispermum","","Craterispermum",0.66298,"genus"
"6211","Craterospermum sppNdakanni1","Rubiaceae","Craterispermum","","Craterispermum",0.66298,"genus"
"6212","Crateva greveana","Capparaceae","Crateva","greveana","Crateva greveana",0.468915948296296,"genus"
"6213","Crateva sppTEAM1","Capparaceae","Crateva","","Crateva",0.468915948296296,"genus"
"6214","Crateva tapia","Capparaceae","Crateva","tapia","Crateva tapia",0.5035365302,"species"
"6215","Cratoxylon cochinchinensis","Hypericaceae","Cratoxylon","cochinchinensis","Cratoxylon cochinchinensis",0.585594450962204,"dataset"
"6216","Cratoxylum arborescens","Hypericaceae","Cratoxylum","arborescens","Cratoxylum arborescens",0.425454545454545,"species"
"6217","Cratoxylum celebicum","Hypericaceae","Cratoxylum","celebicum","Cratoxylum celebicum",0.618569253731343,"genus"
"6218","Cratoxylum cochinchinense","Hypericaceae","Cratoxylum","cochinchinense","Cratoxylum cochinchinense",0.708560235294118,"species"
"6219","Cratoxylum formosum","Hypericaceae","Cratoxylum","formosum","Cratoxylum formosum",0.685871058823529,"species"
"6220","Cratoxylum ligustrinum","Hypericaceae","Cratoxylum","ligustrinum","Cratoxylum ligustrinum",0.7306,"species"
"6221","Cratoxylum pruniflorum","Hypericaceae","Cratoxylum","pruniflorum","Cratoxylum pruniflorum",0.618569253731343,"genus"
"6222","Cratoxylum sppLA1","Hypericaceae","Cratoxylum","","Cratoxylum",0.37,"species"
"6223","Cratoxylum sumatranum","Hypericaceae","Cratoxylum","sumatranum","Cratoxylum sumatranum",0.576528,"species"
"6224","Cratylia sppSCA1","Fabaceae","Cratylia","","Cratylia",0.585594450962204,"dataset"
"6225","Cremastosperma cauliflorum","Annonaceae","Cremastosperma","cauliflorum","Cremastosperma cauliflorum",0.585594450962204,"dataset"
"6226","Cremastosperma gracilipes","Annonaceae","Cremastosperma","gracilipes","Cremastosperma gracilipes",0.585594450962204,"dataset"
"6227","Cremastosperma leiophyllum","Annonaceae","Cremastosperma","leiophyllum","Cremastosperma leiophyllum",0.585594450962204,"dataset"
"6228","Cremastosperma macrocarpum","Annonaceae","Cremastosperma","macrocarpum","Cremastosperma macrocarpum",0.585594450962204,"dataset"
"6229","Cremastosperma microcarpum","Annonaceae","Cremastosperma","microcarpum","Cremastosperma microcarpum",0.585594450962204,"dataset"
"6230","Cremastosperma pacificum","Annonaceae","Cremastosperma","pacificum","Cremastosperma pacificum",0.585594450962204,"dataset"
"6231","Cremastosperma seiophylla","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6232","Cremastosperma sppAllpahua1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6233","Cremastosperma sppFPnet1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6234","Cremastosperma sppHuamani1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6235","Cremastosperma sppPE1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6236","Cremastosperma sppRAINFOR1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6237","Cremastosperma sppVencer1","Annonaceae","Cremastosperma","","Cremastosperma",0.585594450962204,"dataset"
"6238","Crematosperma cauliflorum","Annonaceae","Cremastosperma","cauliflorum","Cremastosperma cauliflorum",0.585594450962204,"dataset"
"6239","Crepidospermum atlanticum","Burseraceae","Crepidospermum","atlanticum","Crepidospermum atlanticum",0.5421503945,"genus"
"6240","Crepidospermum goudotianum","Burseraceae","Crepidospermum","goudotianum","Crepidospermum goudotianum",0.505800789,"species"
"6241","Crepidospermum prancei","Burseraceae","Crepidospermum","prancei","Crepidospermum prancei",0.5421503945,"genus"
"6242","Crepidospermum rhoifolium","Burseraceae","Crepidospermum","rhoifolium","Crepidospermum rhoifolium",0.5785,"species"
"6243","Crepidospermum sppBerbicer1","Burseraceae","Crepidospermum","","Crepidospermum",0.5421503945,"genus"
"6244","Crepidospermum sppRAINFOR1","Burseraceae","Crepidospermum","","Crepidospermum",0.5421503945,"genus"
"6245","Crepidospermum sppRioheath1","Burseraceae","Crepidospermum","","Crepidospermum",0.5421503945,"genus"
"6246","Crepidospermum sppTEAM1","Burseraceae","Crepidospermum","","Crepidospermum",0.5421503945,"genus"
"6247","Crescentia alata","Bignoniaceae","Crescentia","alata","Crescentia alata",0.65780806,"species"
"6248","Crescentia cujete","Bignoniaceae","Crescentia","cujete","Crescentia cujete",0.598184333333333,"species"
"6249","Crescentia sppGT1","Bignoniaceae","Crescentia","","Crescentia",0.613090265,"genus"
"6250","Critonia eggersii","Asteraceae","Critonia","eggersii","Critonia eggersii",0.585594450962204,"dataset"
"6251","Critonia portoricensis","Asteraceae","Critonia","portoricensis","Critonia portoricensis",0.585594450962204,"dataset"
"6252","Critoniopsis glandulata","Asteraceae","Critoniopsis","glandulata","Critoniopsis glandulata",0.585594450962204,"dataset"
"6253","Critoniopsis quinqueflora","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora",0.585594450962204,"dataset"
"6254","Critoniopsis sppRAINFOR1","Asteraceae","Critoniopsis","","Critoniopsis",0.585594450962204,"dataset"
"6255","Critoniopsis woytkowskii","Asteraceae","Critoniopsis","woytkowskii","Critoniopsis woytkowskii",0.585594450962204,"dataset"
"6256","Crogbei sppSL1",NA,"","","",0.585594450962204,"dataset"
"6257","Crossonephelis adamii","Sapindaceae","Crossonephelis","adamii","Crossonephelis adamii",0.585594450962204,"dataset"
"6258","Crossopetalum rhacoma","Celastraceae","Crossopetalum","rhacoma","Crossopetalum rhacoma",0.585594450962204,"dataset"
"6259","Crossopteryx febrifuga","Rubiaceae","Crossopteryx","febrifuga","Crossopteryx febrifuga",0.70181,"species"
"6260","Crossopteryx sppFPnet1","Rubiaceae","Crossopteryx","","Crossopteryx",0.70181,"genus"
"6261","Crossosperma velutina","Rutaceae","Crossosperma","velutina","Crossosperma velutina",0.585594450962204,"dataset"
"6262","Crossostylis grandiflora","Rhizophoraceae","Crossostylis","grandiflora","Crossostylis grandiflora",0.49,"species"
"6263","Crossostylis harveyi","Rhizophoraceae","Crossostylis","harveyi","Crossostylis harveyi",0.5175,"genus"
"6264","Crossostylis multiflora","Rhizophoraceae","Crossostylis","multiflora","Crossostylis multiflora",0.521428571428571,"species"
"6265","Crossostylis pachyantha","Rhizophoraceae","Crossostylis","pachyantha","Crossostylis pachyantha",0.5175,"genus"
"6266","Crossostylis seberti","Rhizophoraceae","Crossostylis","sebertii","Crossostylis sebertii",0.5175,"genus"
"6267","Crossostylis sppPacific1","Rhizophoraceae","Crossostylis","","Crossostylis",0.5175,"genus"
"6268","Croton alamosanus","Euphorbiaceae","Croton","alamosanus","Croton alamosanus",0.491718908285714,"genus"
"6269","Croton argyratus","Euphorbiaceae","Croton","argyratus","Croton argyratus",0.663333333333333,"species"
"6270","Croton astroites","Euphorbiaceae","Croton","astroites","Croton astroites",0.491718908285714,"genus"
"6271","Croton billbergianus","Euphorbiaceae","Croton","billbergianus","Croton billbergianus",0.48606396275,"species"
"6272","Croton celtidifolius","Euphorbiaceae","Croton","celtidifolius","Croton celtidifolius",0.491718908285714,"genus"
"6273","Croton cuneatus","Euphorbiaceae","Croton","cuneatus","Croton cuneatus",0.41,"species"
"6274","Croton draco","Euphorbiaceae","Croton","draco","Croton draco",0.385344064375,"species"
"6275","Croton eluteria","Euphorbiaceae","Croton","eluteria","Croton eluteria",0.491718908285714,"genus"
"6276","Croton erythrostachys","Euphorbiaceae","Croton","erythrostachys","Croton erythrostachys",0.491718908285714,"genus"
"6277","Croton flavens","Euphorbiaceae","Croton","flavens","Croton flavens",0.491718908285714,"genus"
"6278","Croton floribundus","Euphorbiaceae","Croton","floribundus","Croton floribundus",0.421428571428571,"species"
"6279","Croton fragilis","Euphorbiaceae","Croton","fragilis","Croton fragilis",0.491718908285714,"genus"
"6280","Croton haumanianus","Euphorbiaceae","Croton","haumanianus","Croton haumanianus",0.491718908285714,"genus"
"6281","Croton joufra","Euphorbiaceae","Croton","joufra","Croton joufra",0.491718908285714,"genus"
"6282","Croton laevifolius","Euphorbiaceae","Croton","laevifolius","Croton laevifolius",0.43,"species"
"6283","Croton lanjouwensis","Euphorbiaceae","Croton","lanjouwensis","Croton lanjouwensis",0.62,"species"
"6284","Croton lechleri","Euphorbiaceae","Croton","lechleri","Croton lechleri",0.491718908285714,"genus"
"6285","Croton levatii","Euphorbiaceae","Croton","levatii","Croton levatii",0.491718908285714,"genus"
"6286","Croton longiracemosus","Euphorbiaceae","Croton","longiracemosus","Croton longiracemosus",0.491718908285714,"genus"
"6287","Croton macradenis","Euphorbiaceae","Croton","macradenis","Croton macradenis",0.491718908285714,"genus"
"6288","Croton macrobothrys","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys",0.498287505,"species"
"6289","Croton macrostachyus","Euphorbiaceae","Croton","macrostachyus","Croton macrostachyus",0.491202213272727,"species"
"6290","Croton malabaricus","Euphorbiaceae","Croton","malabaricus","Croton malabaricus",0.491718908285714,"genus"
"6291","Croton matourensis","Euphorbiaceae","Croton","matourensis","Croton matourensis",0.424978333333333,"species"
"6292","Croton mayumbensis","Euphorbiaceae","Croton","mayumbensis","Croton mayumbensis",0.491718908285714,"genus"
"6293","Croton mongue","Euphorbiaceae","Croton","mongue","Croton mongue",0.491718908285714,"genus"
"6294","Croton mubango","Euphorbiaceae","Croton","mubango","Croton mubango",0.491718908285714,"genus"
"6295","Croton myriaster","Euphorbiaceae","Croton","myriaster","Croton myriaster",0.491718908285714,"genus"
"6296","Croton niveus","Euphorbiaceae","Croton","niveus","Croton niveus",0.491718908285714,"genus"
"6297","Croton oblongifolium","Euphorbiaceae","Croton","oblongifolium","Croton oblongifolium",0.491718908285714,"genus"
"6298","Croton palanostigma","Euphorbiaceae","Croton","palanostigma","Croton palanostigma",0.491718908285714,"genus"
"6299","Croton panamensis","Euphorbiaceae","Croton","panamensis","Croton panamensis",0.491718908285714,"genus"
"6300","Croton piptocalyx","Euphorbiaceae","Croton","piptocalyx","Croton piptocalyx",0.491718908285714,"genus"
"6301","Croton poecilanthus","Euphorbiaceae","Croton","poecilanthus","Croton poecilanthus",0.6,"species"
"6302","Croton potabilis","Euphorbiaceae","Croton","potabilis","Croton potabilis",0.491718908285714,"genus"
"6303","Croton pseudoniveus","Euphorbiaceae","Croton","pseudoniveus","Croton pseudoniveus",0.491718908285714,"genus"
"6304","Croton pseudopulchellus","Euphorbiaceae","Croton","pseudopulchellus","Croton pseudopulchellus",0.491718908285714,"genus"
"6305","Croton pynaertii","Euphorbiaceae","Croton","pynaertii","Croton pynaertii",0.491718908285714,"genus"
"6306","Croton reflexifolius","Euphorbiaceae","Croton","reflexifolius","Croton reflexifolius",0.491718908285714,"genus"
"6307","Croton sampatik","Euphorbiaceae","Croton","sampatik","Croton sampatik",0.491718908285714,"genus"
"6308","Croton sapiifolius","Euphorbiaceae","Croton","sapiifolius","Croton sapiifolius",0.491718908285714,"genus"
"6309","Croton schiedeanus","Euphorbiaceae","Croton","schiedeanus","Croton schiedeanus",0.53,"species"
"6310","Croton smithianus","Euphorbiaceae","Croton","smithianus","Croton smithianus",0.439,"species"
"6311","Croton sphaerocarpus","Euphorbiaceae","Croton","sphaerocarpus","Croton sphaerocarpus",0.491718908285714,"genus"
"6312","Croton sppAnchicay1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6313","Croton sppBRi1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6314","Croton sppBRii1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6315","Croton sppCDi1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6316","Croton sppCalabate1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6317","Croton sppCedral1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6318","Croton sppChamela41","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6319","Croton sppChamela42","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6320","Croton sppChaquima1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6321","Croton sppFPnet1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6322","Croton sppGA1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6323","Croton sppGT1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6324","Croton sppIncahuar1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6325","Croton sppKennedy1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6326","Croton sppManaure1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6327","Croton sppManaus1","Euphorbiaceae","Croton","","Croton",0.652,"species"
